Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2
chr1	40889953	40891320	1	1367	3386.17	2.47708	530.527	0.388096	10.8283	0.00792123	3386.17	530.527	67.463	0.0493512	47.1085	0.0344612
chr1	42010300	42011580	1	1280	705.292	0.551009	188.032	0.1469	273.862	0.213954	705.292	188.032	25.0606	0.0195786	4.55734	0.00356042
chr1	43166382	43167656	1	1274	2890.77	2.26905	80.6835	0.0633308	40.6368	0.031897	2890.77	80.6835	30.7148	0.0241089	65.9136	0.0517375
chr1	43916305	43918231	1	1926	9016.19	4.6813	585.874	0.304192	330.556	0.171628	9016.19	585.874	261.477	0.135762	194.095	0.100776
chr1	45103977	45106077	1	2100	10543.7	5.02079	877.807	0.418003	521.192	0.248187	10543.7	877.807	58.7155	0.0279598	88.0766	0.0419412
chr1	45260472	45262443	1	1971	246.699	0.125164	118.892	0.0603209	19.1563	0.00971909	246.699	118.892	38.0542	0.0193071	70.8067	0.0359242
chr1	45266060	45266890	1	830	567.941	0.684266	112.223	0.135208	39599	47.7096	567.941	112.223	1433.6	1.72723	738.769	0.890083
chr1	45282001	45282763	1	762	149.424	0.196094	49.1131	0.064453	0	0	149.424	49.1131	6.69742	0.00878926	17.8456	0.0234194
chr1	46085141	46087383	1	2242	11887.7	5.30226	826.643	0.368708	483.457	0.215637	11887.7	826.643	310.635	0.138553	170.301	0.0759593
chr1	47587425	47587987	1	562	0	0	0	0	0	0	0	0	1.16731	0.00207706	0	0
chr1	48948615	48949900	1	1285	0	0	91.0539	0.0708591	29.5546	0.0229997	0	91.0539	4.99753	0.00388913	0	0
chr1	49635632	49636483	1	851	221.758	0.260585	306.77	0.360482	0	0	221.758	306.77	8.05441	0.00946465	24.8495	0.0292004
chr1	50413475	50414511	1	1036	0	0	84.2154	0.081289	0	0	0	84.2154	1.16731	0.00112674	15.8308	0.0152807
chr1	50439072	50439587	1	515	176.536	0.342789	9.9077	0.0192383	76.518	0.148579	176.536	9.9077	9.94399	0.0193087	7.67552	0.0149039
chr1	52819002	52819839	1	837	5654.12	6.75522	291.076	0.347761	286.493	0.342286	5654.12	291.076	39.2215	0.0468596	14.3916	0.0171943
chr1	53262364	53263502	1	1138	373.839	0.328505	41.6123	0.0365662	31.426	0.0276151	373.839	41.6123	9.94399	0.00873813	39.0972	0.0343561
chr1	55322722	55324065	1	1343	6495.01	4.83619	674.535	0.50226	388.53	0.2893	6495.01	674.535	62.9106	0.0468433	71.958	0.0535801
chr1	56127697	56133583	1	5886	1268.86	0.215572	1141.81	0.193987	221.902	0.0377	1268.86	1141.81	108.384	0.0184139	129.428	0.0219892
chr1	57830256	57831331	1	1075	199.035	0.185149	435.175	0.404814	0	0	199.035	435.175	10.1556	0.00944704	33.8682	0.0315053
chr1	58071941	58072594	1	653	134.193	0.205502	322.463	0.493818	5.31024	0.00813207	134.193	322.463	8.79128	0.0134629	35.6912	0.0546572
chr1	59194437	59197341	1	2904	865.129	0.297909	467.846	0.161104	185.061	0.0637263	865.129	467.846	55.8264	0.019224	53.7286	0.0185016
chr1	63887567	63888272	1	705	100.897	0.143117	0	0	3.92496	0.00556732	100.897	0	8.87883	0.0125941	6.71608	0.00952635
chr1	65814431	65814976	1	545	312.617	0.573609	6.93539	0.0127255	0	0	312.617	6.93539	4.61815	0.00847367	2.59049	0.00475319
chr1	67171739	67172397	1	658	62.9281	0.0956354	168.358	0.255863	96.9576	0.147352	62.9281	168.358	12.6945	0.0192925	45.5734	0.0692605
chr1	67201638	67202677	1	1039	73.5568	0.0707958	118.892	0.11443	148.445	0.142873	73.5568	118.892	14.5403	0.0139945	14.9673	0.0144055
chr1	68175242	68176220	1	978	266.471	0.272465	755.669	0.772668	336.599	0.344171	266.471	755.669	18.2975	0.0187091	22.9306	0.0234464
chr1	69844146	69844756	1	610	105.738	0.173341	32.6954	0.053599	15.3036	0.0250879	105.738	32.6954	6.63905	0.0108837	15.3511	0.0251657
chr1	70381495	70382236	1	741	243.409	0.328487	383.246	0.517201	144.229	0.194641	243.409	383.246	7.66045	0.010338	48.02	0.0648043
chr1	71112029	71114397	1	2368	506.349	0.21383	551.257	0.232794	110.951	0.0468543	506.349	551.257	14.4454	0.00610026	28.7832	0.0121551
chr1	71267062	71267624	1	562	105.738	0.188146	118.892	0.211552	0	0	105.738	118.892	6.36182	0.01132	0	0
chr1	72393520	72394332	1	812	105.738	0.130219	116.911	0.143979	0	0	105.738	116.911	2.26165	0.00278529	12.6646	0.0155968
chr1	74520261	74520959	1	698	164.583	0.235793	114.242	0.163671	49.6415	0.0711197	164.583	114.242	2.72858	0.00390914	14.3916	0.0206183
chr1	75275745	75276837	1	1092	274.551	0.25142	229.863	0.210498	0	0	274.551	229.863	13.9785	0.0128008	37.2263	0.03409
chr1	75745415	75746442	1	1027	262.906	0.255994	330.905	0.322205	72.8471	0.0709319	262.906	330.905	5.39878	0.00525685	0	0
chr1	76350591	76352667	1	2076	173.127	0.0833945	210.687	0.101487	0	0	173.127	210.687	11.8919	0.00572829	38.4735	0.0185325
chr1	77832929	77834137	1	1208	68.2535	0.0565013	170.808	0.141398	110.951	0.0918469	68.2535	170.808	1.86769	0.0015461	13.2403	0.0109605
chr1	77909561	77910629	1	1068	290.063	0.271595	187.001	0.175094	8.31168	0.00778247	290.063	187.001	3.47274	0.00325163	12.8565	0.0120379
chr1	78792829	78793662	1	833	105.738	0.126936	475.107	0.570356	110.951	0.133195	105.738	475.107	4.33362	0.00520243	13.4322	0.016125
chr1	79782978	79784395	1	1417	211.476	0.149242	162.402	0.11461	247.95	0.174982	211.476	162.402	8.49215	0.00599305	0	0
chr1	80036731	80038424	1	1693	0	0	211.004	0.124633	0	0	0	211.004	13.2489	0.00782571	15.3511	0.00906737
chr1	82464267	82464803	1	536	0	0	152.705	0.284897	0	0	0	152.705	1.8531	0.00345727	11.4173	0.021301
chr1	85517421	85517946	1	525	41.8095	0.0796371	35.1329	0.0669199	71.0551	0.135343	41.8095	35.1329	5.45715	0.0103946	7.67552	0.01462
chr1	85895113	85895995	1	882	200.017	0.226777	0	0	0	0	200.017	0	4.23149	0.0047976	6.71608	0.0076146
chr1	86002399	86003036	1	637	198.146	0.311061	388.3	0.609576	76.037	0.119367	198.146	388.3	4.12934	0.00648249	18.7571	0.0294459
chr1	90843804	90845128	1	1324	289.685	0.218795	297.291	0.22454	0	0	289.685	297.291	15.1896	0.0114725	21.1077	0.0159424
chr1	91505752	91506319	1	567	422.954	0.74595	97.0955	0.171244	0	0	422.954	97.0955	2.6848	0.0047351	6.71608	0.0118449
chr1	91544274	91544930	1	656	65.2232	0.0994256	110.2	0.167987	0	0	65.2232	110.2	11.5709	0.0176386	0	0
chr1	91634002	91635208	1	1206	99.8044	0.0827566	112.465	0.0932547	100.949	0.0837053	99.8044	112.465	8.9226	0.00739851	28.7832	0.0238667
chr1	91742623	91743875	1	1252	275.485	0.220036	335.774	0.26819	0	0	275.485	335.774	17.0865	0.0136473	30.7021	0.0245224
chr1	91924507	91926469	1	1962	123.341	0.0628651	374.673	0.190965	205.849	0.104918	123.341	374.673	9.87832	0.00503482	4.70126	0.00239616
chr1	96730649	96731721	1	1072	34.9395	0.0325928	0	0	140.028	0.130623	34.9395	0	6.24509	0.00582564	11.1295	0.010382
chr1	97359695	97360179	1	484	190.715	0.394039	125.806	0.259929	130.504	0.269636	190.715	125.806	2.48052	0.00512505	5.27692	0.0109027
chr1	97788642	97789378	1	736	57.8019	0.0785352	156.48	0.212609	0	0	57.8019	156.48	7.68233	0.010438	7.33972	0.00997244
chr1	102017379	102019965	1	2586	274.228	0.106043	277.119	0.107161	0	0	274.228	277.119	23.244	0.00898839	88.2685	0.0341332
chr1	102558701	102559699	1	998	74.1001	0.0742486	11.0507	0.0110728	0	0	74.1001	11.0507	4.42117	0.00443003	0	0
chr1	102636103	102637175	1	1072	121.141	0.113005	181.74	0.169534	0	0	121.141	181.74	14.7956	0.0138019	7.67552	0.00716
chr1	103048338	103049438	1	1100	161.143	0.146494	230.735	0.209759	259.422	0.235838	161.143	230.735	16.8822	0.0153474	28.1596	0.0255996
chr1	103239547	103240142	1	595	0	0	48.4929	0.0815007	8.31222	0.0139701	0	48.4929	3.12984	0.00526024	5.46881	0.00919128
chr1	103638279	103639083	1	804	234.285	0.291399	320.861	0.399081	78.8965	0.09813	234.285	320.861	11.4104	0.0141921	0	0
chr1	103647394	103648887	1	1493	42.2479	0.0282973	231.826	0.155275	9.69696	0.00649495	42.2479	231.826	6.65365	0.00445656	13.4322	0.00899676
chr1	105412206	105413358	1	1152	47.8119	0.0415034	0	0	0	0	47.8119	0	7.70423	0.0066877	0	0
chr1	105617403	105618170	1	767	106.178	0.138433	70.2914	0.0916446	266.693	0.347709	106.178	70.2914	3.17361	0.0041377	27.8238	0.0362761
chr1	106137720	106138501	1	781	112.759	0.144377	40.5861	0.0519668	162.25	0.207746	112.759	40.5861	5.8803	0.0075292	7.67552	0.00982781
chr1	106302149	106303351	1	1202	279.778	0.232761	75.76	0.0630283	74.9876	0.0623857	279.778	75.76	7.44158	0.006191	14.3916	0.011973
chr1	106503698	106504217	1	519	0	0	37.6193	0.0724842	86.7981	0.167241	0	37.6193	1.30592	0.00251623	45.4295	0.0875327
chr1	106973491	106974177	1	686	65.5844	0.0956041	9.9077	0.0144427	0	0	65.5844	9.9077	3.74997	0.00546643	0	0
chr1	107346189	107346802	1	613	185.143	0.302027	352.461	0.574977	0	0	185.143	352.461	12.2348	0.019959	35.4993	0.0579107
chr1	107631122	107631915	1	793	164.906	0.207952	444.044	0.559954	27.5465	0.034737	164.906	444.044	7.80636	0.00984408	7.67552	0.00967909
chr1	107839060	107839835	1	775	345.56	0.445884	203.655	0.262781	0	0	345.56	203.655	4.96105	0.00640135	6.71608	0.00866591
chr1	108565500	108566637	1	1137	55.8845	0.0491508	147.074	0.129353	0	0	55.8845	147.074	3.21009	0.0028233	7.67552	0.00675068
chr1	109065490	109066929	1	1439	208.372	0.144804	118.892	0.0826215	0	0	208.372	118.892	6.26697	0.00435509	29.167	0.0202689
chr1	109093017	109093738	1	721	208.49	0.289168	0	0	0.69264	0.000960666	208.49	0	26.1185	0.0362254	16.5983	0.0230212
chr1	109242456	109244493	1	2037	5878.43	2.88583	574.847	0.282203	387.717	0.190337	5878.43	574.847	36.2959	0.0178183	63.3231	0.0310864
chr1	109313727	109315320	1	1593	359.877	0.225912	55.1733	0.0346348	52.6431	0.0330465	359.877	55.1733	17.8452	0.0112023	6.71608	0.004216
chr1	111733082	111735241	1	2159	9343.57	4.32773	789.877	0.365853	766.242	0.354906	9343.57	789.877	175.891	0.0814689	199.18	0.0922556
chr1	112044402	112045302	1	900	243.98	0.271088	68.5515	0.0761683	0	0	243.98	68.5515	12.0743	0.0134159	30.846	0.0342733
chr1	112646352	112648016	1	1664	96.2456	0.0578399	162.504	0.0976586	0	0	96.2456	162.504	10.265	0.00616887	1.48713	0.000893709
chr1	113958501	113959366	1	865	167.494	0.193635	95.3556	0.110238	0	0	167.494	95.3556	8.29517	0.00958979	16.3585	0.0189115
chr1	118594006	118595006	1	1000	215.725	0.215725	0	0	0	0	215.725	0	5.13615	0.00513615	19.2368	0.0192368
chr1	118861370	118862382	1	1012	0	0	0	0	0	0	0	0	5.2091	0.00514733	0	0
chr1	118929690	118930265	1	575	59.7649	0.103939	221.915	0.385939	25.3984	0.0441712	59.7649	221.915	5.61766	0.00976984	13.4322	0.0233603
chr1	119737365	119738072	1	707	0	0	0	0	0	0	0	0	12.658	0.0179038	7.67552	0.0108565
chr1	121351688	121360457	1	8769	1585.04	0.180755	2136.97	0.243696	759.035	0.0865589	1585.04	2136.97	892.479	0.101777	2116.77	0.241392
chr1	121362562	121363446	1	884	0	0	0	0	0	0	0	0	11.3812	0.0128747	0	0
chr1	121365201	121366296	1	1095	0	0	0	0	0	0	0	0	6.36182	0.00580988	7.67552	0.00700961
chr1	121394551	121396070	1	1519	0	0	0	0	0	0	0	0	0	0	2.15874	0.00142116
chr1	121398609	121399548	1	939	0	0	0	0	0	0	0	0	0.817113	0.000870195	0	0
chr1	121399874	121401943	1	2069	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121403855	121405497	1	1642	0	0	0	0	0	0	0	0	0.65661	0.000399884	0	0
chr1	121430225	121431076	1	851	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121441491	121442448	1	957	0	0	0	0	0	0	0	0	0.313714	0.00032781	0	0
chr1	121444672	121446473	1	1801	0	0	0	0	0	0	0	0	2.1887	0.00121527	6.71608	0.00372908
chr1	121467540	121468733	1	1193	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121478467	121479501	1	1034	0	0	61.8593	0.0598252	161.522	0.15621	0	61.8593	26.5563	0.025683	292.534	0.282914
chr1	121484029	121485504	1	1475	703.445	0.476912	747.719	0.506928	641.37	0.434827	703.445	747.719	119910	81.2949	144457	97.9368
chr1	142535455	142543013	1	7558	3251.8	0.430246	2729.53	0.361144	1262.61	0.167056	3251.8	2729.53	596.041	0.0788623	808.808	0.107013
chr1	142714594	142715195	1	601	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142783229	142784545	1	1316	224.873	0.170876	0	0	0	0	224.873	0	10.0388	0.00762829	14.3916	0.0109359
chr1	142966335	142967768	1	1433	105.738	0.0737878	0	0	0	0	105.738	0	0.751454	0.000524392	0	0
chr1	144612716	144613338	1	622	422.954	0.67999	0	0	0	0	422.954	0	4.3774	0.00703762	23.0266	0.0370202
chr1	144860560	144861081	1	521	211.477	0.405906	16.842	0.0323263	0	0	211.477	16.842	8.64537	0.0165938	3.11818	0.00598499
chr1	148205764	148207190	1	1426	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148681928	148682464	1	536	0	0	0	0	0	0	0	0	2.1814	0.00406978	6.71608	0.01253
chr1	149033228	149035789	1	2561	1171.9	0.457593	315.561	0.123218	465.7	0.181843	1171.9	315.561	100.016	0.0390536	99.0143	0.0386623
chr1	149209920	149210513	1	593	72.6621	0.122533	747.767	1.26099	71.5104	0.120591	72.6621	747.767	5.3842	0.00907959	0	0
chr1	150715818	150717348	1	1530	820.462	0.53625	107.994	0.0705843	7.27904	0.00475754	820.462	107.994	8.17844	0.00534539	13.9119	0.00909273
chr1	150937045	150938969	1	1924	8740.19	4.54272	698.328	0.362956	328.844	0.170917	8740.19	698.328	49.7273	0.0258458	68.3122	0.0355053
chr1	151260230	151261607	1	1377	6736.45	4.89212	400.073	0.290539	337.835	0.245341	6736.45	400.073	296	0.21496	187.762	0.136356
chr1	151262109	151265958	1	3849	26644.4	6.92243	1485.48	0.38594	1021.1	0.265289	26644.4	1485.48	756.612	0.196574	593.893	0.154298
chr1	151316349	151317023	1	674	5081.78	7.53973	260.136	0.385959	1706.49	2.53188	5081.78	260.136	45.7001	0.0678043	34.6358	0.0513884
chr1	153229055	153229529	1	474	41.568	0.0876963	0	0	0	0	41.568	0	8.28787	0.017485	15.0632	0.0317789
chr1	153614722	153618528	1	3806	17647.4	4.63674	1448.41	0.380558	489.888	0.128715	17647.4	1448.41	158.447	0.0416309	200.811	0.0527617
chr1	153744912	153746100	1	1188	7656.08	6.44451	110.949	0.0933912	319.751	0.269151	7656.08	110.949	89.9337	0.0757018	62.6515	0.0527369
chr1	153916383	153917139	1	756	2879.3	3.8086	463.084	0.612545	6650.11	8.79644	2879.3	463.084	101.702	0.134526	92.9698	0.122976
chr1	153963272	153964706	1	1434	4221	2.94351	316.893	0.220985	80054.1	55.8258	4221	316.893	1310.53	0.913897	747.884	0.521537
chr1	154548396	154553197	1	4801	18045.1	3.75861	1554.29	0.323743	711.011	0.148096	18045.1	1554.29	650.401	0.135472	491.809	0.102439
chr1	154686434	154687134	1	700	3327.58	4.75368	303.964	0.434234	66.0987	0.0944267	3327.58	303.964	76.6556	0.109508	72.8215	0.104031
chr1	155779066	155780058	1	992	491.594	0.495559	0	0	0	0	491.594	0	9.80537	0.00988445	22.5948	0.022777
chr1	156218297	156218816	1	519	773.301	1.48998	0.49483	0.00095343	203.309	0.391732	773.301	0.49483	48.611	0.0936629	65.3379	0.125892
chr1	157005383	157006074	1	691	65.611	0.0949507	0	0	0	0	65.611	0	6.36912	0.00921725	11.0815	0.0160369
chr1	157315871	157316575	1	704	0	0	714.384	1.01475	0	0	0	714.384	1.45913	0.00207263	2.3986	0.0034071
chr1	160181345	160187266	1	5921	30036.1	5.07281	2504.94	0.42306	1365.5	0.23062	30036.1	2504.94	208.423	0.0352006	274.4	0.0463435
chr1	160953922	160954779	1	857	105.738	0.123381	237.806	0.277486	162.208	0.189274	105.738	237.806	7.16434	0.00835979	6.86	0.00800466
chr1	163028922	163029671	1	749	119.53	0.159586	0	0	70.3966	0.0939874	119.53	0	0.109435	0.000146108	7.67552	0.0102477
chr1	163684338	163685113	1	775	105.738	0.136436	231.744	0.299024	0	0	105.738	231.744	16.3058	0.0210398	28.7832	0.0371396
chr1	165498441	165499407	1	966	170.852	0.176866	454.035	0.470016	0	0	170.852	454.035	15.6565	0.0162076	6.71608	0.00695246
chr1	165551594	165552891	1	1297	30.6116	0.0236019	220.755	0.170204	85.942	0.0662621	30.6116	220.755	11.8117	0.00910692	14.3916	0.0110961
chr1	165789142	165790088	1	946	310.417	0.328136	430.757	0.455346	170.411	0.180138	310.417	430.757	18.3924	0.0194423	6.71608	0.00709945
chr1	166432535	166433571	1	1036	27.4825	0.0265275	271.942	0.262492	0	0	27.4825	271.942	3.45815	0.00333798	14.3916	0.0138915
chr1	168318130	168318901	1	771	0	0	0	0	0	0	0	0	0	0	0	0
chr1	169323774	169324763	1	989	333.368	0.337076	84.5055	0.0854454	108.387	0.109592	333.368	84.5055	5.77816	0.00584243	13.3362	0.0134845
chr1	171064635	171066071	1	1436	105.738	0.0736336	118.892	0.0827941	0	0	105.738	118.892	7.36862	0.00513135	7.67552	0.00534507
chr1	172593400	172594262	1	862	317.215	0.367999	470.537	0.545867	110.951	0.128714	317.215	470.537	5.95326	0.00690634	20.9638	0.0243199
chr1	172663035	172664305	1	1270	182.235	0.143492	545.868	0.429817	55.8581	0.0439828	182.235	545.868	11.1624	0.00878927	5.27692	0.00415506
chr1	173490547	173491012	1	465	90.8076	0.195285	508.636	1.09384	137.286	0.295239	90.8076	508.636	9.92211	0.0213379	14.3916	0.0309497
chr1	174995291	174996554	1	1263	207.021	0.163912	230.314	0.182354	77.064	0.0610166	207.021	230.314	11.1259	0.00880909	16.7422	0.0132559
chr1	175200157	175201084	1	927	211.476	0.228129	68.3631	0.0737466	0	0	211.476	68.3631	16.1015	0.0173695	87.0212	0.093874
chr1	175978229	175979324	1	1095	1047.76	0.956859	159.857	0.145988	33.4204	0.0305209	1047.76	159.857	15.4814	0.0141383	65.2419	0.0595817
chr1	176101434	176102520	1	1086	692.796	0.637934	31.6915	0.0291819	17.2945	0.015925	692.796	31.6915	18.7572	0.0172718	17.0301	0.0156815
chr1	177117976	177119276	1	1300	0	0	683.67	0.5259	211.955	0.163042	0	683.67	6.63176	0.00510136	2.97427	0.0022879
chr1	178131051	178131923	1	872	0	0	118.892	0.136344	0	0	0	118.892	9.54273	0.0109435	7.67552	0.0088022
chr1	180107638	180108490	1	852	355.844	0.417657	425.162	0.499016	135.655	0.159219	355.844	425.162	12.2275	0.0143516	28.7832	0.0337831
chr1	182415750	182416541	1	791	0	0	35.8867	0.0453688	39.6601	0.0501391	0	35.8867	9.09769	0.0115015	14.4396	0.0182548
chr1	182689802	182690338	1	536	194.142	0.362206	229.096	0.427418	139.934	0.261071	194.142	229.096	3.10795	0.00579841	17.4138	0.0324885
chr1	183222102	183222655	1	553	93.9309	0.169857	222.682	0.40268	79.3816	0.143547	93.9309	222.682	13.9493	0.0252248	17.4138	0.0314898
chr1	185694876	185695394	1	518	99.3002	0.191699	212.322	0.409889	0	0	99.3002	212.322	4.15123	0.00801395	0	0
chr1	185974022	185974766	1	744	0	0	212.954	0.286228	19.1295	0.0257117	0	212.954	4.76407	0.00640332	12.9524	0.0174092
chr1	186826040	186826910	1	870	285.922	0.328646	162.912	0.187256	32.1376	0.0369397	285.922	162.912	14.1171	0.0162266	17.5098	0.0201262
chr1	187729871	187730486	1	615	0	0	0	0	72.6921	0.118199	0	0	3.31953	0.0053976	14.3916	0.023401
chr1	189531019	189532120	1	1101	21.1476	0.0192076	0	0	236.4	0.214714	21.1476	0	10.98	0.00997273	6.3323	0.00575141
