Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	121430225	121431076	936799	1065366	291456	229481	168721	168629	372688
chr1	121441491	121442448	948065	1076632	302722	240747	179987	179895	383954
chr1	121444672	121446473	951246	1079813	305903	243928	183168	183076	387135
chr1	121467540	121468733	974114	1102681	328771	266796	206036	205944	410003
chr1	121478467	121479501	985041	1113608	339698	277723	216963	216871	420930
chr1	121484029	121485504	990603	1119170	345260	283285	222525	222433	426492
chr1	142535455	142543013	1470946	2495942	1200252	1200479	60968	0	149414
chr1	142714594	142715195	1298764	2323760	1028070	1028297	95630	58826	7466
chr1	142783229	142784545	1229414	2254410	958720	958947	106431	12398	26214
chr1	142966335	142967768	1046191	2071187	775497	775724	12695	169098	209320
chr1	144612716	144613338	252747	425617	17904	18932	18932	39747	88025
chr1	144860560	144861081	5004	177874	66692	47395	46975	461	79548
chr1	148205764	148207190	1079435	343727	29152	29300	29280	34252	8678
chr1	148681928	148682464	1213801	130884	124848	125144	76676	364344	10759
chr1	149033228	149035789	860476	482184	180198	104924	104924	11019	0
chr1	149209920	149210513	685752	658876	5474	4969	4963	5380	0
chr1	150715818	150717348	56	395513	18319	20888	18808	8183	9852
chr1	150937045	150938969	0	173892	6342	13087	7507	5688	10392
chr1	151260230	151261607	0	142303	3727	4706	0	987	22930
chr1	151262109	151265958	0	144182	5606	6585	0	0	18579
chr1	151316349	151317023	0	198422	82	2753	1633	1582	6922
chr1	153229055	153229529	379400	49294	3671	133478	3727	1016	0
chr1	153614722	153618528	0	39911	6153	7758	7798	2725	0
chr1	153744912	153746100	0	86290	1444	10116	1956	0	11403
chr1	153916383	153917139	0	248085	0	1377	557	1711	2422
chr1	153963272	153964706	0	200518	0	0	0	0	0
chr1	154548396	154553197	0	6664	16027	16332	7852	5750	724
chr1	154686434	154687134	0	144702	45709	44030	6142	11405	2457
chr1	155779066	155780058	2058	271206	46154	46918	46918	3426	0
chr1	156218297	156218816	39	97684	2199	2593	2573	1044	6667
chr1	157005383	157006074	57561	111842	7530	9366	9462	3961	0
chr1	157315871	157316575	210177	51986	158791	56592	16961	790	0
chr1	160181345	160187266	0	81159	4020	5291	4512	1150	7994
chr1	160953922	160954779	12076	275471	28056	28837	5417	571	4372
chr1	163028922	163029671	240907	339141	236177	107091	11965	9334	0
chr1	163684338	163685113	379682	92240	391271	392634	49709	12473	14112
chr1	165498441	165499407	130800	30643	67406	68029	2036	3105	5981
chr1	165551594	165552891	77316	11971	13922	14545	9365	720	12862
chr1	165789142	165790088	44865	249519	6126	6608	6628	1337	8379
chr1	166432535	166433571	376544	74017	24900	25785	25285	495	12853
chr1	168318130	168318901	83643	211224	196	5906	306	4983	33143
chr1	169323774	169324763	20959	731158	11643	12233	5788	5273	15090
chr1	171064635	171066071	394415	10921	154297	76214	31374	4252	10913
chr1	172593400	172594262	13535	132594	14062	13886	2634	1782	5435
chr1	172663035	172664305	83170	62551	54412	2431	2431	3190	16617
chr1	173490547	173491012	31911	146368	42822	43903	14649	10976	19202
chr1	174995291	174996554	8299	304575	2106	2402	2402	2381	6166
chr1	175200157	175201084	63957	100045	37735	42572	0	4912	0
chr1	175978229	175979324	1980	205966	194772	112472	39951	5815	3291
chr1	176101434	176102520	13209	329171	71576	9490	9550	603	6696
chr1	177117976	177119276	1002128	14785	20876	31620	20640	2608	28872
chr1	178131051	178131923	901623	68510	67386	61247	17927	5813	10799
chr1	180107638	180108490	26548	92754	14478	15186	15426	15896	32451
chr1	182415750	182416541	58361	131736	53908	19386	201	336	0
chr1	182689802	182690338	118463	9410	68010	3099	2218	2002	12390
chr1	183222102	183222655	117855	76843	216725	28081	28061	6372	1777
chr1	185694876	185695394	419299	7745	7797	4847	4792	3253	31367
chr1	185974022	185974766	307084	270723	269178	6210	4506	6076	20269
chr1	186826040	186826910	81795	1122741	26490	7566	7236	2786	6083
chr1	187729871	187730486	821030	2026572	490032	224890	15767	5567	4752
chr1	189531019	189532120	2622178	3069313	2291180	552095	21056	5162	0
chr1	191545628	191546408	1417389	1055025	968126	900368	14580	9929	5517
chr1	191617933	191618736	1345061	982697	895798	828040	53369	3400	7470
chr1	192191768	192192633	771164	408800	321901	254143	28281	5050	11281
chr1	192747751	192748147	215650	146200	27983	29869	26889	9502	0
chr1	193130455	193131768	3582	528904	36849	20326	20350	3339	14801
chr1	194272495	194273290	1040274	1670944	151934	13432	13411	3491	19248
chr1	194450103	194451362	1217882	1848552	329542	2739	2739	11190	0
chr1	195540603	195541278	1510654	2335421	1420042	375743	33532	6985	17925
chr1	195959504	195960275	1091657	1916424	1050706	643975	41897	5982	54679
chr1	197421901	197423394	56217	453305	250305	52478	26868	2854	4291
chr1	197962153	197963372	218010	70233	63768	7897	7904	3275	77075
chr1	198810721	198811468	85404	918801	92185	42249	11057	6010	16117
chr1	199447548	199448268	722231	418310	540664	19888	14704	1721	525
chr1	201850728	201851200	4912	5192	6583	13916	656	647	0
chr1	202173383	202174629	45929	10770	42853	30980	11159	372	45294
chr1	202593586	202594755	103987	18757	180692	58278	0	0	0
chr1	203276889	203277731	0	32817	0	2225	265	0	1691
chr1	203278253	203279582	343	30966	0	3589	1629	1324	0
chr1	204164300	204164857	202479	7372	43217	11454	4610	0	0
chr1	206321087	206321881	38930	3282	14574	29063	7115	10433	12450
chr1	206696484	206698169	21608	378679	14703	15620	6690	347	4127
chr1	206757553	206758671	0	400078	3487	3989	2227	255	5376
chr1	206758858	206759642	0	399107	4792	5294	3532	0	4405
chr1	207688273	207688826	7282	379455	16482	18337	15189	7053	0
chr1	209420557	209421119	511276	123340	258009	912	11181	1006	11177
chr1	209940226	209941579	3012	27959	0	10789	297	326	0
chr1	209942198	209945843	0	29931	0	12073	0	0	0
chr1	209948774	209950837	0	36507	4719	7079	5770	1682	328
chr1	209951215	209953048	0	38948	3986	4868	4868	0	0
chr1	215007239	215007828	167078	228867	229000	167308	68525	10383	35586
chr1	215382461	215383795	409984	127109	356231	207177	126670	816	5909
chr1	217397609	217398139	395175	85054	144762	12342	12405	20155	0
chr1	220133426	220134596	11292	31034	26998	27240	13942	20740	18512
chr1	222311108	222312557	398204	76501	265716	41353	27979	3661	4492
chr1	223109682	223110804	210446	150610	120340	121198	41778	4610	29375
chr1	223551673	223552276	352748	14946	14148	13849	13249	5214	36281
chr1	224124555	224125893	160123	107583	54242	54423	54423	48278	2842
chr1	224199417	224204305	115765	29171	18441	6877	6853	0	0
chr1	227029487	227030049	47569	208764	13637	13503	13543	3025	5298
chr1	228683195	228684364	0	17992	4549	8171	4432	965	2033
chr1	228742938	228783048	56911	1098	0	0	0	0	0
chr1	230410724	230411908	85	17389	56399	62020	4279	4244	8596
chr1	231257538	231258072	102150	13760	40129	89184	29654	2724	0
chr1	233729992	233730782	304366	275050	4565	3919	2654	6864	4597
chr1	234243651	234244811	266605	19909	104898	41823	5632	0	1642
chr1	234693370	234693872	47081	12342	41048	12241	12264	5098	13678
chr1	234742571	234744300	0	61543	0	1656	0	0	566
chr1	235131101	235132131	139379	216432	14553	14217	6656	897	0
chr1	235702323	235705274	44312	92028	33092	34279	21859	4900	480
chr1	236201804	236202781	2909	101224	24113	38840	18915	13154	0
chr1	236312979	236313705	0	8599	3827	6351	6311	0	9615
chr1	236876978	236878296	90256	56116	26878	27314	14355	6305	22228
chr1	237615346	237616177	550009	396939	609630	54259	3662	9958	1758
chr1	238105373	238106009	1040036	886966	119798	887	8827	3158	1582
chr1	238804568	238805660	1739231	1586161	578346	420431	67071	11444	0
chr1	239895477	239896241	1761096	1623491	878759	669238	40034	1158	14810
chr1	240246092	240246750	1410587	1272982	528250	649059	85002	10371	36302
chr1	241934849	241935267	86608	414931	75517	76069	26549	756	27500
chr1	242556287	242558601	513683	127782	59324	61864	74476	1074	0
chr1	242858102	242858982	577790	170735	239965	93196	5264	1279	0
chr1	243202527	243203592	233180	515160	60812	61376	61344	15155	0
chr1	245824695	245826167	9488	123199	12294	11209	11249	6293	20019
chr1	249239198	249240668	20830	3537702	37603	38434	0	18762	2091899
chr10	701764	702501	149835	33714	32206	47240	35276	3719	6188
chr10	2307125	2307992	538256	267230	524993	182961	126664	3061	6040
chr10	2395896	2396899	627027	356001	613764	271732	37757	10785	0
chr10	2434453	2434841	665584	394558	652321	310289	0	1132	320
chr10	2625448	2626724	488565	302159	482456	207561	116272	7484	0
chr10	3459753	3460049	247399	169759	54561	177716	17929	14281	1302
chr10	4537966	4538589	713656	19159	373967	126894	18072	5360	1460
chr10	4956772	4957728	539178	398906	496338	64648	5318	8462	5465
chr10	5411825	5413289	83617	34412	40777	12842	12596	4372	9558
chr10	6876667	6879840	324445	19019	88341	64447	5617	307	93610
chr10	7606608	7607855	183034	5050	79458	43644	21601	0	9271
chr10	7686132	7687167	105181	15140	141461	42209	21557	2761	13382
chr10	7779228	7780443	11905	71894	48185	49573	14144	4350	5647
chr10	8310187	8312227	193990	118921	61888	45389	8029	7364	8637
chr10	8404400	8405319	288203	25829	29562	1776	1796	1312	0
chr10	9429693	9430916	1313496	87491	224873	85323	17773	12572	58285
chr10	10234781	10235950	983847	684786	578779	326916	15306	2485	6524
chr10	12735691	12736809	26534	305989	57982	16387	12827	2537	1959
chr10	13156533	13157753	112	113496	12192	14409	13909	8543	3015
chr10	13680435	13682073	249	102717	50283	19996	16623	0	722
chr10	13685033	13686335	0	107315	54881	15734	12361	1104	5320
chr10	14087464	14088243	29786	80889	20229	35175	3940	1047	865
chr10	15736055	15736835	83077	21062	163713	49490	4380	4816	12716
chr10	16943519	16944589	90160	384195	83252	31244	9995	9870	18230
chr10	17085959	17086486	189232	242298	156068	16895	16915	20559	60578
chr10	17596859	17597634	107171	109279	60800	3814	3822	2623	28569
chr10	18486707	18487249	340956	999127	428951	16763	24643	13408	2046
chr10	18843331	18844870	5046	1261456	71330	11836	14847	23459	1209
chr10	18849254	18849887	10969	1256439	66313	17759	20770	22655	0
chr10	18854612	18855898	14493	1250428	60302	23117	26128	16644	1765
chr10	18856212	18862104	8287	1244222	54096	24717	21762	10438	3365
chr10	19389891	19391296	423780	715030	439035	229328	55931	12732	1661
chr10	19460217	19461362	494106	644964	509361	159262	12842	655	4256
chr10	19526299	19527723	560188	578603	575443	92901	38055	11407	4823
chr10	19594430	19595564	628319	510762	643574	25060	106186	3930	0
chr10	19603738	19605068	637627	501258	652882	15556	115494	3950	1535
chr10	20315611	20316256	1349500	209144	1364755	22627	22307	94	12654
chr10	20414885	20415949	1416855	308418	1366982	121901	27640	6138	4104
chr10	20834672	20835537	997267	469266	947394	424219	121492	1816	4217
chr10	21350049	21350557	482247	45128	432374	90145	23239	8429	2233
chr10	21928908	21929432	14194	465073	58561	58004	58064	0	37053
chr10	22588995	22589708	28532	35341	14684	15568	7768	427	5229
chr10	22952697	22953331	7245	326524	2248	17173	2269	634	9447
chr10	23440839	23443304	30991	39182	3099	3112	3072	3762	3728
chr10	24078736	24079698	594218	95448	347470	47211	47219	0	0
chr10	24099160	24100428	573488	115872	367894	67635	67643	1227	10949
chr10	25429405	25430024	418786	558451	122788	103981	27081	4016	1938
chr10	25977182	25978053	764300	10422	131950	131903	11861	5351	33708
chr10	27731455	27732999	90896	175176	59694	60057	21076	2006	33270
chr10	27990213	27990873	155602	41520	195290	40363	0	6898	54101
chr10	30077824	30078388	318446	47963	52063	52880	16000	555	8759
chr10	31975783	31976756	159985	41905	19011	19880	19480	5917	4238
chr10	34894303	34895219	401824	305633	65223	3117	3097	6962	37231
chr10	36017899	36018677	159177	121359	85062	18136	27469	8123	10408
chr10	36722045	36722630	863323	825505	789208	722282	90502	8578	0
chr10	36723038	36724111	864316	826498	790201	723275	89021	9571	0
chr10	37889496	37890383	230147	1992956	254042	33	0	39332	0
chr10	38772428	38780952	368062	2875888	79567	80324	79604	0	88706
chr10	38781290	38784130	376924	2884750	88429	89186	88466	0	97568
chr10	38784469	38792546	380103	2887929	91608	92365	91645	933	100747
chr10	38792933	38811989	388567	2896393	100072	100829	100109	0	109211
chr10	38812356	38818842	407990	2915816	119495	120252	119532	4456	106220
chr10	38868934	38875896	464568	2972394	176073	176830	176110	61034	49166
chr10	39076614	39089072	672248	3180074	383753	384510	383790	28336	11228
chr10	39090556	39120752	686190	3194016	397695	398452	397732	0	0
chr10	39121043	39121904	716677	3224503	428182	428939	428219	3341	1167
chr10	39122209	39134733	717843	3225669	429348	430105	429385	4507	2333
chr10	39135296	39154938	730930	3238756	442435	443192	442472	17594	15420
chr10	42354993	42381093	706113	1177868	481704	666643	263403	0	0
chr10	42382430	42389952	697254	1169009	472845	657784	254544	0	0
chr10	42390307	42397219	689987	1161742	465578	650517	247277	0	2167
chr10	42398027	42399677	687529	1159284	463120	648059	244819	365	0
chr10	42399967	42401040	686166	1157921	461757	646696	243456	0	0
chr10	42404351	42404740	682466	1154221	458057	642996	239756	4015	0
chr10	42406318	42408660	678546	1150301	454137	639076	235836	5982	0
chr10	42408980	42410379	676827	1148582	452418	637357	234117	4460	1436
chr10	42418155	42418727	668479	1140234	444070	629009	225769	2211	10611
chr10	42527162	42528874	558332	1030087	333923	518862	115622	3009	14532
chr10	42529145	42530923	556283	1028038	331874	516813	113573	960	15293
chr10	42531868	42542092	545114	1016869	320705	505644	102404	0	4124
chr10	42542537	42545331	541875	1013630	317466	502405	99165	10360	885
chr10	42545726	42546502	540704	1012459	316295	501234	97994	13549	0
chr10	42596812	42600565	486641	958396	262232	447171	43931	64635	0
chr10	42622548	42623977	463229	934984	238820	423759	20519	49873	2057
chr10	42625473	42626280	460926	932681	236517	421456	18216	47570	0
chr10	42627221	42628002	459204	930959	234795	419734	16494	45848	0
chr10	42644301	42648314	438892	910647	214483	399422	0	25536	0
chr10	42661242	42667623	419583	891338	195174	380113	5010	6227	0
chr10	42686062	42686597	400609	872364	176200	361139	13281	11918	0
chr10	42790573	42795519	291687	763442	67278	252217	52549	10590	10305
chr10	42796182	42803215	283991	755746	59582	244521	58158	2894	2609
chr10	42803608	42810769	276437	748192	52028	236967	52107	0	0
chr10	42811026	42812543	274663	746418	50254	235193	50333	4623	0
chr10	42812905	42815664	271542	743297	47133	232072	47212	2578	0
chr10	42815846	42818252	268954	740709	44545	229484	44624	0	0
chr10	45443418	45445821	2436	149048	7827	9175	0	18	13973
chr10	45488506	45489709	0	194136	6076	6316	6627	234	13974
chr10	47533623	47534589	1427350	146704	121000	75967	65303	54699	377357
chr10	48558149	48559479	884355	60072	202856	76585	26732	7141	273840
chr10	49882977	49885357	13262	80379	1701	1726	839	2870	0
chr10	50461794	50462669	203218	0	63071	2661	2587	129	39
chr10	50949538	50950596	74886	31986	19065	19760	19760	266	234185
chr10	52319605	52320605	40016	310889	17284	19192	19181	921	60006
chr10	53617608	53618343	159585	451069	157514	97464	20753	1281	0
chr10	54593601	54595252	1135578	235887	524912	15577	15577	118	36300
chr10	55461639	55462210	2003616	629701	1392950	100294	9403	2537	14424
chr10	55670968	55672047	2212945	839030	1602279	309623	11929	11476	13325
chr10	56963725	56964141	1153637	2131787	1155380	1156975	115567	3087	2026
chr10	59229882	59232739	736137	958935	792192	704479	184257	11845	956
chr10	59452636	59453967	514909	737707	570964	483251	9213	597	79000
chr10	59611104	59611733	357143	579941	413198	325485	41700	1315	0
chr10	61985517	61986722	335458	6047	10238	10074	10074	320	0
chr10	61999635	62000088	349576	20165	2364	1651	1211	1077	0
chr10	62228568	62229717	322207	49201	231297	9542	9519	4248	13248
chr10	62816500	62817877	259272	111586	111882	77459	15773	5737	3784
chr10	63426418	63427218	245598	600577	231008	76834	3434	1926	10624
chr10	64129501	64131303	275445	3134	100411	12653	2773	0	4926
chr10	66312641	66313847	976347	687875	511227	511267	22565	624	1336
chr10	66846713	66848362	1510419	1221947	797647	1045339	32479	2211	2268
chr10	69485321	69488207	158765	1517535	29392	35129	27598	27661	11029
chr10	69586107	69586870	60102	1418872	22160	22346	6292	22526	28148
chr10	73573434	73576363	0	188506	19246	1470	1470	0	4671
chr10	73577904	73579061	0	192976	16548	5940	5940	2843	9141
chr10	74034075	74035023	0	185782	0	0	0	0	11977
chr10	75558812	75562748	0	108670	7492	8888	1048	0	9685
chr10	78376126	78378183	1164436	312961	1017858	6193	6213	11448	2940
chr10	83129973	83131274	849578	632712	327107	131318	60768	0	31292
chr10	83453250	83454367	1172855	955989	650384	138234	89558	1651	0
chr10	85291951	85292557	611204	660970	7232	7131	7199	7340	21217
chr10	86216718	86217794	55493	82332	82782	26771	26676	0	5932
chr10	86553427	86554331	279979	184707	252684	252902	23465	10118	0
chr10	90454665	90455678	212345	511170	111009	24219	24181	1099	19194
chr10	91547945	91548653	6871	269393	48420	4883	4863	2019	3124
chr10	91756100	91758407	215026	477548	53648	3396	3496	3133	19594
chr10	93374532	93375274	199668	159214	180847	143182	17562	2737	35590
chr10	93652117	93652694	38637	4948	4369	15942	4793	226	387
chr10	98575055	98576724	72474	218515	14285	13652	13652	4810	0
chr10	98680020	98680583	932	114656	58118	53693	176	5837	50390
chr10	99010921	99011452	7615	55241	39692	40437	12848	6747	30533
chr10	99214940	99218614	0	41197	8049	8676	8916	456	4207
chr10	100014959	100015357	2040	16028	12911	53999	54019	6980	0
chr10	100186679	100187651	0	88050	17569	18965	18985	0	0
chr10	101573833	101574725	53405	259218	31120	55491	13691	11507	7980
chr10	103370517	103371794	0	163354	21748	5582	5562	0	1571
chr10	103507295	103507889	37877	27259	28311	31841	22031	3435	15092
chr10	104396759	104398009	9679	225834	3480	3947	3967	3961	0
chr10	105010633	105011151	54222	25371	25269	26185	5929	70	14342
chr10	106455463	106456782	369241	52823	341494	52699	7379	2981	0
chr10	106616005	106616722	529783	213365	502036	46741	31561	6451	8377
chr10	107001732	107002980	915510	599092	887763	318928	48555	552	10965
chr10	107615770	107616792	1529548	924856	1501801	767933	17706	4783	21313
chr10	109698437	109698912	1926329	1156649	45967	75638	23313	1047	0
chr10	109846667	109847922	1777319	1304879	101465	71969	8959	2704	0
chr10	110941521	110942045	683196	970941	329066	331297	23751	5858	19409
chr10	111551009	111552126	73115	360860	129741	131050	60170	6172	6783
chr10	113001402	113002841	218374	19519	164654	95855	33782	2534	11249
chr10	114685485	114686177	186599	25444	23373	55219	23659	1036	0
chr10	116650201	116650623	35630	227465	20450	47233	10557	2206	689
chr10	116650978	116651393	36407	228242	19680	46463	11334	1436	1213
chr10	116757752	116758664	22715	335016	2548	44668	2632	3318	0
chr10	117041235	117041928	306198	595577	187295	72960	39160	8423	57319
chr10	118392953	118393776	650148	24553	23416	23614	23609	9453	5400
