Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2
chr1	51867462	51867914	1	452	212.396	0.469902	0	0	0	0	366.3	0.830612	0.627427	0.00138811	0	0
chr1	59516659	59517569	1	910	0	0	74.2233	0.0815641	0	0	403.8	0.472834	8.06901	0.00886704	6.71608	0.00738031
chr1	60529892	60530882	1	990	36.7784	0.0371499	284.379	0.287251	0	0	71	0.0717172	2.04279	0.00206342	22.0671	0.02229
chr1	60551291	60551756	1	465	0	0	14.783	0.0317913	0	0	228.5	0.491398	2.58266	0.00555411	6.71608	0.0144432
chr1	60736081	60736833	1	752	8.3619	0.0111195	139.18	0.18508	17.548	0.0233351	89	0.140157	11.6147	0.0154451	13.4322	0.0178619
chr1	62336781	62337251	1	470	105.738	0.224974	0	0	0	0	115	0.244681	1.02139	0.00217318	7.09986	0.0151061
chr1	65767578	65768223	1	645	134.857	0.209081	166.02	0.257396	0	0	44.3	0.0686822	1.40077	0.00217173	1.29524	0.00200813
chr1	66906829	66907422	1	593	586.483	0.989011	192.458	0.324549	35.5227	0.0599033	69.4	0.117032	21.1064	0.0355925	66.2014	0.111638
chr1	68458722	68459141	1	419	0	0	103.044	0.245929	0	0	0	0	5.85842	0.0139819	20.9158	0.0499184
chr1	69363526	69364414	1	888	201.362	0.226759	97.071	0.109314	69.9934	0.0788215	91.5	0.103041	3.05688	0.00344243	6.71608	0.00756315
chr1	73588214	73588553	1	339	0	0	0	0	0	0	412	1.21534	2.8526	0.00841476	0	0
chr1	73666812	73667524	1	712	229.971	0.322993	0	0	154.912	0.217573	241	0.338483	5.66873	0.0079617	14.6794	0.0206172
chr1	74405433	74405992	1	559	39.0429	0.0698442	133.133	0.238162	97.6046	0.174606	183.6	0.328444	3.82292	0.00683886	0.575664	0.00102981
chr1	74437265	74438131	1	866	4.401	0.00508199	350.679	0.404942	41.2541	0.0476375	154.7	0.178637	0	0	0	0
chr1	74793033	74793680	1	647	121.369	0.187587	397.327	0.614106	0	0	0.5	0.000772798	12.14	0.0187635	25.4252	0.039297
chr1	76371852	76372424	1	572	32.1811	0.0562607	118.892	0.207854	110.951	0.19397	42.7	0.0746504	10.7538	0.0188004	29.3109	0.0512428
chr1	76395763	76396196	1	433	2.73336	0.00631261	47.4652	0.109619	0	0	82.3	0.190069	12.8112	0.029587	6.71608	0.0155106
chr1	77315276	77316008	1	732	180.043	0.245961	413.111	0.564359	72.7125	0.099334	0	0	13.9931	0.0191162	14.5355	0.0198573
chr1	77436823	77437302	1	479	416.063	0.868609	644.061	1.3446	0	0	585.6	1.22255	19.0709	0.0398139	148.713	0.310466
chr1	77940806	77941416	1	610	53.6324	0.087922	221.738	0.363505	0	0	28.3	0.0463934	4.81514	0.00789368	10.0741	0.016515
chr1	81165479	81166323	1	844	58.2813	0.0690536	0	0	0	0	70.1	0.0830569	1.88228	0.00223019	15.3511	0.0181885
chr1	82212367	82213038	1	671	0	0	118.892	0.177187	110.951	0.165352	0	0	12.9717	0.0193319	29.7426	0.0443259
chr1	83833842	83834330	1	488	211.476	0.433352	118.892	0.243632	0	0	0	0	3.06418	0.00627905	0	0
chr1	83909412	83910197	1	785	105.738	0.134698	0	0	0	0	91	0.172023	5.7271	0.00729567	26.8643	0.0342221
chr1	84357772	84358742	1	970	119.53	0.123227	126.819	0.130741	56.6233	0.0583746	187.9	0.193711	8.79857	0.00907069	14.3916	0.0148367
chr1	85452791	85453462	1	671	754.88	1.12501	0	0	150.74	0.22465	253	0.377049	32.0134	0.04771	47.5403	0.0708499
chr1	87262893	87263861	1	968	0	0	96.1047	0.0992817	0	0	0	0	0.379375	0.000391916	3.45398	0.00356817
chr1	89746185	89746477	1	292	0	0	194.46	0.665959	43.0165	0.147317	0	0	1.69259	0.00579655	0	0
chr1	90535872	90536266	1	394	0	0	228.155	0.579074	0	0	21.3	0.0540609	4.58897	0.0116471	1.00741	0.00255688
chr1	90800225	90800979	1	754	317.215	0.420709	237.808	0.315396	0	0	195.5	0.259284	9.00284	0.0119401	59.4853	0.0788929
chr1	91358443	91359156	1	713	516.554	0.72448	46.514	0.0652371	0	0	12.1	0.0183333	17.9109	0.0251204	15.8787	0.0222703
chr1	91934090	91934602	1	512	0	0	141.295	0.275967	0	0	0	0	0.124026	0.000242239	3.5979	0.00702715
chr1	93200913	93201621	1	708	285.029	0.402583	0	0	0	0	232.8	0.328814	11.1186	0.0157042	0	0
chr1	93286567	93287267	1	700	211.476	0.302109	98.0862	0.140123	75.7528	0.108218	0	0	4.07098	0.00581568	0	0
chr1	95863184	95863624	1	440	105.738	0.240313	0	0	0	0	192.3	0.437045	8.47027	0.0192506	7.67552	0.0174444
chr1	99577117	99577878	1	761	0	0	0	0	0	0	276.6	0.363469	3.91777	0.00514818	29.7906	0.0391467
chr1	99873402	99873851	1	449	0	0	118.892	0.264794	9.94734	0.0221544	26	0.0579065	3.40708	0.00758814	0	0
chr1	101152118	101152909	1	791	304.342	0.384756	73.7619	0.0932514	72.724	0.0919393	707.2	0.894058	9.77619	0.0123593	7.67552	0.00970357
chr1	101718588	101719647	1	1059	78.7016	0.0743169	99.5398	0.0939941	68.3063	0.0645008	152	0.143532	5.42067	0.00511867	45.0937	0.0425814
chr1	102103362	102103818	1	456	0	0	184.286	0.404135	94.1171	0.206397	0	0	3.90318	0.0085596	7.67552	0.0168323
chr1	102637537	102638187	1	650	319.973	0.492266	291.969	0.449183	110.951	0.170694	528.2	0.812615	9.68864	0.0149056	19.3807	0.0298165
chr1	102669446	102669927	1	481	105.738	0.219829	118.892	0.247178	0	0	0	0	3.34141	0.00694681	6.71608	0.0139627
chr1	102931539	102932246	1	707	151.836	0.214762	133.754	0.189185	0	0	324.7	0.459264	3.77915	0.00534533	7.72349	0.0109243
chr1	103508437	103508986	1	549	0	0	62.2353	0.113361	22.2936	0.0406077	8.1	0.0147541	4.12205	0.00750828	0	0
chr1	105098540	105099231	1	691	0	0	7.92616	0.0114706	255.218	0.369346	382.9	0.554124	4.27526	0.00618707	6.04447	0.00874743
chr1	105114907	105115237	1	330	0	0	110.971	0.336276	167.56	0.507758	0	0	4.94646	0.0149893	5.27692	0.0159907
chr1	105916595	105917561	1	966	0	0	200.136	0.20718	0	0	270.6	0.280124	9.5719	0.0099088	0	0
chr1	106311522	106312325	1	803	105.738	0.131679	118.892	0.14806	0	0	261	0.384956	4.3774	0.00545131	0	0
chr1	106416810	106417126	1	316	105.738	0.334614	118.892	0.376242	6.92685	0.0219204	0	0	4.61815	0.0146144	0	0
chr1	106505635	106506091	1	456	0	0	106.012	0.232483	6.88662	0.0151022	83	0.182018	4.30445	0.00943957	0	0
chr1	108944415	108944811	1	396	0	0	0	0	0	0	0	0	0	0	0	0
chr1	112263541	112264296	1	755	1047.16	1.38697	446.225	0.591026	161.446	0.213835	261.4	0.346225	125.194	0.165819	86.3496	0.11437
chr1	113026723	113027221	1	498	0	0	120.874	0.242719	0	0	985.9	1.97972	2.1887	0.00439497	15.3511	0.0308254
chr1	114183393	114184097	1	704	681.316	0.967778	135.69	0.192741	76.0612	0.108042	558.1	0.792756	1.54668	0.00219699	6.71608	0.00953989
chr1	114685550	114686381	1	831	244.825	0.294615	368.28	0.443177	26.7838	0.0322308	0	0	14.781	0.017787	37.2263	0.044797
chr1	114747468	114748092	1	624	0	0	228.879	0.366793	0	0	233.8	0.432963	3.62594	0.00581081	6.09244	0.00976353
chr1	115294086	115294662	1	576	368.767	0.64022	272.36	0.472848	738.997	1.28298	475.5	0.825521	10.8924	0.0189105	36.3148	0.0630466
chr1	118943500	118944820	1	1320	422.953	0.320419	511.743	0.387684	221.897	0.168104	199.6	0.151212	9.15605	0.0069364	1.43916	0.00109027
chr1	119272259	119272973	1	714	0	0	292.007	0.408973	0	0	0	0	10.9581	0.0153475	0	0
chr1	119273947	119274417	1	470	0	0	0	0	0	0	20.3	0.0431915	3.16632	0.00673685	11.4173	0.0242922
chr1	121366611	121367022	1	411	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121368452	121370829	1	2377	105.738	0.0444838	0	0	110.951	0.0466769	3542.9	2.78749	10.6517	0.00448114	49.8909	0.020989
chr1	121384394	121385192	1	798	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121387336	121387911	1	575	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121389180	121390355	1	1175	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121393025	121393788	1	763	0	0	0	0	0	0	0	0	0	0	1.91888	0.00251491
chr1	121420780	121421528	1	748	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121422787	121423331	1	544	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121443814	121444565	1	751	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121450721	121452314	1	1593	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121452881	121453569	1	688	0	0	0	0	0	0	0	0	0	0	0	0
chr1	121456760	121457272	1	512	0	0	0	0	0	0	0	0	0.102139	0.00019949	0	0
chr1	121462208	121463343	1	1135	0	0	0	0	0	0	0	0	0	0	6.71608	0.00591725
chr1	142549954	142550641	1	687	0	0	0	0	0	0	9	0.130435	0	0	0	0
chr1	142566016	142567725	1	1709	0	0	0	0	0	0	141.1	0.307407	4.3774	0.00256138	0	0
chr1	142571210	142571925	1	715	0	0	0	0	0	0	589.1	2.59515	1.16731	0.0016326	0	0
chr1	142572823	142573858	1	1035	0	0	0	0	0	0	499.1	3.08086	4.27526	0.00413068	6.71608	0.00648897
chr1	142601744	142602458	1	714	20.6847	0.0289702	0	0	0	0	491.3	0.73991	4.58168	0.00641691	21.1557	0.0296298
chr1	142654227	142654739	1	512	162.235	0.316865	76.5175	0.149448	94.7787	0.185115	894.3	2.08949	15.5252	0.0303226	13.3362	0.0260473
chr1	142781191	142782297	1	1106	0	0	0	0	13.7732	0.0124532	1187.6	2.49496	20.8802	0.018879	26.2887	0.0237691
chr1	142799548	142800789	1	1241	0	0	0	0	0	0	147.7	0.928931	2.29084	0.00184596	0	0
chr1	142808037	142808568	1	531	0	0	0	0	0	0	131.6	0.468327	21.887	0.0412184	34.5398	0.0650468
chr1	142823806	142824701	1	895	0	0	0	0	0	0	499.9	1.22225	11.0238	0.012317	38.1378	0.042612
chr1	142827349	142828227	1	878	0	0	0	0	0	0	420.9	1.85419	4.55249	0.00518507	15.3511	0.0174841
chr1	142839634	142840783	1	1149	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142845639	142846042	1	403	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142846958	142847574	1	616	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142871391	142872185	1	794	0	0	0	0	0	0	0	0	11.819	0.0148854	21.1077	0.026584
chr1	142888927	142889379	1	452	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142896864	142897465	1	601	0	0	87.1878	0.145071	65.8055	0.109493	481.3	5.34778	1.02139	0.00169949	0	0
chr1	142905728	142906831	1	1103	0	0	0	0	0	0	188.6	0.977202	5.83654	0.00529151	0.287832	0.000260954
chr1	142907361	142907818	1	457	0	0	0	0	0	0	0	0	1.3424	0.00293743	6.71608	0.014696
chr1	142909512	142910243	1	731	0	0	0	0	0	0	438.8	3.29925	2.33461	0.00319372	0	0
chr1	142911956	142913100	1	1144	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142918715	142919654	1	939	0	0	0	0	0	0	74.4	1.06286	5.10696	0.00543873	12.4727	0.013283
chr1	142920348	142921514	1	1166	0	0	0	0	0	0	0	0	3.35601	0.00287822	0	0
chr1	142926492	142927436	1	944	0	0	0	0	0	0	0	0	1.16731	0.00123655	0	0
chr1	142928590	142929141	1	551	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142930314	142931476	1	1162	0	0	0	0	0	0	0	0	2.1887	0.00188356	0	0
chr1	142933532	142935509	1	1977	0	0	0	0	0	0	0	0	0	0	7.67552	0.00388241
chr1	142940382	142941049	1	667	0	0	0	0	0	0	0	0	0	0	0	0
chr1	142942413	142944588	1	2175	0	0	118.892	0.0546632	0	0	0	0	0	0	0	0
chr1	142955036	142956082	1	1046	0	0	0	0	0	0	0	0	2.56077	0.00244816	16.1666	0.0154556
chr1	143136041	143136399	1	358	0	0	0	0	0	0	0	0	2.83071	0.00790702	16.6943	0.046632
chr1	143195908	143196552	1	644	0	0	0	0	0	0	0	0	0	0	0	0
chr1	143236192	143236608	1	416	0	0	0	0	0	0	28.7	0.7	1.5029	0.00361275	9.88224	0.0237554
chr1	143254376	143255820	1	1444	3.67784	0.00254698	0	0	0	0	0	0	2.26165	0.00156624	7.19581	0.00498325
chr1	143257573	143258472	1	899	0	0	0	0	110.951	0.123416	168.3	0.689754	0	0	0	0
chr1	143278606	143280836	1	2230	105.738	0.0474161	118.892	0.053315	0	0	1352.8	1.31723	185.894	0.0833604	185.172	0.0830367
chr1	143283234	143284038	1	804	0	0	0	0	0	0	927.7	4.6385	44.5984	0.0554706	26.8643	0.0334133
chr1	143345438	143346121	1	683	0	0	0	0	0	0	0	0	0.233461	0.000341817	0	0
chr1	143351609	143352153	1	544	0	0	0	0	0	0	0	0	0	0	0	0
chr1	143354663	143355768	1	1105	0	0	0	0	0	0	0	0	0	0	0	0
chr1	143374849	143375602	1	753	0	0	0	0	0	0	0	0	0	0	0	0
chr1	143375644	143376892	1	1248	0	0	0	0	0	0	0	0	0	0	0	0
chr1	143379290	143380834	1	1544	0	0	0	0	0	0	0	0	0	0	0	0
chr1	143438103	143438657	1	554	0	0	0	0	0	0	433.9	2.1804	2.1887	0.00395072	0	0
chr1	143450387	143451495	1	1108	0	0	0	0	0	0	1056.8	0.965114	7.73341	0.00697961	7.67552	0.00692736
chr1	143471222	143471712	1	490	0	0	0	0	0	0	241.1	0.765397	3.21009	0.0065512	14.3916	0.0293706
chr1	143482264	143482963	1	699	105.738	0.15127	0	0	0	0	158.8	0.411399	10.5058	0.0150297	6.71608	0.00960813
chr1	143483909	143485498	1	1589	0	0	74.2578	0.0467324	83.9494	0.0528316	340.3	0.768172	3.356	0.00211202	28.4474	0.0179027
chr1	143503642	143505074	1	1432	0	0	0	0	0	0	961.9	1.07957	5.10697	0.00356632	22.0671	0.01541
chr1	143533116	143534247	1	1131	221.41	0.195764	56.4482	0.04991	215.713	0.190727	2039.1	2.89234	25.9142	0.0229127	59.0536	0.0522136
chr1	143538625	143540197	1	1572	294.562	0.187381	352.801	0.224428	58.6462	0.0373067	5231.6	3.32799	71.8185	0.0456861	39.5289	0.0251456
chr1	143543495	143544299	1	804	95.2814	0.118509	219.722	0.273286	300.465	0.373712	2667	3.75634	43.7448	0.0544089	35.2115	0.0437954
chr1	144207718	144208273	1	555	0	0	0	0	0	0	0	0	0	0	0	0
chr1	144998326	144998789	1	463	88.1978	0.190492	141.876	0.306428	61.2526	0.132295	782.3	1.68963	14.6351	0.0316093	22.6428	0.0489045
chr1	145334133	145335487	1	1354	0	0	0	0	0	0	0	0	0	0	0	0
chr1	145364274	145364680	1	406	0	0	0	0	0	0	0	0	0	0	0	0
chr1	145525229	145525841	1	612	740.937	1.21068	124.657	0.203688	76.074	0.124304	695	1.13562	3.7062	0.00605588	0	0
chr1	146662858	146664250	1	1392	40.4562	0.0290634	0	0	0	0	0	0	2.1887	0.00157234	6.71608	0.00482477
chr1	147830813	147831279	1	466	0	0	118.892	0.255134	0	0	186.6	0.400429	2.65562	0.00569876	0	0
chr1	148209213	148209844	1	631	0	0	0	0	0	0	306.4	1.15188	1.16731	0.00184993	0	0
chr1	148290297	148290858	1	561	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148348587	148349210	1	623	108.496	0.174151	0	0	0	0	262.1	0.642402	7.04032	0.0113007	38.6175	0.0619863
chr1	148575014	148575817	1	803	0	0	0	0	0	0	0	0	0	0	4.41342	0.00549617
chr1	148634228	148634684	1	456	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148640051	148640984	1	933	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148655439	148656220	1	781	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148666446	148666960	1	514	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148674882	148675335	1	453	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148676350	148677307	1	957	0	0	0	0	0	0	0	0	1.02139	0.00106729	0	0
chr1	148798946	148799554	1	608	0	0	0	0	0	0	0	0	3.71349	0.00610772	6.71608	0.0110462
chr1	148801996	148802466	1	470	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148808701	148809072	1	371	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148826713	148827447	1	734	0	0	0	0	0	0	0	0	0	0	0	0
chr1	148828390	148829013	1	623	0	0	0	0	0	0	0	0	0	0	0	0
chr1	149020164	149020913	1	749	0	0	0	0	22.9554	0.0306481	0	0	0	0	0	0
chr1	149022718	149023452	1	734	0	0	0	0	0	0	368.1	0.520651	5.54471	0.0075541	20.1483	0.0274499
chr1	149117193	149117965	1	772	105.738	0.136966	64.8764	0.0840368	0	0	0	0	7.55831	0.00979056	0	0
chr1	149140451	149140831	1	380	53.9548	0.141986	51.9649	0.13675	51.2585	0.134891	85	0.223684	4.50872	0.0118651	0	0
chr1	151614074	151614498	1	424	105.738	0.249382	0	0	0	0	0	0	8.49945	0.0200459	12.041	0.0283985
chr1	153952013	153952662	1	649	99.7007	0.153622	0	0	78.0255	0.120224	233.3	0.359476	7.29566	0.0112414	28.7832	0.0443501
chr1	158555250	158556024	1	774	211.476	0.273225	118.892	0.153608	0	0	0	0	4.36281	0.0056367	29.6947	0.0383652
chr1	161400892	161401471	1	579	0	0	212.482	0.366981	0	0	247.8	0.427979	7.18623	0.0124114	7.67552	0.0132565
chr1	162696638	162698169	1	1531	295.183	0.192804	163.406	0.106731	37.405	0.0244317	511.2	0.38064	19.8588	0.0129711	11.7052	0.00764544
chr1	165760429	165760787	1	358	105.421	0.294472	118.485	0.330964	96.8635	0.270568	0	0	3.73538	0.010434	0	0
chr1	166046611	166047565	1	954	117.158	0.122807	226.141	0.237045	84.9251	0.08902	232.6	0.254486	10.4182	0.0109206	0	0
chr1	166425379	166425753	1	374	0	0	102.146	0.273117	96.648	0.258417	446	1.19251	3.06418	0.00819299	0	0
chr1	166708894	166709748	1	854	1.3203	0.00154602	6.92762	0.00811197	0	0	593	0.761232	11.6512	0.0136431	6.71608	0.00786426
chr1	168008573	168009087	1	514	0	0	118.159	0.229882	0	0	14.7	0.0285992	10.3161	0.0200702	0	0
chr1	168440632	168441560	1	928	169.633	0.182794	0.58903	0.000634731	67.7758	0.0730343	332.5	0.496269	8.71832	0.00939474	29.7427	0.0320503
chr1	169311587	169312512	1	925	290	0.313513	24.7692	0.0267776	58.8811	0.0636553	198.7	0.300151	2.87449	0.00310756	12.8085	0.0138471
chr1	170483162	170483868	1	706	0	0	20.8062	0.0294705	22.9554	0.0325147	188.6	0.267139	11.4688	0.0162447	22.4989	0.0318681
chr1	171977759	171978667	1	908	0	0	0	0	7.38864	0.00813727	35.5	0.0390969	10.4328	0.0114899	23.0266	0.0253597
chr1	172042318	172042621	1	303	168.261	0.555317	0	0	0	0	0	0	9.96588	0.0328907	14.7274	0.0486053
chr1	174105207	174105638	1	431	115.641	0.268309	40.6216	0.0942496	21.1309	0.0490276	0	0	13.1103	0.0304183	6.33231	0.0146921
chr1	177368152	177368642	1	490	0	0	25.7312	0.0525126	0	0	267.9	0.727989	2.15952	0.00440717	0	0
chr1	179752596	179753112	1	516	0	0	165.512	0.32076	39.2521	0.0760701	162.1	0.314147	4.49413	0.00870955	6.71608	0.0130157
chr1	180625190	180626101	1	911	285.033	0.312879	0	0	110.951	0.12179	599.5	0.658068	3.21009	0.0035237	6.71608	0.00737221
chr1	182887123	182887624	1	501	113.094	0.225736	205.089	0.40936	0	0	463	0.924152	0.138618	0.000276682	6.71608	0.0134053
chr1	186458552	186459272	1	720	811.787	1.12748	0	0	0	0	17.7	0.0245833	14.9853	0.0208129	32.9088	0.0457067
chr1	188053877	188054470	1	593	92.041	0.155212	257.454	0.434155	0	0	329	0.554806	7.71881	0.0130165	6.71608	0.0113256
chr1	188816583	188817553	1	970	0	0	0	0	0	0	169.1	0.17433	3.76456	0.00388099	7.67552	0.00791291
chr1	189540409	189540759	1	350	105.738	0.302108	0	0	0	0	69.1	0.197429	1.37158	0.00391881	0	0
chr1	189665658	189666070	1	412	0	0	147.625	0.358312	78.8135	0.191295	320.6	0.789655	15.9556	0.0387273	35.8351	0.0869784
chr1	189787242	189787813	1	571	0	0	17.8339	0.0312327	0	0	0	0	1.48102	0.00259373	0	0
chr1	190451344	190451885	1	541	97.7937	0.180765	0	0	91.0607	0.168319	201.2	0.371904	1.91146	0.0035332	0	0
chr1	190698286	190698999	1	713	133.322	0.186987	118.892	0.16675	0	0	37.9	0.0531557	5.63225	0.00789937	6.71608	0.00941947
chr1	190951707	190952394	1	687	148.444	0.216076	237.785	0.346122	0	0	383.3	0.557933	6.45666	0.00939834	32.4291	0.0472039
chr1	191058356	191058908	1	552	0	0	218.96	0.396667	0	0	34.5	0.0625	1.02139	0.00185035	7.67552	0.0139049
chr1	191579004	191579882	1	878	157.787	0.179712	423.523	0.482372	181.248	0.206433	420.2	0.478588	9.27278	0.0105613	12.5687	0.0143151
chr1	191793401	191794232	1	831	0	0	0	0	34.1712	0.0411206	108	0.129964	5.77816	0.00695326	14.7754	0.0177802
chr1	191971484	191972555	1	1071	67.3891	0.0629217	0	0	0	0	0	0	7.2519	0.00677114	11.0336	0.0103021
chr1	192850510	192851203	1	693	105.738	0.15258	0	0	0	0	0	0	1.86769	0.00269508	12.0889	0.0174444
