Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	31724561	31725197	6203	12699	12175	36279	12357	19959	0
chr1	31904598	31905057	63451	17497	7714	8014	8014	2270	9249
chr1	31967610	31968179	124595	74117	46626	11306	3497	4092	1690
chr1	32795292	32798155	0	131755	1046	2693	2701	0	44472
chr1	32798458	32801074	0	128836	0	0	0	0	41553
chr1	33046484	33047110	24557	116440	30501	30726	30726	4980	0
chr1	34854009	34854587	458773	92134	224538	27510	25905	0	15379
chr1	35458184	35458553	202	63655	6439	7180	7180	4606	22264
chr1	35460427	35461107	2445	65898	8682	9423	9423	6849	19710
chr1	35654561	35657032	0	260032	0	604	144	0	3663
chr1	36868833	36869902	8932	71466	4838	5209	2009	1769	5674
chr1	37009416	37010986	81114	9397	78766	8510	8530	585	11718
chr1	37946053	37949749	0	75322	0	589	569	330	0
chr1	37951126	37951794	990	80395	5052	1296	1282	0	0
chr1	40426988	40427433	30	322613	434	5303	624	526	0
chr1	40960241	40960596	3915	782851	13182	13700	13700	11924	2730
chr1	42010300	42011580	37975	82313	27769	28296	28276	955	21729
chr1	42359301	42359772	285237	57269	1587	1877	1997	404	40290
chr1	42789672	42790187	21371	175987	8671	10729	9151	354	2317
chr1	43273747	43274399	22378	204859	7472	8217	7537	196	0
chr1	44382877	44383425	6872	188468	15715	28791	12520	3232	0
chr1	45103977	45106077	0	26158	5102	5913	5933	1034	2169
chr1	45260472	45262443	5234	182653	3080	3353	876	0	0
chr1	45282001	45282840	9199	204182	1896	2311	2036	0	11659
chr1	47241618	47242525	60294	22893	56275	56654	50474	22818	23830
chr1	48948615	48949900	1047736	28317	10122	10591	10591	3558	0
chr1	49635632	49636483	1268904	386387	697139	671479	76636	2509	9892
chr1	50413475	50414511	490876	155004	384337	303065	33751	1213	0
chr1	50631080	50631522	273865	55405	167326	86054	32772	20247	0
chr1	51867462	51867914	634	56310	56808	8558	7591	5798	31441
chr1	53262364	53263502	11540	162785	44374	44874	44854	4256	11232
chr1	56127697	56133583	491458	73729	445505	384233	0	17945	0
chr1	57830256	57831331	1114435	444831	590206	56959	1888	6090	6403
chr1	58071941	58072594	873172	203568	831891	298644	59071	830	1775
chr1	59194437	59197392	40819	510399	28375	1993	1993	0	9111
chr1	59516659	59517569	363041	832621	24210	3975	3995	3957	0
chr1	60529892	60530882	197602	14636	248545	184414	8514	12865	0
chr1	60551291	60551756	219001	5655	269944	205813	11747	633	19824
chr1	60736081	60736833	403791	190445	454734	390603	0	2489	0
chr1	62336781	62337251	150112	357824	127715	128577	1137	5047	29191
chr1	63887567	63888272	15597	102507	53367	54243	18983	3982	5061
chr1	65767578	65768223	122884	299850	35595	7322	6840	3848	18627
chr1	65814431	65814976	76131	346703	70154	38738	38767	2938	20414
chr1	66906829	66907422	71659	153281	2900	1885	1625	2054	24718
chr1	67201638	67202677	203798	13109	15479	86671	2399	308	28578
chr1	68175242	68176220	20502	90578	21499	24258	22139	7131	37282
chr1	68458722	68459141	303982	112907	159811	167567	2933	3973	52086
chr1	69363526	69364414	1208786	574123	400203	400642	335915	1873	5651
chr1	70381495	70382236	232759	769977	287756	117116	50560	12996	5182
chr1	71112029	71114397	212591	37816	233136	136045	27159	3266	0
chr1	71267062	71267579	258430	114713	277026	108227	55838	5194	6531
chr1	72393520	72394332	855867	348433	248792	354224	221860	5286	0
chr1	73588214	73588553	1588320	840070	838837	839510	16488	0	0
chr1	73666812	73667524	1509349	918668	917435	796652	20016	545	0
chr1	74405433	74405992	770881	535264	256861	58184	58184	3820	993
chr1	74437265	74438131	738742	503125	224722	26045	26045	1948	24145
chr1	74793033	74793680	383193	147576	128028	71396	69036	777	6791
chr1	75275745	75276837	50305	3860	427	1139	359	653	25802
chr1	75745415	75746442	452957	132141	93955	58494	13711	1071	32242
chr1	76350591	76352667	87496	242358	93790	21829	21809	12473	15700
chr1	76371852	76372424	108757	222601	115051	2072	2052	1905	0
chr1	76395763	76396196	132668	198829	138962	21119	6620	3910	5622
chr1	77315276	77316008	710526	17559	17879	21288	17133	2855	24374
chr1	77436823	77437302	589232	47777	102670	0	0	957	1091
chr1	77832929	77834137	192397	37183	45433	91519	2619	1649	0
chr1	77909561	77910629	115905	29445	29314	15027	14731	1281	1550
chr1	77940806	77941416	85118	432	60559	15002	15298	2817	7861
chr1	78792829	78793662	300614	281703	183836	212485	5434	1555	71993
chr1	79782978	79784395	652365	620192	263934	57189	6086	7437	3962
chr1	80036655	80038424	906042	873869	517611	51291	51331	14505	14620
chr1	81165479	81166323	2034866	1100697	537112	59855	22113	8548	33061
chr1	82212367	82213038	2742542	53982	440317	64677	52978	1945	0
chr1	82464223	82464913	2490667	197085	692173	316533	153748	0	12889
chr1	83833842	83834330	1121250	979571	324212	132486	29566	129084	40474
chr1	83909412	83910197	1045383	903704	248345	56619	37548	53217	2699
chr1	84357772	84358742	596838	455159	30916	12366	8711	1708	52089
chr1	85452791	85453462	15853	93111	1061	16987	1014	608	0
chr1	87262893	87263861	52024	350148	41272	22689	803	1388	90903
chr1	89746185	89746477	225863	205480	80849	239021	6259	3523	14609
chr1	90535872	90536266	46151	327479	73603	56890	23926	17470	20407
chr1	90800225	90800979	310504	370888	337956	22737	22757	1239	91398
chr1	90843737	90845128	354016	326739	343753	19873	19553	10167	47249
chr1	91358443	91359156	8907	166288	40870	41159	25930	5552	2655
chr1	91505752	91506319	49369	162640	17412	17988	13488	11074	33245
chr1	91544274	91544930	87891	124029	55934	56510	15050	14015	11666
chr1	91634002	91635208	177619	33751	113273	2947	2918	1075	7560
chr1	91742623	91743878	231513	73504	4603	111568	518	510	3479
chr1	91924507	91926469	48922	11733	39433	39887	17877	7631	26416
chr1	91934090	91934602	40789	3600	31300	31754	27460	17214	32029
chr1	93200913	93201621	98883	705565	47829	13054	13115	0	0
chr1	93286567	93287267	13237	627197	10103	10269	10289	2051	12405
chr1	95863184	95863624	152999	710347	162591	163420	25718	11133	2903
chr1	96730649	96731721	467237	1577812	454957	455495	15941	25680	4289
chr1	97359695	97360179	66865	2206858	170556	72039	48431	2400	27166
chr1	97788642	97789378	495812	1940664	184166	138178	51992	32	3247
chr1	99577117	99577878	597684	152164	449186	26773	25307	5268	30445
chr1	99873402	99873851	301711	142851	349581	21865	73185	12965	38160
chr1	101152118	101152909	186186	147570	32093	32351	2814	3262	10009
chr1	101718588	101719647	10485	714040	6285	4884	3889	343	45994
chr1	102017379	102019965	150225	1012831	113335	13238	13211	841	0
chr1	102103362	102103818	236208	1098814	199318	70011	69888	14621	3615
chr1	102558701	102559699	691547	1012631	654657	525350	96057	8701	46456
chr1	102636087	102637175	768933	935155	732043	602736	173443	2729	25784
chr1	102637537	102638187	770383	934143	733493	604186	174893	1717	27234
chr1	102669446	102669927	802292	902403	765402	636095	206802	1055	13837
chr1	102931539	102932246	1064385	640084	1027495	562214	194865	8948	11289
chr1	103048338	103049438	1022946	522892	1010856	445022	77673	5642	0
chr1	103239547	103240142	832242	332188	820152	254318	112133	48	0
chr1	103508437	103508986	563398	63344	551308	13829	14339	1	0
chr1	103638180	103639083	433301	65670	421211	143572	9956	13652	126688
chr1	103647394	103648887	423497	74884	411407	152786	19170	22866	134816
chr1	105098540	105099231	1003682	1526030	1028099	203525	45773	25502	0
chr1	105114907	105115237	1020049	1542397	1044466	187519	51767	15965	13428
chr1	105412206	105413358	1317348	1839696	1341765	109302	3458	7819	29623
chr1	105617403	105618299	1522545	2044893	1546962	87328	61977	11967	29873
chr1	105916595	105917561	1821737	1764707	1641617	386520	77999	3057	0
chr1	106137720	106138501	2042862	1543767	1420677	426547	64388	5988	1374
chr1	106302149	106303351	2207291	1378917	1255827	261697	228817	1014	115
chr1	106311522	106312325	2216664	1369943	1246853	252723	238190	21	310
chr1	106416810	106417126	2321952	1265142	1142052	147922	147990	1493	3942
chr1	106505635	106506091	2410777	1176177	1053087	58957	59025	7545	31143
chr1	106973491	106974191	2264447	708077	584987	64975	63682	2851	10152
chr1	107346189	107346802	1891836	335466	212376	32580	819	895	0
chr1	107631122	107631915	1606723	50353	29899	30918	7630	11297	35280
chr1	107839048	107839839	1398799	156311	154006	16955	10064	0	0
chr1	108565500	108566637	672001	22829	56982	6160	6116	24246	18386
chr1	108944415	108944811	293827	44873	156909	149385	102405	45247	21284
chr1	109065490	109066929	171709	165948	34791	27267	9527	3172	1351
chr1	109093017	109093738	144900	193475	7982	458	478	4795	1171
chr1	109242456	109244493	0	342914	4698	6372	1703	2173	20699
chr1	109313727	109315320	884	414185	23290	24403	23563	3239	1429
chr1	112044402	112045302	29420	289616	3024	5094	954	2403	1368
chr1	112263541	112264296	3617	70622	16086	17453	0	2282	3833
chr1	112646352	112648016	337235	34302	113192	14486	14260	2306	17509
chr1	113026723	113027221	26689	18242	17111	17355	17335	2502	0
chr1	113958501	113959366	273088	566163	23566	25457	7189	5473	58727
chr1	114183393	114184097	48357	414398	116049	117659	116553	21869	11648
chr1	114685550	114686381	169281	13129	202267	33720	16066	755	414
chr1	114747468	114748092	199913	2538	140556	95638	29157	1222	0
chr1	115294086	115294662	1270	99396	2392	4154	4174	1066	65104
chr1	118594006	118595006	88213	59251	119508	84202	3495	112	0
chr1	118861370	118862382	355577	206995	386872	70302	15774	6345	11715
chr1	118929517	118930265	423724	275142	455019	138449	51213	3973	14544
chr1	118943500	118944820	437707	289125	469002	152432	65196	8275	9209
chr1	119272259	119272973	418367	246114	408911	229923	85724	605	17083
chr1	119273947	119274417	416923	244670	407467	228479	84280	492	18548
chr1	119737365	119738072	29862	189780	53104	27024	27044	2006	34512
chr1	121351688	121360457	858262	986829	212919	150944	90184	90092	294151
chr1	121362562	121363553	869136	997703	223793	161818	101058	100966	305025
chr1	121365201	121366296	871775	1000342	226432	164457	103697	103605	307664
chr1	121366611	121367022	873185	1001752	227842	165867	105107	105015	309074
chr1	121368452	121370829	875026	1003593	229683	167708	106948	106856	310915
chr1	121384394	121385192	890968	1019535	245625	183650	122890	122798	326857
chr1	121387336	121387911	893910	1022477	248567	186592	125832	125740	329799
chr1	121389180	121390355	895754	1024321	250411	188436	127676	127584	331643
chr1	121393025	121393788	899599	1028166	254256	192281	131521	131429	335488
chr1	121394551	121396070	901125	1029692	255782	193807	133047	132955	337014
chr1	121398609	121399548	905183	1033750	259840	197865	137105	137013	341072
chr1	121399874	121401943	906448	1035015	261105	199130	138370	138278	342337
chr1	121403855	121405497	910429	1038996	265086	203111	142351	142259	346318
chr1	121420780	121421528	927354	1055921	282011	220036	159276	159184	363243
chr1	121422787	121423331	929361	1057928	284018	222043	161283	161191	365250
chr1	121430225	121431165	936799	1065366	291456	229481	168721	168629	372688
chr1	121443814	121444565	950388	1078955	305045	243070	182310	182218	386277
chr1	121444672	121446473	951246	1079813	305903	243928	183168	183076	387135
chr1	121450721	121452314	957295	1085862	311952	249977	189217	189125	393184
chr1	121452881	121453569	959455	1088022	314112	252137	191377	191285	395344
chr1	121456760	121457272	963334	1091901	317991	256016	195256	195164	399223
chr1	121462208	121463343	968782	1097349	323439	261464	200704	200612	404671
chr1	121478467	121479501	985041	1113608	339698	277723	216963	216871	420930
chr1	121484029	121485504	990603	1119170	345260	283285	222525	222433	426492
chr1	142535455	142543013	1470946	2495942	1200252	1200479	60968	0	149414
chr1	142549954	142550641	1463318	2488314	1192624	1192851	53340	10894	163913
chr1	142566016	142567725	1446234	2471230	1175540	1175767	36256	26956	154936
chr1	142571210	142571925	1442034	2467030	1171340	1171567	32056	32150	150736
chr1	142572823	142573858	1440101	2465097	1169407	1169634	30123	33763	148803
chr1	142601744	142602458	1411501	2436497	1140807	1141034	1523	17827	120203
chr1	142654227	142654739	1359220	2384216	1088526	1088753	35263	735	67922
chr1	142781191	142782297	1231662	2256658	960968	961195	108679	14646	24176
chr1	142783229	142784545	1229414	2254410	958720	958947	106431	12398	26214
chr1	142799548	142800789	1213170	2238166	942476	942703	90187	2311	42533
chr1	142808037	142808568	1205391	2230387	934697	934924	82408	10800	51022
chr1	142823806	142824701	1189258	2214254	918564	918791	66275	26569	66791
chr1	142827349	142828227	1185732	2210728	915038	915265	62749	30112	70334
chr1	142839634	142840783	1173176	2198172	902482	902709	50193	42397	82619
chr1	142845639	142846042	1167917	2192913	897223	897450	44934	48402	88624
chr1	142846958	142847574	1166385	2191381	895691	895918	43402	49721	89943
chr1	142871391	142872185	1141774	2166770	871080	871307	18791	74154	114376
chr1	142888927	142889379	1124580	2149576	853886	854113	1597	91690	131912
chr1	142896864	142897465	1116494	2141490	845800	846027	5740	99627	139849
chr1	142905728	142906831	1107128	2132124	836434	836661	14604	108491	148713
chr1	142907361	142907818	1106141	2131137	835447	835674	16237	110124	150346
chr1	142909512	142910243	1103716	2128712	833022	833249	18388	112275	152497
chr1	142911956	142913100	1100859	2125855	830165	830392	20832	114719	154941
chr1	142918715	142919654	1094305	2119301	823611	823838	27591	121478	161700
chr1	142920348	142921514	1092445	2117441	821751	821978	29224	123111	163333
chr1	142926492	142927436	1086523	2111519	815829	816056	26056	129255	169477
chr1	142928590	142929141	1084818	2109814	814124	814351	24351	131353	171575
chr1	142930314	142931476	1082483	2107479	811789	812016	22016	133077	173299
chr1	142933532	142935509	1078450	2103446	807756	807983	17983	136295	176517
chr1	142940382	142941049	1072910	2097906	802216	802443	12443	143145	183367
chr1	142942413	142944588	1069371	2094367	798677	798904	8904	145176	185398
chr1	142955036	142956082	1057877	2082873	787183	787410	1396	157799	198021
chr1	142966335	142967768	1046191	2071187	775497	775724	12695	169098	209320
chr1	143136041	143136399	877560	1902556	606866	607093	20759	338804	103234
chr1	143195908	143196552	817407	1842403	546713	546940	38602	303485	43081
chr1	143236192	143236608	777351	1802347	506657	506884	33648	263429	3025
chr1	143254376	143255820	758139	1783135	487445	487672	14436	244217	0
chr1	143257573	143258472	755487	1780483	484793	485020	11784	241565	2092
chr1	143278606	143280836	733123	1758119	462429	462656	8202	219201	10900
chr1	143283234	143284038	729921	1754917	459227	459454	12830	215999	7698
chr1	143345438	143346121	667838	1692834	397144	397371	75034	153916	42776
chr1	143351609	143352153	661806	1686802	391112	391339	81205	147884	48947
chr1	143354663	143355768	658191	1683187	387497	387724	84259	144269	52001
chr1	143374849	143375602	638357	1663353	367663	367890	91917	124435	72187
chr1	143375644	143376892	637067	1662063	366373	366600	90627	123145	72982
chr1	143379290	143380834	633125	1658121	362431	362658	86685	119203	76628
chr1	143438103	143438657	575302	1600298	304608	304835	28862	61380	107229
chr1	143450387	143451495	562464	1587460	291770	291997	16024	48542	94391
chr1	143471222	143471712	542247	1567243	271553	271780	3555	28325	74174
chr1	143482264	143482963	530996	1555992	260302	260529	14597	17074	62923
chr1	143483909	143485498	528461	1553457	257767	257994	16242	14539	60388
chr1	143503642	143505074	508885	1533881	238191	238418	35975	3311	40812
chr1	143533116	143534247	479712	1504708	209018	209245	65449	32785	11639
chr1	143538625	143540197	473762	1498758	203068	203295	70958	38294	5689
chr1	143543495	143544299	469660	1494656	198966	199193	75828	43164	1587
chr1	144207718	144208273	191802	830682	311738	294214	140374	188447	0
chr1	144860377	144861081	5004	177874	66692	47395	46975	278	79548
chr1	144998326	144998789	74593	40166	40537	31875	3462	0	6842
chr1	145334133	145335487	104752	213936	46476	42285	42269	40509	19467
chr1	145364274	145364680	75559	184743	17283	17776	17776	18034	8193
chr1	145525229	145525841	6970	23582	7612	8825	8825	282	0
chr1	146662858	146664250	30702	110220	17242	17854	13014	18470	132839
chr1	147830813	147831279	704484	6436	23200	4900	4909	4521	246025
chr1	148205764	148207190	1079435	343727	29152	29300	29280	34252	8678
chr1	148209213	148209844	1082884	341073	32601	31632	31632	31598	12127
chr1	148290297	148290858	1163968	260059	42101	48433	41842	48561	33136
chr1	148348587	148349210	1222258	201707	100391	106723	100132	106851	8799
chr1	148575014	148575817	1320448	23970	17934	18230	18230	333278	0
chr1	148634228	148634684	1261581	83184	77148	77444	28976	392492	13894
chr1	148640051	148640984	1255281	89007	82971	83267	34799	398315	7594
chr1	148655439	148656220	1240045	104395	98359	98655	50187	390588	0
chr1	148666446	148666960	1229305	115402	109366	109662	61194	379848	8244
chr1	148674882	148675335	1220930	123838	117802	118098	69630	371473	16680
chr1	148676350	148677307	1218958	125306	119270	119566	71098	369501	15916
chr1	148681928	148682499	1213766	130884	124848	125144	76676	364309	10724
chr1	148798946	148799554	1096711	247902	241866	128602	54542	247254	0
chr1	148801996	148802466	1093799	250952	244916	125690	51630	244342	0
chr1	148808701	148809072	1087193	257657	251621	119084	45024	237736	0
chr1	148826713	148827447	1068818	275669	269633	100709	26649	219361	0
chr1	148828390	148829013	1067252	277346	271310	99143	25083	217795	244
chr1	149020164	149020913	875352	469120	195074	91860	91860	25895	0
chr1	149022718	149023452	872813	471674	192535	94414	94414	23356	0
chr1	149033228	149035789	860476	482184	180198	104924	104924	11019	0
chr1	149117193	149117965	778300	566149	98022	76531	28684	11043	10881
chr1	149140451	149140831	755434	589407	75156	53665	5818	34301	2993
chr1	150715818	150717348	56	395513	18319	20888	18808	8183	9852
chr1	151260230	151261607	0	142303	3727	4706	0	987	22930
chr1	151262109	151265958	0	144182	5606	6585	0	0	18579
chr1	151614074	151614498	16504	182456	1854	5590	5630	26144	16587
chr1	153228974	153229529	379400	49294	3671	133397	3727	1016	0
chr1	153614722	153618528	0	39911	6153	7758	7798	2725	0
chr1	153952013	153952662	3516	212562	939	6899	1769	1728	0
chr1	153963272	153964706	0	200518	0	0	0	0	0
chr1	154548396	154553197	0	6664	16027	16332	7852	5750	724
chr1	154686434	154687134	0	144702	45709	44030	6142	11405	2457
chr1	155779066	155780058	2058	271206	46154	46918	46918	3426	0
chr1	156218297	156218816	39	97684	2199	2593	2573	1044	6667
chr1	157005381	157006074	57559	111840	7530	9366	9462	3959	0
chr1	158555250	158556024	429571	329924	244681	130252	20541	5838	18200
chr1	160953922	160954779	12076	275471	28056	28837	5417	571	4372
chr1	161400892	161401471	83816	146579	7963	2855	2868	2490	26494
chr1	162696638	162698169	27127	338909	62350	62043	8367	5170	9329
chr1	163028922	163029671	240907	339141	236177	107091	11965	9334	0
chr1	163684338	163685188	379682	92165	391271	392634	49709	12473	14112
chr1	165498441	165499407	130800	30643	67406	68029	2036	3105	5981
chr1	165551594	165552891	77316	11971	13922	14545	9365	720	12862
chr1	165760429	165760787	17371	220806	20886	5665	5665	1476	0
chr1	165789142	165790088	44865	249519	6126	6608	6628	1337	8379
chr1	166046611	166047565	166580	249685	86414	88691	5631	6163	0
chr1	166425379	166425753	384362	66861	32718	33603	22198	2353	5697
chr1	166432535	166433571	376544	74017	24900	25785	25285	495	12853
chr1	166708894	166709748	100367	350376	98031	98788	8810	2714	3749
chr1	168008573	168009087	19694	55773	95961	42509	7009	1274	14130
chr1	168318130	168318901	83643	211224	196	5906	306	4983	33143
chr1	168440632	168441560	206145	150891	122698	31365	4360	10077	3145
chr1	169311587	169312512	33210	718971	23894	24484	5176	3332	2903
chr1	169323774	169324763	20959	731158	11643	12233	5788	5273	15090
chr1	170483162	170483868	26521	146409	16249	16817	17348	629	3815
chr1	171064635	171066071	394415	10921	154297	76214	31374	4252	10913
chr1	171977759	171978667	207083	157531	166282	5467	5575	3511	7877
chr1	172042318	172042621	271642	222090	106466	16855	16855	8892	14075
chr1	172593282	172594262	13417	132594	14062	13886	2634	1782	5435
chr1	172663035	172664305	83170	62551	54412	2431	2431	3190	16617
chr1	174105207	174105638	60764	467570	21008	22798	1843	1274	0
chr1	174995291	174996554	8299	304575	2106	2402	2402	2381	6166
chr1	175200136	175201084	63936	100045	37714	42572	0	4891	0
chr1	176101434	176102520	13209	329171	71576	9490	9550	603	6696
chr1	177117976	177119276	1002128	14785	20876	31620	20640	2608	28872
chr1	177368152	177368642	1252304	44482	227647	162054	12428	6738	0
chr1	178131051	178131923	901623	68510	67386	61247	17927	5813	10799
chr1	179752596	179753112	62107	4777	31027	30944	25884	3867	0
chr1	180107638	180108490	26548	92754	14478	15186	15426	15896	32451
chr1	180625190	180626101	160795	282342	22700	23986	23966	5222	0
chr1	182415750	182416605	58361	131736	53908	19386	201	336	0
chr1	182887123	182887624	30570	206731	44282	44372	34252	4469	0
chr1	185694876	185695394	419299	7745	7797	4847	4792	3253	31367
chr1	185974022	185974832	307018	270723	269178	6144	4440	6076	20269
chr1	186458552	186459272	98510	755253	22072	105841	6428	1721	8424
chr1	186826040	186826910	81795	1122741	26490	7566	7236	2786	6083
chr1	187729871	187730583	821030	2026572	490032	224793	15767	5567	4752
chr1	188053877	188054470	1145036	2350578	814038	56793	4239	8914	4956
chr1	188816583	188817553	1907742	3113284	1576744	161223	9221	15946	2196
chr1	189531019	189532120	2622178	3069313	2291180	552095	21056	5162	0
chr1	189540409	189540759	2631568	3060674	2300570	561485	12417	3255	0
chr1	189665658	189666070	2756817	2935363	2425819	686734	0	1696	7567
chr1	189787242	189787813	2878401	2813620	2547403	618046	29738	19370	626
chr1	190451344	190451885	2511912	2149548	2062649	3723	3626	3204	29367
chr1	190698286	190698999	2264798	1902434	1815535	250665	30077	56	12192
chr1	190951707	190952394	2011403	1649039	1562140	504086	191262	2717	57424
chr1	191058356	191058908	1904889	1542525	1455626	610735	84748	19593	37924
chr1	191545628	191546408	1417389	1055025	968126	900368	14580	9929	5517
chr1	191579004	191579882	1383915	1021551	934652	866894	14440	9306	1436
chr1	191793401	191794232	1169565	807201	720302	652544	228837	328	1701
chr1	191971484	191972555	991242	628878	541979	474221	114757	8433	5148
chr1	192191768	192192633	771164	408800	321901	254143	28281	5050	11281
chr1	192850510	192851203	112594	248959	71568	70013	9431	1528	10937
chr1	193130455	193131768	3582	528904	36849	20326	20350	3339	14801
chr1	193532995	193533722	300774	931444	23113	5144	5111	6665	2378
chr1	194067943	194068857	835722	1466392	51287	190058	17919	767	11952
chr1	194272495	194273290	1040274	1670944	151934	13432	13411	3491	19248
chr1	194303619	194304082	1071398	1702068	183058	3850	44535	7077	0
chr1	194450103	194451362	1217882	1848552	329542	2739	2739	11190	0
chr1	194493598	194494093	1261377	1892047	373037	46234	20974	0	5986
chr1	194761613	194762192	1529392	2160062	641052	314249	2989	4415	0
chr1	195540559	195541419	1510513	2335280	1419998	375699	33488	6844	17881
chr1	195801293	195802547	1249385	2074152	1208434	636433	40974	4387	0
chr1	195959504	195960275	1091657	1916424	1050706	643975	41897	5982	54679
chr1	196405849	196406703	645229	1469996	604278	197547	64154	967	7793
chr1	196561547	196562009	489923	1314690	448972	42241	15867	15745	19212
chr1	196976634	196977595	74337	899104	33386	33561	33278	2505	2353
chr1	197133563	197134360	9034	742339	17125	16856	17659	2863	9555
chr1	197277874	197278553	134297	598146	106278	90722	26439	1484	0
chr1	197421901	197423394	56217	453305	250305	52478	26868	2854	4291
chr1	197470694	197471292	8319	405407	271349	19065	19044	6550	10418
chr1	197676484	197676989	196760	199710	65652	67547	53627	404	6574
chr1	197962153	197963372	218010	70233	63768	7897	7904	3275	77075
chr1	198810721	198811468	85404	918801	92185	42249	11057	6010	16117
chr1	199447548	199448268	722231	418310	540664	19888	14704	1721	525
chr1	201843835	201845163	0	11229	12620	19953	6693	147	0
chr1	201870560	201871134	24744	10932	12211	5296	5276	1644	13918
chr1	202141286	202142209	13832	20016	10756	11389	7222	1085	13197
chr1	202173383	202174629	45929	10770	42853	30980	11159	372	45294
chr1	202479860	202480353	71835	133159	160758	22318	10453	9072	1558
chr1	202593586	202594755	103987	18757	180692	58278	0	0	0
chr1	203278253	203279582	343	30966	0	3589	1629	1324	0
chr1	204439977	204440385	1021	112138	9573	10303	4613	2005	0
chr1	206154577	206154982	118168	41847	18033	16313	16293	36715	0
chr1	206321027	206321881	38870	3222	14514	29003	7115	10373	12450
chr1	206696484	206698169	21608	378679	14703	15620	6690	347	4127
chr1	207299563	207299898	76578	14894	72375	28139	28119	6827	0
