Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr10	17596859	17597634	107171	109279	60800	3814	3822	2623	28569
chr10	18998641	18999102	32530	1107224	47785	50297	214	8541	7206
chr10	19390158	19391296	424047	715030	439302	229328	55931	12732	1661
chr10	19460308	19461362	494197	644964	509452	159262	12933	746	4256
chr10	19526299	19527723	560188	578603	575443	92901	38055	11407	4823
chr10	19594459	19595555	628348	510771	643603	25069	106215	3939	0
chr10	19603738	19605068	637627	501258	652882	15556	115494	3950	1535
chr10	19657843	19658729	691732	447597	706987	37071	119205	7446	779
chr10	20414921	20415785	1417019	308454	1367146	121937	27676	6302	4268
chr10	22588995	22589708	28532	35341	14684	15568	7768	427	5229
chr10	23440874	23443304	31026	39182	3099	3112	3072	3762	3763
chr10	24078736	24079698	594218	95448	347470	47211	47219	0	0
chr10	24099160	24100428	573488	115872	367894	67635	67643	1227	10949
chr10	27731642	27732940	90955	175235	59753	60116	21135	2065	33329
chr10	28473036	28473346	353173	99653	117969	5450	4352	3056	3219
chr10	29623116	29623553	86160	252735	74458	48392	48372	73	18920
chr10	31975948	31976756	160150	42070	19011	19880	19480	5917	4238
chr10	38772428	38780952	368062	2875888	79567	80324	79604	0	88706
chr10	38784469	38792546	380103	2887929	91608	92365	91645	933	100747
chr10	38792933	38811989	388567	2896393	100072	100829	100109	0	109211
chr10	38812356	38818842	407990	2915816	119495	120252	119532	4456	106220
chr10	38868934	38875896	464568	2972394	176073	176830	176110	61034	49166
chr10	39076614	39089072	672248	3180074	383753	384510	383790	28336	11228
chr10	39090556	39120752	686190	3194016	397695	398452	397732	0	0
chr10	39121043	39121904	716677	3224503	428182	428939	428219	3341	1167
chr10	39122209	39134733	717843	3225669	429348	430105	429385	4507	2333
chr10	39135296	39154938	730930	3238756	442435	443192	442472	17594	15420
chr10	42354993	42381093	706113	1177868	481704	666643	263403	0	0
chr10	42382438	42389952	697254	1169009	472845	657784	254544	0	0
chr10	42390307	42397219	689987	1161742	465578	650517	247277	0	2167
chr10	42398027	42399677	687529	1159284	463120	648059	244819	365	0
chr10	42399967	42401040	686166	1157921	461757	646696	243456	0	0
chr10	42527162	42528874	558332	1030087	333923	518862	115622	3009	14532
chr10	42529145	42530923	556283	1028038	331874	516813	113573	960	15293
chr10	42531868	42542092	545114	1016869	320705	505644	102404	0	4124
chr10	42542537	42545331	541875	1013630	317466	502405	99165	10360	885
chr10	42545726	42546502	540704	1012459	316295	501234	97994	13549	0
chr10	42596812	42600565	486641	958396	262232	447171	43931	64635	0
chr10	42644301	42648270	438936	910691	214527	399466	0	25580	0
chr10	42790573	42795519	291687	763442	67278	252217	52549	10590	10305
chr10	42796182	42802581	284625	756380	60216	245155	58158	3528	3243
chr10	42803608	42810769	276437	748192	52028	236967	52107	0	0
chr10	42811026	42812543	274663	746418	50254	235193	50333	4623	0
chr10	42812905	42815664	271542	743297	47133	232072	47212	2578	0
chr10	42815881	42818248	268958	740713	44549	229488	44628	0	0
chr10	42843306	42843910	243296	715051	18887	203826	18966	24770	26111
chr10	45524397	45525206	34365	230027	26664	27313	20093	1197	49865
chr10	48558149	48559355	884479	60072	202856	76585	26856	7265	273840
chr10	49882977	49885357	13262	80379	1701	1726	839	2870	0
chr10	53313335	53314269	143255	310138	143836	145167	130671	12075	6414
chr10	53617608	53618343	159585	451069	157514	97464	20753	1281	0
chr10	54593649	54595252	1135626	235887	524960	15625	15625	166	36348
chr10	56783609	56784194	1333584	1951671	1335327	1336922	24970	17550	9932
chr10	57302249	57303094	814684	2470311	816427	818022	57202	9773	44162
chr10	59229882	59232739	736137	958935	792192	704479	184257	11845	956
chr10	59452704	59453922	514954	737752	571009	483296	9281	642	79045
chr10	61985572	61986650	335513	6102	10310	10146	10146	392	0
chr10	62228597	62229717	322207	49201	231326	9542	9519	4277	13248
chr10	64129525	64131303	275469	3134	100435	12653	2773	0	4926
chr10	66312641	66313837	976347	687875	511227	511267	22575	624	1346
chr10	66846794	66848362	1510500	1222028	797647	1045420	32560	2211	2349
chr10	69485321	69488176	158796	1517566	29392	35160	27598	27661	11060
chr10	69941938	69942228	156202	1063514	48398	9414	9454	7612	6102
chr10	78376126	78378183	1164436	312961	1017858	6193	6213	11448	2940
chr10	83130089	83131271	849694	632828	327223	131321	60884	0	31408
chr10	83453326	83454367	1172931	956065	650460	138234	89558	1727	0
chr10	86553507	86554301	280059	184787	252764	252982	23495	10198	0
chr10	90454665	90455467	212556	511381	111009	24219	24181	1099	19405
chr10	91547945	91548653	6871	269393	48420	4883	4863	2019	3124
chr10	91756159	91758338	215085	477607	53717	3455	3555	3202	19653
chr10	93374587	93375274	199668	159214	180847	143182	17562	2737	35645
chr10	93652135	93652694	38637	4966	4387	15942	4811	226	387
chr10	98575075	98576724	72474	218515	14285	13652	13652	4810	0
chr10	103507345	103507889	37877	27259	28311	31841	22081	3485	15092
chr10	104396871	104398009	9679	225946	3480	3947	3967	4010	0
chr10	105010633	105011151	54222	25371	25269	26185	5929	70	14342
chr10	106455463	106456664	369241	52823	341494	52699	7379	2981	0
chr10	106616005	106616687	529783	213365	502036	46741	31561	6486	8412
chr10	107001732	107002980	915510	599092	887763	318928	48555	552	10965
chr10	107615825	107616512	1529603	925136	1501856	768213	17761	5063	21593
chr10	109846667	109847872	1777369	1304879	101465	71969	9009	2704	0
chr10	111551082	111552006	73235	360980	129861	131170	60290	6245	6856
chr10	113001402	113002833	218374	19519	164654	95863	33782	2534	11257
chr10	116757752	116758664	22715	335016	2548	44668	2632	3318	0
chr10	117029500	117030085	294463	606764	175560	84803	51003	20266	45584
chr10	118392953	118393776	650148	24553	23416	23614	23609	9453	5400
chr10	119956754	119958180	106470	45069	142172	143616	7596	15701	16934
chr10	120184090	120184730	88378	154776	81809	506	486	432	83194
chr10	122937022	122937996	267523	150	228048	108158	22397	8386	0
chr10	125013944	125015340	63312	322721	95739	12779	12770	8732	15063
chr10	127809158	127810271	261228	425039	223520	78494	7026	0	19854
chr10	130958326	130958989	987038	1119771	305851	306407	101902	8424	0
chr10	132778429	132780914	792268	1339367	789456	60770	60722	6437	0
chr10	132840253	132841371	854092	1278910	851280	313	265	20534	0
chr10	135477674	135496469	243203	335161	143300	143770	3368	327	154579
chr11	14181815	14182989	113775	96511	158199	15073	40195	11270	0
chr11	22658205	22659504	187282	1872611	10080	10681	9941	0	29000
chr11	24623099	24624250	1776023	2070016	1651063	1117876	71176	5158	0
chr11	24795706	24796480	1948630	1897786	1509864	1268819	52256	1812	15104
chr11	24807919	24808359	1960843	1885907	1497985	1256940	64469	9333	3225
chr11	24940225	24941385	2093149	1752881	1364959	1123914	22001	16991	5033
chr11	24947520	24948295	2100444	1745971	1358049	1117004	29296	10081	0
chr11	25624733	25625817	1895852	1068449	680527	439482	49879	6389	2261
chr11	26078326	26079424	1442245	614842	226920	12879	12822	2537	0
chr11	27589120	27589886	67276	131393	59715	60716	31234	15330	48375
chr11	34047616	34048776	27910	223031	23597	24300	24320	7974	380
chr11	36528436	36529426	6497	35407	396	2350	2330	1924	37260
chr11	37369180	37370704	847241	595956	752601	101699	43176	4206	14922
chr11	37512286	37512722	990347	739062	895707	11107	11106	7324	1418
chr11	37764343	37766958	1242404	991119	1147764	237965	60251	8629	0
chr11	41698984	41699935	1640990	1879328	1467587	262218	16558	9114	0
chr11	41989859	41990324	1350601	1588939	1177198	553093	97393	1167	13564
chr11	42135117	42135940	1204985	1443323	1031582	698351	11050	10883	2548
chr11	42303302	42304067	1036858	1275196	863455	866536	179235	3316	9564
chr11	45836775	45837211	2468	16179	7605	10091	1685	588	0
chr11	47579801	47580843	10333	34038	4495	4957	4937	4093	12801
chr11	48220637	48221262	53750	605461	89120	45413	28595	398	0
chr11	50134813	50137689	1967926	2519637	2003296	1959589	11369	991	0
chr11	50721507	50723407	2554620	3106331	2589990	2546283	463863	5310	1584
chr11	50724651	50726143	2557764	3109475	2593134	2549427	467007	8454	0
chr11	51580079	51581104	3413192	3964903	3448562	3404855	1322435	1263	156437
chr11	51582283	51583294	3415396	3967107	3450766	3407059	1324639	3467	158641
chr11	51590282	51591419	3423395	3975106	3458765	3415058	1332638	11466	166640
chr11	60371776	60372817	135142	570137	13276	13422	4379	11132	0
chr11	62161383	62162098	122809	5092	40777	30198	258	221	0
chr11	67752577	67753072	10567	229587	16726	11242	11244	8279	0
chr11	69177491	69178322	299803	27780	18983	25147	18845	0	0
chr11	74113039	74114098	145660	63844	2659	3135	3155	962	1935
chr11	78849168	78851049	572991	22813	298823	68347	22593	7573	0
chr11	78874654	78875768	598477	666	274104	43628	864	1579	0
chr11	80293846	80294795	2017669	430362	1141744	143721	108982	1156	24445
chr11	80759357	80760039	1933200	598959	820445	22077	22037	13130	11368
chr11	80822689	80823045	1870194	535953	757439	40425	40465	25525	4702
chr11	81464539	81465224	1228015	105423	115260	33452	8787	5492	7199
chr11	82083825	82084200	609039	153452	360254	494469	32364	11208	33375
chr11	82335916	82336762	356477	87502	107692	241907	6054	7612	0
chr11	83810750	83811535	834313	284170	373884	129366	30281	1274	21199
chr11	84570112	84570591	774944	648659	250592	203080	64428	6490	18188
chr11	86017920	86019626	16338	396902	3139	4656	4536	482	64142
chr11	87686940	87688378	309386	104508	218069	3681	3636	5728	0
chr11	88889787	88890703	823564	440117	796895	208083	20439	10142	445
chr11	89171239	89172316	770485	721569	695551	489535	52280	400	116689
chr11	89642078	89643009	299792	346700	224858	224691	44378	203852	3648
chr11	89887793	89889268	53533	100441	19635	19945	11228	5503	18193
chr11	95365898	95367762	133964	99602	65617	7145	7034	2177	7794
chr11	96602145	96602844	510332	70394	477898	478961	62716	12273	10944
chr11	97785493	97786113	1693680	900842	1154663	464221	106179	49262	0
chr11	97843063	97843540	1751250	843415	1097236	406794	163749	389	7408
chr11	98481941	98482501	2390128	204454	458275	231459	43937	3089	1983
chr11	101276043	101276642	918752	107331	508693	148254	23154	1832	8733
chr11	101370146	101370805	824589	13168	414530	54091	12131	803	7156
chr11	102699071	102700022	230869	31266	260966	104450	2214	2081	27855
chr11	102895718	102897306	33585	83267	63682	1810	1930	3338	31155
chr11	103855339	103856011	897458	135061	55139	25095	11905	2596	1946
chr11	103989257	103990886	828369	42868	42735	43990	33001	418	0
chr11	106143085	106143813	176297	744186	193262	180650	4948	469	2745
chr11	106508595	106509563	541807	378436	378809	546160	85537	1766	15385
chr11	106579484	106581451	610158	306548	306921	617049	143585	10	13509
chr11	109098431	109100154	386631	193597	372630	372947	71927	4123	7708
chr11	109372794	109373407	598723	78682	443101	281229	77970	12382	119
chr11	109427727	109428079	544051	133615	388429	226557	78837	1734	0
chr11	110760890	110761662	443387	57595	32107	32546	31366	27963	0
chr11	114472071	114473697	195135	88412	161038	161867	4779	915	35673
chr11	116543900	116545354	73759	21036	96934	58182	17162	5741	0
chr11	118225683	118226637	10459	41936	3203	3519	3539	1496	0
chr11	121879018	121879667	375649	37642	77890	206509	42706	10630	11267
chr11	121887058	121889885	383689	27424	85930	196291	43602	412	1049
chr11	124166540	124166985	328022	25863	180031	33071	18776	6663	3568
chr11	124468489	124469148	25859	20593	23104	23508	12065	12101	1588
chr11	124782792	124783635	148512	22602	36106	7118	7181	18274	24506
chr11	127245149	127245858	1025967	12342	678589	300485	37014	432	10908
chr11	127611713	127612681	713590	279334	311766	288878	101175	8565	29504
chr11	128059040	128059422	266849	495605	100728	16587	16596	0	0
chr11	128737742	128738798	53760	3809	36369	7718	7738	294	0
chr11	129063203	129063921	379221	86175	85727	85622	44455	1398	18983
chr11	129433122	129434328	294233	138334	283153	115089	53534	2818	0
chr11	129540830	129542314	186247	30348	222186	23441	23223	9469	1078
chr11	131134763	131136819	350556	3834	77530	78032	17979	11278	22797
chr11	132995441	132996038	1023363	1963	766870	8464	8498	1843	6863
chr11	134697181	134697984	564389	155297	476795	40590	40592	384	246542
chr11	134709324	134709698	576532	167440	488938	28876	28878	5648	258685
chr12	94251	95834	9397	67907	399077	119617	0	0	0
chr12	1246886	1247758	193300	81244	65927	42642	19442	11981	2400
chr12	4281124	4281863	103326	59522	6760	18280	6900	3594	0
chr12	7348414	7350342	4101	407992	5012	6110	5010	6488	43938
chr12	7514607	7515386	151172	574185	6075	172303	6670	4035	0
chr12	7573526	7574466	210091	633104	51392	216890	12911	12117	12905
chr12	8965042	8965625	125022	28410	77737	114438	38722	10569	1377
chr12	9214605	9215553	116447	9638	110683	65101	1323	1197	49016
chr12	13080726	13081567	90236	10024	22914	11262	11262	260	10800
chr12	14738644	14739837	79281	603244	27207	18179	8082	2331	17554
chr12	18248664	18249459	1350432	2305862	1032825	69117	4742	15669	14793
chr12	18249900	18251944	1347947	2307098	1030340	66632	2257	15664	12308
chr12	19941179	19941746	267432	2436209	105945	112678	12250	9113	6791
chr12	20496862	20497758	823115	1880197	449028	199278	23438	2462	0
chr12	20986199	20987475	607285	1390480	602577	63795	1041	2157	15613
chr12	22585249	22586296	46865	207175	96576	10160	10140	10181	554
chr12	23989875	23991461	1157295	722365	722884	52703	16883	1551	0
chr12	24159880	24160989	1058240	552837	553356	115568	10257	4013	12052
chr12	27393258	27394817	11121	1013906	1252	2259	1239	1633	21931
chr12	28420349	28421110	5305	2040997	13525	34783	13885	4853	21363
chr12	28487863	28488421	23061	2108511	78180	102297	33935	0	14073
chr12	28802861	28803950	280948	2144897	235840	149033	47576	12462	15216
chr12	29863203	29863996	344973	1084851	71364	39828	15020	3155	19784
chr12	34366760	34367705	1461857	1633752	3836	4640	3891	1977	40306
chr12	34833178	34834982	1928275	2100170	461014	471058	415114	0	111067
chr12	34841428	34843522	1936525	2108420	469264	479308	423364	6982	119317
chr12	38048582	38052278	995334	4827533	441093	441218	113035	14217	14524
chr12	38108322	38108689	938923	4771122	384682	384807	172775	9720	9598
chr12	40105060	40108217	372604	2771594	28028	87076	39056	2078	9933
chr12	40289300	40290622	460937	2589189	114585	209194	59556	13030	0
chr12	41795885	41796586	715211	1083225	529668	98860	82510	0	1152
chr12	44545488	44546875	363212	252496	314608	4401	4401	0	18108
chr12	45600435	45600969	21455	453136	7606	8247	911	2541	11113
chr12	48026477	48028032	24011	205344	70551	58164	2601	2969	0
chr12	48365133	48365873	2923	9002	6668	7729	7729	550	0
chr12	54048718	54049357	7749	38672	19332	20459	20459	5133	0
chr12	59966396	59967102	664092	533738	21787	22574	22614	6100	194
chr12	60065458	60066182	763154	632800	73908	34614	6774	1820	0
chr12	61032437	61033393	1652478	1551181	1040887	507473	43976	3715	4811
chr12	64342435	64343206	139752	103798	103412	30191	6510	5210	13406
chr12	64759293	64761278	45576	520656	36392	36758	12826	13010	0
chr12	66461725	66463474	54656	119372	59943	20301	1361	1389	31120
chr12	69621925	69623458	27164	372632	9136	9758	9778	9632	18551
chr12	69676250	69676831	19841	367927	40612	42886	1165	1171	23187
chr12	74103596	74104885	1786678	2268991	779373	701671	44332	4971	33416
chr12	74147203	74147835	1747065	2312598	736423	658721	87939	26903	0
chr12	75008909	75010321	884579	1661743	74846	77285	9934	2679	58474
chr12	76514175	76516725	46769	155339	34578	20711	20711	5727	0
chr12	76635604	76636087	115127	35977	82730	57743	9954	17002	13417
chr12	78354180	78355649	898958	634611	126821	33787	33747	686	2349
chr12	78511007	78511345	1055785	791438	28369	112041	28636	529	13452
chr12	79019435	79020150	927709	1299866	237366	31856	101670	1601	1233
chr12	79572691	79573372	374487	1853122	313784	51344	21627	3843	15275
chr12	80738532	80739126	444040	3018963	127006	9945	6621	846	0
chr12	82320761	82322578	421438	3351816	428411	429838	118228	2502	12188
chr12	83293981	83295099	511260	2379295	211525	212297	97877	3042	6656
chr12	83787428	83788414	1004707	1885980	704972	705744	20402	4016	16791
chr12	84179467	84180217	1396746	1494177	1097011	1088099	37026	10265	4104
chr12	84336199	84336714	1553478	1337680	968166	931602	90002	8309	749
chr12	85009106	85010311	2226385	664083	294569	258005	225402	2612	2393
chr12	85583431	85584445	2800710	89949	152936	153072	20587	14512	0
chr12	86272870	86273850	2162009	598352	454146	11666	6346	4582	4370
chr12	86996844	86997792	1438067	1322326	1178120	122386	905	6074	15921
chr12	89048901	89049461	485880	705118	74225	95141	46875	11997	0
chr12	89094228	89097660	531207	656919	119552	140468	0	104	25837
chr12	89385740	89386441	598296	368138	358418	47016	1132	1025	2052
chr12	90485754	90488090	393010	731006	131656	8746	8746	8930	24094
chr12	90616981	90617857	524237	862233	262883	29879	29799	12175	66751
chr12	90989579	90990094	896835	1141301	635481	79795	79775	27423	6541
chr12	91169981	91171626	1077237	959769	603720	230090	78249	4684	19490
chr12	95542169	95543793	3129	199283	48657	31005	202	1419	47746
chr12	97218704	97222023	101523	177061	78044	78913	620	0	36406
chr12	98365826	98366713	555028	28278	217307	10873	10835	3142	3034
chr12	108741278	108742528	55402	61112	7942	11494	4739	1553	10199
chr12	109647627	109648405	102561	80067	54292	53691	41846	3037	1826
chr12	110851568	110852090	12090	432361	9391	9604	9584	9993	0
chr12	111187608	111188262	14279	96189	6124	6784	6084	11641	23479
chr12	113887640	113889709	61083	132	26821	28267	10567	742	6245
chr12	114990500	114990995	590473	104261	585826	15148	15141	40062	10951
chr12	115013967	115014707	613940	90250	609293	7676	7683	31303	8063
chr12	121364377	121366648	72121	284687	21650	15781	15788	15782	0
chr12	123253698	123254060	939	64870	4593	5156	5136	5071	3934
chr12	125792014	125792864	167491	55025	157733	22712	21591	3956	1189
chr12	126097105	126098064	472582	205509	462824	70372	37243	4568	3907
chr12	128029361	128030707	777491	1306884	461054	263877	13684	6352	0
chr12	128157212	128158188	905342	1179403	588905	391728	3988	3946	7694
chr12	128568125	128570362	705383	767229	697342	724457	104554	11497	2010
chr12	128676439	128676923	598822	660668	590781	617896	1375	956	0
chr12	131327875	131329257	19659	74624	3420	3951	3971	3541	3872
chr12	132072841	132073299	125298	14687	18679	4297	4277	756	571
chr12	132649129	132650456	6538	335129	18711	10465	1905	261	387146
chr12	133841231	133841988	62347	653970	82191	83167	83167	23727	1579248
chr13	19087111	19087571	1129893	1614130	1051565	1051525	153205	130194	5973
chr13	22593372	22598085	454593	327726	38028	1808	1808	0	73577
chr13	24763613	24764690	88676	39168	27950	28689	24182	12797	0
chr13	25733004	25733997	111463	111614	10993	10662	10720	3080	0
chr13	26105210	26105762	198819	11953	227930	4866	3710	898	9984
chr13	28508424	28510126	268533	4583	12813	17970	9922	3133	7062
chr13	28572719	28573590	263728	22209	44625	13586	433	379	0
