Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	108367395	108370299	868339	219167	106758	1783	1577	0	0
chr1	111814222	111814835	26743	520083	30471	30321	618	368	2139
chr1	112928369	112928931	68208	116532	4382	9785	4685	3077	30687
chr1	113908001	113908546	238092	515663	23307	24350	24370	17012	79641
chr1	114072495	114073289	159165	525206	137560	139451	105792	1709	8264
chr1	116246151	116247421	12977	5964	53141	25035	25015	0	19240
chr1	117035745	117037194	18668	162685	50464	9982	4502	3726	0
chr1	117574270	117574806	16848	46727	19493	27290	7795	3866	26612
chr1	118724514	118729315	218721	70139	250016	45158	0	0	3263
chr1	119085805	119087298	580012	431430	594586	294737	19758	6117	55784
chr1	119514673	119517618	173722	1469	164266	11629	11669	2519	26568
chr1	120245059	120246318	76943	10319	8154	40535	8238	8323	6202
chr1	120275528	120276808	107412	18703	19908	10045	10068	71	11669
chr1	120405795	120406640	51220	40936	150175	6996	6996	1390	4423
chr1	120568257	120568759	74831	203398	43122	43398	9557	41188	88303
chr1	121196804	121205573	703378	831945	58035	0	0	0	139267
chr1	121599532	121600281	1106106	1234673	460763	398788	338028	337936	541995
chr1	122839365	122840169	2345939	2474506	1700596	1638621	1577861	1577769	1781828
chr1	123019511	123023156	2526085	2654652	1880742	1818767	1758007	1757915	1961974
chr1	123405368	123405943	2911942	3040509	2266599	2204624	2143864	2143772	2347831
chr1	123506712	123508227	3013286	3141853	2367943	2305968	2245208	2245116	2449175
chr1	125081130	125081992	4587704	4716271	3942361	3880386	3819626	3819534	4023593
chr1	125510925	125511536	5017499	5146066	4372156	4310181	4249421	4249329	4453388
chr1	126893436	126894217	6400010	6528577	5754667	5692692	5631932	5631840	5835899
chr1	127709255	127711088	7215829	7344396	6570486	6508511	6447751	6447659	6651718
chr1	129354751	129355515	8861325	8989892	8215982	8154007	8093247	8093155	8297214
chr1	129494698	129495373	9001272	9129839	8355929	8293954	8233194	8233102	8437161
chr1	129858416	129859247	9364990	9493557	8719647	8657672	8596912	8596820	8800879
chr1	130229753	130230474	9736327	9864894	9090984	9029009	8968249	8968157	9172216
chr1	130530837	130531837	10037411	10165978	9392068	9330093	9269333	9269241	9473300
chr1	130564370	130565442	10070944	10199511	9425601	9363626	9302866	9302774	9506833
chr1	130605446	130607372	10112020	10240587	9466677	9404702	9343942	9343850	9547909
chr1	130639586	130640223	10146160	10274727	9500817	9438842	9378082	9377990	9582049
chr1	133082701	133083870	10930089	11955085	10659395	10659622	9520111	9452900	8397727
chr1	135323897	135325416	8688543	9713539	8417849	8418076	7278565	7211354	6156181
chr1	135969594	135970466	8043493	9068489	7772799	7773026	6633515	6566304	5511131
chr1	136912351	136912954	7101005	8126001	6830311	6830538	5691027	5623816	4568643
chr1	139581560	139582367	4431592	5456588	4160898	4161125	3021614	2954403	1899230
chr1	139766900	139768234	4245725	5270721	3975031	3975258	2835747	2768536	1713363
chr1	141027641	141030112	2983847	4008843	2713153	2713380	1573869	1506658	451485
chr1	145075132	145076016	40650	0	15819	20400	0	0	2678
chr1	145753675	145754416	61083	204104	39623	9207	9251	9906	16452
chr1	148161484	148162099	1035155	337107	14225	14217	14237	79343	0
chr1	148856074	148856749	1039516	305030	298994	71407	272	190059	0
chr1	150368380	150369213	42354	743648	28597	31076	21903	2622	0
chr1	150728891	150729721	2539	383140	5946	8515	6435	13036	17626
chr1	150949292	150951853	7884	161008	1206	203	0	0	0
chr1	151264552	151265114	0	146625	8049	8322	0	0	19423
chr1	152278549	152280019	272031	102263	116484	116025	39677	6667	41298
chr1	152975015	152975577	633352	20999	93575	34011	29099	2177	885
chr1	153100373	153101806	507123	16079	131394	4796	4769	12257	633
chr1	153137316	153138980	469949	19310	94220	41739	14812	4523	11332
chr1	153628160	153628713	4895	29726	2083	2363	1859	1801	3225
chr1	155783277	155784074	0	267190	42138	42902	42902	0	0
chr1	156838206	156838880	66771	6711	7495	23296	7482	1168	10302
chr1	157265788	157267759	160094	1903	131816	105408	9733	4936	8353
chr1	158747696	158748297	237298	363883	52408	52719	68	1370	0
chr1	160018618	160019143	38024	7926	1628	16814	1473	355	0
chr1	160784799	160788605	77	404798	13859	17295	11871	0	0
chr1	162032662	162033453	95907	42519	5558	5903	5923	1832	2227
chr1	162269426	162273253	200288	8693	193801	194323	6954	0	0
chr1	162634509	162635487	62291	276780	30663	30966	765	4844	14324
chr1	164445622	164447584	1140966	301166	80231	185762	9862	6593	8324
chr1	166305814	166309510	425783	8372	148961	149846	48976	4113	13392
chr1	167521907	167522980	7895	360313	0	0	0	0	33710
chr1	167893877	167894336	10345	170524	8937	11020	2420	755	36081
chr1	167930834	167970944	0	93916	22923	0	0	0	52273
chr1	168915757	168916276	164605	323141	24509	159240	24573	13523	6143
chr1	170772035	170773135	250336	3551	269167	61216	82918	3574	3542
chr1	172000505	172001573	229829	180277	147514	28213	28321	7201	4850
chr1	173493554	173494298	34918	143082	45829	46910	17656	7690	22209
chr1	174519699	174520403	17073	780726	248208	136161	22435	12368	28433
chr1	176243343	176244284	127495	419820	65657	66559	44299	21779	612
chr1	176509364	176510548	393516	153556	331678	165000	18685	1786	5906
chr1	178239041	178239748	793798	176500	175376	169237	6247	1383	4066
chr1	178359271	178360646	672900	120568	150365	151090	10071	10019	1379
chr1	178756853	178757836	275710	60976	61231	179029	19029	721	1706
chr1	179422688	179424012	108318	323655	86719	15024	15044	5733	4539
chr1	179786049	179787973	27246	2984	1296	1845	1845	606	0
chr1	180845690	180846560	70658	61883	34616	13126	13106	2400	0
chr1	182146379	182148621	203857	14519	146749	33818	6043	6481	8556
chr1	182413946	182415125	56557	129932	52104	17582	31	23	0
chr1	183715224	183716521	43309	197804	57237	14438	22755	884	7391
chr1	184663307	184664097	529	291473	29786	8750	8703	1399	4785
chr1	184718544	184719530	20342	236040	2335	1860	1900	3908	4048
chr1	184784508	184785583	2059	169987	59291	28404	9564	2913	17535
chr1	186376567	186377662	16525	673268	30311	31743	830	0	2674
chr1	186538389	186540452	178347	835090	47180	24661	9185	0	10065
chr1	187042054	187042798	133213	1338755	196511	20967	21010	1507	8960
chr1	187896693	187897830	987852	2193394	656854	57546	3108	0	2553
chr1	188662125	188662597	1753284	2958826	1422286	316179	164177	13658	9203
chr1	189297559	189298926	2388718	3302507	2057720	318635	254250	27036	11143
chr1	189904015	189905080	2995174	2696353	2609454	500779	12831	6728	7
chr1	190460782	190461473	2502324	2139960	2053061	13161	13064	12642	19779
chr1	190558507	190559304	2404493	2042129	1955230	110886	26022	6234	7333
chr1	190994834	190996260	1967537	1605173	1518274	547213	147396	2919	13558
chr1	191373141	191374580	1589217	1226853	1139954	925520	156320	1308	13390
chr1	192058367	192058897	904900	542536	455637	387879	28415	5982	892
chr1	192604721	192605357	358440	3170	25495	26217	3839	0	6721
chr1	195030094	195031407	1797873	2428543	909533	133089	30149	12609	12254
chr1	195264745	195265398	1786534	2611301	1144184	99885	56981	3000	27157
chr1	196114186	196115539	936393	1761160	895442	488711	2137	135	9927
chr1	196134881	196136219	915713	1740480	874762	468031	12377	11895	13496
chr1	196330453	196331646	720286	1545053	679335	272604	9901	1769	14796
chr1	197938501	197939058	242324	46581	40116	32211	32218	4479	66359
chr1	198283329	198284647	101652	391409	111656	37609	37609	10556	27051
chr1	198432809	198433901	229271	540889	132856	835	835	828	35611
chr1	198679621	198680598	1442	787701	27959	22831	23158	7540	9381
chr1	199207671	199208821	482354	657757	300787	3865	3835	3843	0
chr1	200897160	200900023	14553	153686	35782	39511	20156	11447	4650
chr1	201857883	201858814	12067	348	0	6302	5879	573	2616
chr1	202074640	202075105	26200	17804	36817	54644	29608	4448	6209
chr1	202205188	202207804	77734	12278	74658	0	0	0	49561
chr1	202323708	202328596	21029	75174	4606	5844	5844	4947	31071
chr1	203130074	203131226	107624	12228	105349	10111	10130	1450	7448
chr1	203220334	203223226	15624	22601	13349	13264	13470	6084	0
chr1	203314926	203317002	37016	4232	17536	18262	3302	0	20601
chr1	203669923	203671992	65552	126804	49973	1232	0	0	38823
chr1	204211098	204212661	154675	2963	90015	34639	14966	5020	26333
chr1	205606413	205607255	13518	58859	4675	5169	5169	5068	914
chr1	205763282	205763803	4935	85397	17597	18493	1398	1378	13316
chr1	206409419	206410891	127262	91614	102906	117395	80275	98765	0
chr1	206687832	206690783	12956	370027	6051	6968	0	0	0
chr1	207608673	207609685	32107	324004	5644	3609	3589	1062	1708
chr1	207950037	207951289	9966	116992	23170	19487	24593	1723	382
chr1	209470802	209471682	460713	100220	308254	48473	28694	6013	8193
chr1	211692809	211693969	54821	374212	3461	345	425	0	44862
chr1	212599273	212600357	15653	90363	5302	5779	5779	2636	22017
chr1	214565324	214566175	54434	94982	46252	35061	11462	3033	4857
chr1	215594372	215601930	191849	339020	138096	98126	26235	20068	7267
chr1	217440985	217441769	351545	94008	101132	55718	6807	1645	13435
chr1	217827792	217828572	34034	291859	22779	12201	12184	5620	33836
chr1	218641972	218642490	144475	122867	116894	4344	4366	719	9566
chr1	218807113	218808282	309616	288008	282035	160131	39643	8984	16395
chr1	220327272	220328028	0	224880	58762	59848	3929	9727	28263
chr1	221190586	221191678	231712	108605	28189	27938	17022	2367	39986
chr1	221796220	221796756	74771	249643	102739	20176	20140	14347	10973
chr1	224414357	224415083	0	180763	41121	17933	12353	6150	12814
chr1	224964930	224966460	353245	93342	150699	30821	3756	2482	0
chr1	226188160	226188858	4443	346553	0	296	0	1017	32431
chr1	226519466	226520331	25961	145177	21715	17282	865	894	0
chr1	227923821	227924374	2635	210661	0	637	637	635	35593
chr1	228382009	228383104	18696	79810	17756	18152	17612	2199	989
chr1	228911735	228912391	225708	0	127997	121961	17625	1763	5741
chr1	230224778	230225744	0	30970	14808	19992	4409	0	5940
chr1	231220201	231221013	82960	9172	44279	105437	6723	1922	6122
chr1	231268635	231269669	90553	24857	28532	77587	28447	6589	0
chr1	231326121	231326896	33326	2074	20380	20360	20340	7285	17543
chr1	233087149	233087986	4068	170020	0	805	0	771	0
chr1	235110229	235110991	160519	195560	3698	2582	0	1796	0
chr1	235240227	235240885	30625	325558	26835	2031	1511	6238	0
chr1	236595137	236595759	104031	290757	6478	6313	6313	4699	0
chr1	237414827	237416112	349490	196420	454072	23756	3163	28089	190
chr1	238945206	238945651	1879869	1726799	718984	280440	36342	7756	5948
chr1	239598255	239599584	2057753	1920148	1175416	372016	16383	1304	21909
chr1	240846118	240847803	809534	671929	70760	48006	47953	4573	36
chr1	241422188	241422757	234580	96975	97089	71179	70939	4504	15203
chr1	243701542	243702750	84897	378188	48460	57026	9283	2920	8957
chr1	245000188	245001039	4587	57536	0	1764	1544	1291	106
chr1	247922502	247923491	429213	2221006	176986	97172	64001	2175	775203
chr1	248091367	248092403	598078	2389871	8074	7953	7393	2168	944068
chr10	1189890	1190856	12223	5460	85506	33506	33546	1117	0
chr10	1822239	1822763	53370	33875	40107	24220	24215	2433	29
chr10	2263303	2264605	494434	223408	481171	139139	139179	0	8249
chr10	2498812	2500131	615158	428752	609049	334154	11537	4427	1626
chr10	3885808	3888567	61498	173595	14657	6049	2443	0	0
chr10	4311200	4312000	486890	10757	147201	97876	49316	656	11773
chr10	4764241	4771203	725703	206375	600242	78933	47292	2446	32314
chr10	4765028	4765804	731102	207162	601029	84332	52691	7845	37713
chr10	6321204	6322361	45255	35718	3877	3760	3780	847	0
chr10	7015325	7016100	188185	28475	45007	45101	44741	0	33461
chr10	9179274	9180230	1063077	130068	475559	65466	70966	21503	9933
chr10	9854961	9855524	1364273	512759	198959	199357	10655	4318	5487
chr10	10113356	10114576	1105221	771154	457354	448290	16732	6324	0
chr10	11047121	11047902	171895	1776	11408	11934	11574	853	5095
chr10	11235905	11236762	113	174587	2265	14841	2534	3108	0
chr10	11881148	11881926	80330	72837	15150	15744	984	5142	0
chr10	12425059	12426306	135351	470151	16618	16775	16775	3637	0
chr10	13213012	13216686	0	169975	8192	9408	6270	3582	0
chr10	13845822	13846542	4391	268104	16334	16618	15779	0	0
chr10	14898112	14898812	2078	140217	16180	17868	16347	6811	21214
chr10	16646177	16646984	121943	681800	17198	17377	17593	4044	0
chr10	16673650	16674515	94412	654269	44671	44850	14241	152	9918
chr10	17000278	17000911	146919	327873	140011	24297	24294	16353	4959
chr10	17631428	17632376	72429	143848	26058	29832	17460	8297	1967
chr10	17774198	17774673	17430	286618	47207	76434	46714	2451	34444
chr10	18896473	18897360	2536	1208966	18840	19325	12459	5004	3637
chr10	19060335	19060775	94224	1045551	109479	111991	23846	3812	9020
chr10	19390748	19391170	424637	715156	439892	229454	56057	12858	1787
chr10	19579045	19580045	612934	526281	628189	40579	90801	19449	0
chr10	21090866	21091995	740809	212808	690936	167761	55361	0	22523
chr10	21136266	21137383	695421	167420	645548	122373	9973	7019	2208
chr10	21764043	21766423	66381	300208	16508	18333	16793	11678	36021
chr10	22709946	22711410	91590	83773	13919	14466	14466	0	6453
chr10	23351394	23354234	41243	65797	30044	30102	2962	2974	65757
chr10	24579552	24581958	91958	596264	33553	80388	378	0	15549
chr10	26810062	26813815	0	246685	26085	50061	4221	4495	0
chr10	27156947	27157570	60250	593570	6506	6843	6863	0	15682
chr10	27902208	27903281	67597	4894	107285	42335	11184	2683	17734
chr10	28102279	28103448	267668	69257	307356	70895	14169	4683	53172
chr10	28207251	28226893	372640	146314	364422	175867	60463	13585	0
chr10	29880548	29881666	121170	141942	142116	660	836	0	13094
chr10	30900757	30902814	149022	15555	27768	24033	8782	294	4522
chr10	31781114	31781743	8397	152003	106883	830	890	720	8945
chr10	31825496	31829509	9698	104237	62599	45212	13967	6504	7075
chr10	32090647	32091253	99422	156769	6218	6403	6363	6376	3819
chr10	33020530	33039325	279114	374450	206566	258361	0	0	39581
chr10	33365832	33366835	624416	46940	68060	18001	16461	0	5958
chr10	33815526	33818320	1074110	188690	517754	17242	17242	6758	0
chr10	34391286	34398447	898596	764450	428246	2928	2962	0	1523
chr10	34698174	34698470	598573	502382	128223	33970	1770	3183	6372
chr10	34821928	34822500	474543	378352	4193	75836	4136	4742	0
chr10	35872679	35873324	13957	23094	56621	20121	18855	8618	0
chr10	38709526	38728582	305160	2812986	16665	17422	16702	17174	25804
chr10	38751694	38752773	347328	2855154	58833	59590	58870	21082	67972
chr10	38824586	38825294	420220	2928046	131725	132482	131762	16686	99768
chr10	43455001	43456074	126749	102887	144500	92583	92637	1322	21932
chr10	44342562	44343632	200927	6838	156557	117404	22564	555	0
chr10	44654559	44655339	98245	45446	99907	147895	15615	1746	2804
chr10	44868879	44870024	113525	5074	9989	56743	9912	2886	36059
chr10	45578367	45580018	88335	283997	80634	81283	23463	9212	103835
chr10	46894882	46895705	788609	73925	671856	55711	55711	55542	179447
chr10	47322958	47323552	1216685	184434	332037	287004	53966	53931	166692
chr10	47636830	47637843	1530557	43450	17746	17781	2040	7044	310211
chr10	47716138	47716662	1609865	26909	59669	60134	44774	19532	231392
chr10	50171013	50171726	0	256289	223422	89530	17770	12389	0
chr10	50340807	50341338	148542	86677	53810	2758	2718	110	7008
chr10	50757953	50758915	13502	61939	9898	10729	0	2516	42600
chr10	50863902	50864978	119451	1194	104683	48647	6238	1927	148549
chr10	52093636	52095180	7545	84920	27735	27316	8232	5432	6940
chr10	53795300	53795992	337277	273420	272277	134684	27872	8411	12107
chr10	54074887	54076173	616864	0	6198	6646	463	0	4894
chr10	54356940	54357913	898917	281632	288251	219963	46888	0	0
chr10	54405852	54408709	947829	330544	337163	169167	903	0	0
chr10	56477930	56479047	1638731	1645992	1640474	1116585	100694	18662	0
chr10	56614954	56621335	1496443	1783016	1498186	1253609	1066	0	6823
chr10	56969056	56977133	1140645	2137118	1142388	1143983	102575	8418	0
chr10	57794446	57794973	322805	2396701	324548	326143	33232	12931	1857
chr10	58044311	58045561	72217	2146113	73960	75555	33695	0	0
chr10	58610743	58612521	491317	1579153	228117	187909	26999	26616	3107
chr10	59001183	59001918	881757	1189756	618557	578349	7877	2543	5063
chr10	59743833	59746236	222640	445438	278695	190982	78977	4204	0
chr10	60047722	60050651	50689	141023	4966	18758	802	0	15482
chr10	60142505	60143720	145472	47954	347	1336	196	1124	4999
chr10	60926154	60927803	624600	107783	194431	8275	8353	0	47366
chr10	63015129	63016263	457901	310215	310511	30313	27933	1268	8067
chr10	63933530	63937466	79474	90329	65799	21970	5850	8736	21535
chr10	63972613	63973517	118557	54278	29748	13029	12989	15667	12856
chr10	64561307	64587407	0	0	0	0	0	0	0
chr10	64687908	64689620	113932	16290	3370	62366	3495	10325	33692
chr10	66329653	66330390	993359	704887	528239	528279	6022	15572	6532
chr10	66729637	66730885	1393343	1104871	915124	928263	33660	5782	0
chr10	67409261	67410778	2072967	1784495	235231	1274938	148057	9269	4342
chr10	67552031	67552748	2094224	1927265	93261	1132968	19062	1417	9012
chr10	70594384	70595652	45802	410090	5979	6200	704	7188	46142
chr10	72006504	72009677	29272	31406	12413	13180	13180	0	0
chr10	73269603	73271272	180746	369	132330	14427	14619	0	18164
chr10	76248446	76249885	25901	563902	94937	68342	13251	7934	2117
chr10	76249194	76254140	21646	564650	90682	69090	8996	7985	0
chr10	77087939	77089215	94899	31104	32458	6714	6661	6967	0
chr10	77375261	77376562	382221	42092	205858	9079	3657	6856	0
chr10	78689987	78690376	852243	250401	705665	27031	18588	0	810
chr10	78860232	78861103	681516	79674	534938	64507	9889	2158	0
chr10	79019748	79020691	521928	14002	375350	93990	3345	6105	0
chr10	79654930	79655438	28113	32134	21218	21166	2978	4234	9218
chr10	79663480	79664629	36663	22943	20379	29716	4916	3029	7234
chr10	80400296	80400712	597587	41763	332377	332662	9235	7255	0
chr10	81689032	81689596	221933	16437	23748	102368	0	0	791
chr10	82121921	82122893	97798	25068	44799	45243	5357	1273	17739
chr10	82271116	82277008	0	51015	18437	5532	5532	0	0
chr10	83329932	83331337	1049537	832671	527066	67192	0	1847	3727
chr10	83551658	83553965	1271263	1054397	748792	38636	7585	958	0
chr10	84402954	84403531	1500230	1549996	896258	810205	170323	891	9727
chr10	84570204	84571120	1332641	1382407	728669	728568	2734	408	6668
chr10	85290249	85290883	612878	662644	8906	8805	8873	6251	22891
chr10	85756914	85757677	146084	195850	140904	37420	6830	0	5453
chr10	86392361	86395247	118913	23641	91618	91836	24177	5578	3444
chr10	86915565	86925789	642117	58296	575535	382025	99947	2023	6033
chr10	88221379	88222584	376	90274	48363	48015	11435	539	13616
chr10	88851674	88852535	12997	391149	0	1301	1301	272	31363
chr10	89253701	89255101	46358	793176	8832	9435	9435	9259	0
chr10	89438662	89439263	76521	978137	18303	34778	19018	6695	18933
chr10	90710601	90712403	4801	254445	22153	5800	5757	0	12022
chr10	91326955	91327648	23701	48403	75398	42308	13571	3093	14212
chr10	92144667	92146044	490927	371022	332093	34476	12204	2276	15510
chr10	92737482	92738685	78872	120987	14797	14511	0	197	5128
chr10	94212954	94214353	346	246348	117723	17920	7520	0	230
chr10	94549009	94549628	136042	1468	32734	21368	0	0	4480
chr10	94882421	94883698	393219	42710	48103	82625	758	2533	17301
chr10	95961695	95962813	118916	69551	141210	38862	30083	4137	2370
chr10	97362437	97363768	1257	21698	40767	1313	1313	1251	4654
chr10	97384712	97385127	799	43973	29854	23588	23588	11966	3745
chr10	99097081	99105605	10860	141401	1762	2317	1717	3638	0
chr10	101152808	101154031	951	24801	35267	340	304	322	13212
chr10	101434391	101435283	4177	119776	14235	15187	10253	7279	8578
chr10	102127466	102127919	4908	32837	4657	5217	3157	3202	543
chr10	102423127	102424185	102633	4950	66274	6691	6671	2986	0
chr10	102466713	102467471	146219	3210	22988	10173	10189	1464	0
chr10	104650709	104663167	75028	373355	13643	0	0	0	3969
chr10	104662365	104663025	86684	373497	13785	961	961	943	4111
chr10	105673646	105675988	8471	57348	0	1928	0	2280	0
chr10	106638013	106638755	551791	235373	524044	43901	13301	8410	2083
chr10	106958252	106959164	872030	555612	844283	275448	5075	41722	15450
chr10	107217398	107217796	1131176	814758	1103429	534594	129109	15283	9572
chr10	107858643	107861108	1772421	680540	1324670	523617	146419	12169	13909
chr10	109023388	109024718	2600523	481600	161060	282284	43415	0	6029
chr10	109963478	109964500	1660741	1421690	218276	188780	0	0	2409
chr10	111244380	111245444	379797	667542	436423	437732	27260	6696	39877
chr10	112145085	112157609	82877	158527	12227	0	0	0	0
chr10	112277445	112279095	0	37041	13679	9635	9406	14071	0
chr10	113584010	113591043	314499	396280	351549	41246	41373	2042	0
chr10	114531726	114533380	32840	82634	176170	50582	28505	1515	0
chr10	114860022	114860564	361136	0	147704	5838	5858	3816	3763
chr10	115049383	115051423	400403	16901	337065	9073	9207	5643	18466
chr10	115219944	115220332	231494	5273	218181	60821	5460	0	10304
chr10	115442586	115443365	8461	60695	367	2902	0	0	0
chr10	115636948	115638372	13182	107498	19434	22464	0	314	0
chr10	117291243	117292881	556206	344624	437303	176207	113879	25712	17765
