Chr	Start	End	DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	105617403	105618170	1	767	106.178	70.2914	266.693	284	3.17361	27.8238	29873	12096	87328	62106	1546962	2044893	1522545
chr1	106137720	106138501	1	781	112.759	40.5861	162.25	0	5.8803	7.67552	1374	5988	426547	64388	1420677	1543767	2042862
chr1	106302149	106303351	1	1202	279.778	75.76	74.9876	94.6	7.44158	14.3916	115	1014	261697	228817	1255827	1378917	2207291
chr1	106503698	106504217	1	519	0	37.6193	86.7981	0	1.30592	45.4295	29206	5608	60831	60899	1054961	1178051	2408840
chr1	106973491	106974177	1	686	65.5844	9.9077	0	233.4	3.74997	0	10166	2865	64975	63682	585001	708091	2264461
chr1	107346189	107346802	1	613	185.143	352.461	0	229.8	12.2348	35.4993	0	895	32580	819	212376	335466	1891836
chr1	107631122	107631915	1	793	164.906	444.044	27.5465	127.1	7.80636	7.67552	35280	11297	30918	7630	29899	50353	1606723
chr1	107839060	107839835	1	775	345.56	203.655	0	231.7	4.96105	6.71608	0	0	16967	10076	154010	156323	1398803
chr1	108565500	108566637	1	1137	55.8845	147.074	0	638.6	3.21009	7.67552	18386	24246	6160	6116	56982	22829	672001
chr1	109065490	109066929	1	1439	208.372	118.892	0	302.5	6.26697	29.167	1351	3172	27267	9527	34791	165948	171709
chr1	109093017	109093738	1	721	208.49	0	0.69264	410.2	26.1185	16.5983	1171	4795	458	478	7982	193475	144900
chr1	109242456	109244493	1	2037	5878.43	574.847	387.717	1595.9	36.2959	63.3231	20699	2173	6372	1703	4698	342914	0
chr1	109313727	109315320	1	1593	359.877	55.1733	52.6431	32.7	17.8452	6.71608	1429	3239	24403	23563	23290	414185	884
chr1	111733082	111735241	1	2159	9343.57	789.877	766.242	836.5	175.891	199.18	11697	2456	11255	0	3215	454341	0
chr1	112044402	112045302	1	900	243.98	68.5515	0	458	12.0743	30.846	1368	2403	5094	954	3024	289616	29420
chr1	112646352	112648016	1	1664	96.2456	162.504	0	424.6	10.265	1.48713	17509	2306	14486	14260	113192	34302	337235
chr1	113958501	113959366	1	865	167.494	95.3556	0	550.1	8.29517	16.3585	58727	5473	25457	7189	23566	566163	273088
chr1	118594006	118595006	1	1000	215.725	0	0	60.5	5.13615	19.2368	0	112	84202	3495	119508	59251	88213
chr1	118861370	118862382	1	1012	0	0	0	194	5.2091	0	11715	6345	70302	15774	386872	206995	355577
chr1	118929690	118930265	1	575	59.7649	221.915	25.3984	0	5.61766	13.4322	14717	4146	138622	51386	455192	275315	423897
chr1	119737365	119738072	1	707	0	0	0	482.5	12.658	7.67552	34512	2006	27024	27044	53104	189780	29862
chr1	121351688	121360457	1	8769	1585.04	2136.97	759.035	108328	892.479	2116.77	294151	90092	150944	90184	212919	986829	858262
chr1	121362562	121363446	1	884	0	0	0	502.9	11.3812	0	305025	100966	161818	101058	223793	997703	869136
chr1	121365201	121366296	1	1095	0	0	0	241.6	6.36182	7.67552	307664	103605	164457	103697	226432	1000342	871775
chr1	121394551	121396070	1	1519	0	0	0	0	0	2.15874	337014	132955	193807	133047	255782	1029692	901125
chr1	121398609	121399548	1	939	0	0	0	0	0.817113	0	341072	137013	197865	137105	259840	1033750	905183
chr1	121399874	121401943	1	2069	0	0	0	0	0	0	342337	138278	199130	138370	261105	1035015	906448
chr1	121403855	121405497	1	1642	0	0	0	3	0.65661	0	346318	142259	203111	142351	265086	1038996	910429
chr1	121430225	121431076	1	851	0	0	0	0	0	0	372688	168629	229481	168721	291456	1065366	936799
chr1	121441491	121442448	1	957	0	0	0	0	0.313714	0	383954	179895	240747	179987	302722	1076632	948065
chr1	121444672	121446473	1	1801	0	0	0	0	2.1887	6.71608	387135	183076	243928	183168	305903	1079813	951246
chr1	121467540	121468733	1	1193	0	0	0	0	0	0	410003	205944	266796	206036	328771	1102681	974114
chr1	121478467	121479501	1	1034	0	61.8593	161.522	17560.9	26.5563	292.534	420930	216871	277723	216963	339698	1113608	985041
chr1	121484029	121485504	1	1475	703.445	747.719	641.37	3.46E+06	119910	144457	426492	222433	283285	222525	345260	1119170	990603
chr1	142535455	142543013	1	7558	3251.8	2729.53	1262.61	80203.7	596.041	808.808	149414	0	1200479	60968	1200252	2495942	1470946
chr1	142714594	142715195	1	601	0	0	0	0	0	0	7466	58826	1028297	95630	1028070	2323760	1298764
chr1	142783229	142784545	1	1316	224.873	0	0	2153.1	10.0388	14.3916	26214	12398	958947	106431	958720	2254410	1229414
chr1	142966335	142967768	1	1433	105.738	0	0	0	0.751454	0	209320	169098	775724	12695	775497	2071187	1046191
chr1	144612716	144613338	1	622	422.954	0	0	0	4.3774	23.0266	88025	39747	18932	18932	17904	425617	252747
chr1	144860560	144861081	1	521	211.477	16.842	0	686.3	8.64537	3.11818	79548	461	47395	46975	66692	177874	5004
chr1	148205764	148207190	1	1426	0	0	0	0	0	0	8678	34252	29300	29280	29152	343727	1079435
chr1	148681928	148682464	1	536	0	0	0	71.4	2.1814	6.71608	10759	364344	125144	76676	124848	130884	1213801
chr1	149033228	149035789	1	2561	1171.9	315.561	465.7	20178.3	100.016	99.0143	0	11019	104924	104924	180198	482184	860476
chr1	149209920	149210513	1	593	72.6621	747.767	71.5104	1112	5.3842	0	0	5380	4969	4963	5474	658876	685752
chr1	150715818	150717348	1	1530	820.462	107.994	7.27904	12.8	8.17844	13.9119	9852	8183	20888	18808	18319	395513	56
chr1	150937045	150938969	1	1924	8740.19	698.328	328.844	511.7	49.7273	68.3122	10392	5688	13087	7507	6342	173892	0
chr1	151260230	151261607	1	1377	6736.45	400.073	337.835	724.5	296	187.762	22930	987	4706	0	3727	142303	0
chr1	151262109	151265958	1	3849	26644.4	1485.48	1021.1	4768.3	756.612	593.893	18579	0	6585	0	5606	144182	0
chr1	151316349	151317023	1	674	5081.78	260.136	1706.49	126.3	45.7001	34.6358	6922	1582	2753	1633	82	198422	0
chr1	153229055	153229529	1	474	41.568	0	0	0	8.28787	15.0632	0	1016	133478	3727	3671	49294	379400
chr1	153614722	153618528	1	3806	17647.4	1448.41	489.888	2137.2	158.447	200.811	0	2725	7758	7798	6153	39911	0
chr1	153744912	153746100	1	1188	7656.08	110.949	319.751	1629.2	89.9337	62.6515	11403	0	10116	1956	1444	86290	0
chr1	153916383	153917139	1	756	2879.3	463.084	6650.11	259.5	101.702	92.9698	2422	1711	1377	557	0	248085	0
chr1	153963272	153964706	1	1434	4221	316.893	80054.1	742.5	1310.53	747.884	0	0	0	0	0	200518	0
chr1	154548396	154553197	1	4801	18045.1	1554.29	711.011	3257.5	650.401	491.809	724	5750	16332	7852	16027	6664	0
chr1	154686434	154687134	1	700	3327.58	303.964	66.0987	1841.4	76.6556	72.8215	2457	11405	44030	6142	45709	144702	0
chr1	155779066	155780058	1	992	491.594	0	0	988.7	9.80537	22.5948	0	3426	46918	46918	46154	271206	2058
chr1	156218297	156218816	1	519	773.301	0.49483	203.309	0	48.611	65.3379	6667	1044	2593	2573	2199	97684	39
chr1	157005383	157006074	1	691	65.611	0	0	259.1	6.36912	11.0815	0	3961	9366	9462	7530	111842	57561
chr1	157315871	157316575	1	704	0	714.384	0	319.9	1.45913	2.3986	0	790	56592	16961	158791	51986	210177
chr1	160181345	160187266	1	5921	30036.1	2504.94	1365.5	4911.3	208.423	274.4	7994	1150	5291	4512	4020	81159	0
chr1	160953922	160954779	1	857	105.738	237.806	162.208	303.4	7.16434	6.86	4372	571	28837	5417	28056	275471	12076
chr1	163028922	163029671	1	749	119.53	0	70.3966	71.9	0.109435	7.67552	0	9334	107091	11965	236177	339141	240907
chr1	163684338	163685113	1	775	105.738	231.744	0	359.6	16.3058	28.7832	14112	12473	392634	49709	391271	92240	379682
chr1	165498441	165499407	1	966	170.852	454.035	0	515.3	15.6565	6.71608	5981	3105	68029	2036	67406	30643	130800
chr1	165551594	165552891	1	1297	30.6116	220.755	85.942	655.6	11.8117	14.3916	12862	720	14545	9365	13922	11971	77316
chr1	165789142	165790088	1	946	310.417	430.757	170.411	9.5	18.3924	6.71608	8379	1337	6608	6628	6126	249519	44865
chr1	166432535	166433571	1	1036	27.4825	271.942	0	0	3.45815	14.3916	12853	495	25785	25285	24900	74017	376544
chr1	168318130	168318901	1	771	0	0	0	0	0	0	33143	4983	5906	306	196	211224	83643
chr1	169323774	169324763	1	989	333.368	84.5055	108.387	69.4	5.77816	13.3362	15090	5273	12233	5788	11643	731158	20959
chr1	171064635	171066071	1	1436	105.738	118.892	0	164.5	7.36862	7.67552	10913	4252	76214	31374	154297	10921	394415
chr1	172593400	172594262	1	862	317.215	470.537	110.951	26.6	5.95326	20.9638	5435	1782	13886	2634	14062	132594	13535
chr1	172663035	172664305	1	1270	182.235	545.868	55.8581	407.3	11.1624	5.27692	16617	3190	2431	2431	54412	62551	83170
chr1	173490547	173491012	1	465	90.8076	508.636	137.286	123.1	9.92211	14.3916	19202	10976	43903	14649	42822	146368	31911
chr1	174995291	174996554	1	1263	207.021	230.314	77.064	209.5	11.1259	16.7422	6166	2381	2402	2402	2106	304575	8299
chr1	175200157	175201084	1	927	211.476	68.3631	0	0	16.1015	87.0212	0	4912	42572	0	37735	100045	63957
chr1	175978229	175979324	1	1095	1047.76	159.857	33.4204	428.9	15.4814	65.2419	3291	5815	112472	39951	194772	205966	1980
chr1	176101434	176102520	1	1086	692.796	31.6915	17.2945	236.4	18.7572	17.0301	6696	603	9490	9550	71576	329171	13209
chr1	177117976	177119276	1	1300	0	683.67	211.955	23.6	6.63176	2.97427	28872	2608	31620	20640	20876	14785	1002128
chr1	178131051	178131923	1	872	0	118.892	0	430.4	9.54273	7.67552	10799	5813	61247	17927	67386	68510	901623
chr1	180107638	180108490	1	852	355.844	425.162	135.655	687.9	12.2275	28.7832	32451	15896	15186	15426	14478	92754	26548
chr1	182415750	182416541	1	791	0	35.8867	39.6601	265.6	9.09769	14.4396	0	336	19386	201	53908	131736	58361
chr1	182689802	182690338	1	536	194.142	229.096	139.934	0	3.10795	17.4138	12390	2002	3099	2218	68010	9410	118463
chr1	183222102	183222655	1	553	93.9309	222.682	79.3816	154.2	13.9493	17.4138	1777	6372	28081	28061	216725	76843	117855
chr1	185694876	185695394	1	518	99.3002	212.322	0	415.5	4.15123	0	31367	3253	4847	4792	7797	7745	419299
chr1	185974022	185974766	1	744	0	212.954	19.1295	0	4.76407	12.9524	20269	6076	6210	4506	269178	270723	307084
chr1	186826040	186826910	1	870	285.922	162.912	32.1376	340.9	14.1171	17.5098	6083	2786	7566	7236	26490	1122741	81795
chr1	187729871	187730486	1	615	0	0	72.6921	15.5	3.31953	14.3916	4752	5567	224890	15767	490032	2026572	821030
chr1	189531019	189532120	1	1101	21.1476	0	236.4	69.9	10.98	6.3323	0	5162	552095	21056	2291180	3069313	2622178
chr1	191545628	191546408	1	780	0	108.875	60.3093	7.1	5.64684	13.1443	5517	9929	900368	14580	968126	1055025	1417389
chr1	191617933	191618736	1	803	41.6489	321.495	110.951	29.1	12.2421	57.5664	7470	3400	828040	53369	895798	982697	1345061
chr1	192191768	192192633	1	865	105.738	83.1414	123.194	44	5.48634	18.0375	11281	5050	254143	28281	321901	408800	771164
chr1	192747751	192748147	1	396	0	68.3065	0	0	0.642018	14.3916	0	9502	29869	26889	27983	146200	215650
chr1	193130455	193131768	1	1313	253.719	19.7926	0	546.2	15.2115	6.71608	14801	3339	20326	20350	36849	528904	3582
chr1	194272495	194273290	1	795	215.154	70.3447	0	0	4.08557	6.71608	19248	3491	13432	13411	151934	1670944	1040274
chr1	194450103	194451362	1	1259	75.3957	0	0	69.5	2.84531	0	0	11190	2739	2739	329542	1848552	1217882
chr1	195540603	195541278	1	675	0	0	0	0	2.33461	0	17925	6985	375743	33532	1420042	2335421	1510654
chr1	195959504	195960275	1	771	114.826	0	61.9338	69.9	9.88562	10.0741	54679	5982	643975	41897	1050706	1916424	1091657
chr1	197421901	197423394	1	1493	132.607	435.896	256.121	740.1	16.4663	24.1779	4291	2854	52478	26868	250305	453305	56217
chr1	197962153	197963372	1	1219	172.986	500.263	66.9595	62.9	10.9946	56.3192	77075	3275	7897	7904	63768	70233	218010
chr1	198810721	198811468	1	747	51.6342	144.617	88.0218	375.9	3.34141	11.7052	16117	6010	42249	11057	92185	918801	85404
chr1	199447548	199448268	1	720	20.2446	16.8242	115.541	554.1	5.46445	0	525	1721	19888	14704	540664	418310	722231
chr1	201850728	201851200	1	472	339.451	67.9289	31.125	411.2	20.8875	21.7793	0	647	13916	656	6583	5192	4912
chr1	202173383	202174629	1	1246	295.128	589.34	77.7144	714.8	16.0797	42.5032	45294	372	30980	11159	42853	10770	45929
chr1	202593586	202594755	1	1169	400.682	637.434	74.9613	16021.8	193.474	118.491	0	0	58278	0	180692	18757	103987
chr1	203276889	203277731	1	842	4282.13	252.729	23100.8	2035.6	51.3761	22.4509	1691	0	2225	265	0	32817	0
chr1	203278253	203279582	1	1329	3786.33	250.979	4012.91	2814.3	121.918	216.833	0	1324	3589	1629	0	30966	343
chr1	204164300	204164857	1	557	310.641	534.774	173.835	555.3	4.07828	7.67552	0	0	11454	4610	43217	7372	202479
chr1	206321087	206321881	1	794	23.2981	653.615	0	384.3	4.14394	9.40251	12450	10433	29063	7115	14574	3282	38930
chr1	206696484	206698169	1	1685	302.503	134.755	91.8216	621.9	13.0446	28.7832	4127	347	15620	6690	14703	378679	21608
chr1	206757553	206758671	1	1118	7517.5	214.373	108.244	2333.8	108.997	52.6733	5376	255	3989	2227	3487	400078	0
chr1	206758858	206759642	1	784	3448.43	165.363	83.3614	501.8	31.5684	13.624	4405	0	5294	3532	4792	399107	0
chr1	207688273	207688826	1	553	374.097	208.524	0	190.1	16.2037	8.25118	0	7053	18337	15189	16482	379455	7282
