Chr	Start	End	DSBType	Size	Sum_H3K36me3	Sum_H3K27me3	Sum_H3K4me3	Sum_CTCF	Sum_DNaseIHSS1	Sum_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	4363077	4363415	1	338	121.765	105.517	0	4406.6	12.213	8.15524	0	7657	275253	40963	544854	836361	554836
chr1	5135319	5136128	1	809	29.0466	0	0	226	11.2791	18.3733	0	777	433928	266924	914997	356566	787155
chr1	5446902	5447708	1	806	371.113	598.58	114.759	1434.5	11.9649	0	0	1753	122348	9161	603417	44986	475575
chr1	5559304	5559711	1	407	43.2146	125.828	0	0	0	0	13132	7513	10345	10345	491414	1152	363572
chr1	6253392	6253714	1	322	557.007	55.206	78.3366	1178.9	75.8385	106.594	0	2345	5942	5942	4145	15550	0
chr1	6788726	6789158	1	432	248.257	101.998	0	659.8	13.2781	21.1077	0	0	14618	8422	26764	201658	45136
chr1	6802386	6803029	1	643	188.474	121.582	70.1384	166	25.6297	3.07021	5750	2122	747	307	40424	187787	58796
chr1	8921213	8923559	1	2346	16915.7	928.713	579.612	21925	318.835	315.464	6684	0	12023	0	10663	107388	0
chr1	9112841	9113843	1	1002	419.387	0	123.881	215.8	10.9143	8.82685	4543	6457	15920	13733	14866	81730	12292
chr1	9175979	9176549	1	570	218.349	384.078	201.868	273.7	7.86473	2.20671	0	697	4875	3327	5304	82050	30455
chr1	9183058	9184055	1	997	59.7829	0	71.1892	268.2	22.3247	13.2882	0	943	5157	774	420	74544	22949
chr1	10247484	10248492	1	1008	155.389	0	0	274.6	4.23878	0	35950	13298	21944	1364	21275	531176	7153
chr1	14806875	14807479	1	604	95.6743	217.611	0	0	12.1108	0	4539	4862	36417	139	117601	104068	676035
chr1	17176187	17176752	1	565	0	44.5881	0	0	0.131322	0.863496	0	29686	45484	21999	39019	64898	137636
chr1	17734810	17737311	1	2501	23755.3	1081.79	600.444	2062.2	183.785	209.206	0	0	20831	1906	20755	18918	0
chr1	19853559	19854331	1	772	0	248.695	0	291.6	11.2353	15.6389	0	7443	41055	21158	40003	113421	43448
chr1	21038868	21039670	1	802	31.6866	179.647	57.3812	57	10.0607	17.126	10144	1724	15364	4366	15109	6220	25018
chr1	21506084	21506939	1	855	78.9368	191.539	0	226.5	11.7752	41.9755	0	177	2520	1780	2097	323768	13070
chr1	23411572	23412021	1	449	850.096	129.714	0	376.9	21.0699	21.3955	2520	1665	28455	28455	51717	132804	0
chr1	24029884	24030832	1	948	1187.15	255.649	50.5821	227.7	19.5743	19.2368	8247	3431	11560	10560	8246	218234	284
chr1	24926067	24926786	1	719	260.939	60.437	0	575	100.396	33.5804	12383	1394	42790	0	41403	5312	47670
chr1	25226758	25229650	1	2892	12501.4	998.016	2029.74	3587.2	1154.16	1089.4	12720	0	20466	0	21684	150707	0
chr1	25328198	25329358	1	1160	76.5936	215.049	90.9634	124.3	35.4934	18.5652	0	1503	19618	254	19736	50999	39759
chr1	26726070	26726704	1	634	0	3.96308	110.951	74.8	2.04279	6.71608	0	1443	20948	3042	31408	6685	37647
chr1	26794989	26796945	1	1956	6926.59	762.227	741.145	14100.2	140.836	183.061	0	0	1611	0	902	56302	0
chr1	26814730	26815423	1	693	78.1541	0	0	41.6	12.1327	34.7797	10614	11308	11373	11373	11120	76043	10340
chr1	27813426	27814561	1	1135	327.945	0	3815.66	656.2	16.8238	63.8507	0	0	2095	640	0	474539	42672
chr1	28118143	28119093	1	950	334.773	0	68.6326	125.3	3.12254	7.67552	0	3301	17514	17679	16697	779256	105
chr1	28833003	28833944	1	941	3463.85	278.324	73030.5	1547.3	489.576	276.271	0	44	539	0	0	300574	0
chr1	30196080	30196824	1	744	198.997	181.876	0	482.6	5.20181	19.4287	7177	1637	16014	10996	609463	8614	651529
chr1	30243125	30244876	1	1751	206.879	129.319	7.29318	102.1	17.5242	30.7021	0	2778	63059	21320	656508	2299	698574
chr1	30246765	30247304	1	539	28.6981	191.254	28.952	0	0	0	0	6418	66699	18892	660148	5939	702214
chr1	31002721	31003186	1	465	146.764	150.363	0	199.7	7.3978	20.1962	0	2893	117182	78037	70048	7350	191631
chr1	31127942	31128672	1	730	322.2	120.872	29.0768	242.7	8.71832	0	0	15935	62364	52344	54365	5365	66145
chr1	31205082	31208027	1	2945	15022.4	664.03	1127.01	4412.1	783.671	431.316	0	0	12778	0	8080	46397	0
chr1	31305170	31305883	1	713	0	282.579	0	0	3.14443	6.71608	3860	183	7686	7666	7801	4767	75897
chr1	31589948	31591068	1	1120	144.845	18.8246	0	251.8	6.25239	30.7021	0	8642	36768	36748	36360	119969	57578
chr1	31724561	31725197	1	636	61.9509	43.3015	0	365.3	7.52913	25.5211	0	19959	36279	12357	12175	12699	6203
chr1	31904598	31905057	1	459	84.1139	143.4	0	860.4	38.8859	23.5543	9249	2270	8014	8014	7714	17497	63451
chr1	31967610	31968179	1	569	0	40.8224	0	0	0	0	1690	4092	11306	3497	46626	74117	124595
chr1	32795292	32798155	1	2863	13602.9	817.705	420.028	3254.5	216.915	226.428	44472	0	2693	2701	1046	131755	0
chr1	32798458	32801074	1	2616	8803.71	1150.87	50966.7	24711.9	1373.29	775.468	41553	0	0	0	0	128836	0
chr1	33046484	33047110	1	626	261.089	39.8369	110.951	675.6	5.96056	11.7531	0	4980	30726	30726	30501	116440	24557
chr1	34854009	34854587	1	578	315.376	299.387	0	267.3	4.10016	0	15379	0	27510	25905	224538	92134	458773
chr1	35458184	35458553	1	369	0	0	0	17.7	2.15952	0	22264	4606	7180	7180	6439	63655	202
chr1	35460427	35461107	1	680	156.608	118.892	0	625.9	5.57388	13.4322	19710	6849	9423	9423	8682	65898	2445
chr1	35654561	35657032	1	2471	15348.3	1517.69	54659.9	4181	128.834	178.024	3663	0	604	144	0	260032	0
chr1	36868833	36869902	1	1069	105.738	182.307	0	662.4	9.04663	0	5674	1769	5209	2009	4838	71466	8932
chr1	37009416	37010986	1	1570	264.964	278.535	0	0	6.28157	12.5207	11718	585	8510	8530	78766	9397	81114
chr1	37946053	37949749	1	3696	25836.8	1150.59	2048.74	2804.6	553.479	396.249	0	330	589	569	0	75322	0
chr1	37951126	37951794	1	668	1368.2	365.616	273.765	1067.9	182.691	76.4674	0	0	1296	1282	5052	80395	990
chr1	40426988	40427433	1	445	314.023	0	9.60746	0	9.7397	21.7793	0	526	5303	624	434	322613	30
chr1	40960241	40960596	1	355	224.848	0	0	277.6	9.06122	0.527692	2730	11924	13700	13700	13182	782851	3915
chr1	42010300	42011580	1	1280	705.292	188.032	273.862	76.6	25.0606	4.55734	21729	955	28296	28276	27769	82313	37975
chr1	42359301	42359772	1	471	81.9346	92.1819	54.4791	125.3	6.60987	0	40290	404	1877	1997	1587	57269	285237
chr1	42789672	42790187	1	515	362.522	0	0	149.6	5.3842	20.2922	2317	354	10729	9151	8671	175987	21371
chr1	43273747	43274399	1	652	1007.49	0	0	323.1	9.68864	7.67552	0	196	8217	7537	7472	204859	22378
chr1	44382877	44383425	1	548	0	57.656	0	137.3	12.6069	14.7754	0	3232	28791	12520	15715	188468	6872
chr1	45103977	45106077	1	2100	10543.7	877.807	521.192	1829.3	58.7155	88.0766	2169	1034	5913	5933	5102	26158	0
chr1	45260472	45262443	1	1971	246.699	118.892	19.1563	856.7	38.0542	70.8067	0	0	3353	876	3080	182653	5234
chr1	45282001	45282840	1	839	343.493	83.4733	0	64.6	10.1264	30.2224	11659	0	2311	2036	1896	204182	9199
chr1	47241618	47242525	1	907	0	0	0	370.6	2.72858	0	23830	22818	56654	50474	56275	22893	60294
chr1	48948615	48949900	1	1285	0	91.0539	29.5546	223.2	4.99753	0	0	3558	10591	10591	10122	28317	1047736
chr1	49635632	49636483	1	851	221.758	306.77	0	70	8.05441	24.8495	9892	2509	671479	76636	697139	386387	1268904
chr1	50413475	50414511	1	1036	0	84.2154	0	51.3	1.16731	15.8308	0	1213	303065	33751	384337	155004	490876
chr1	50631080	50631522	1	442	0	190.81	0	349.2	2.11574	18.0855	0	20247	86054	32772	167326	55405	273865
chr1	51867462	51867914	1	452	212.396	0	0	366.3	0.627427	0	31441	5798	8558	7591	56808	56310	634
chr1	53262364	53263502	1	1138	373.839	41.6123	31.426	477.5	9.94399	39.0972	11232	4256	44874	44854	44374	162785	11540
chr1	56127697	56133583	1	5886	1268.86	1141.81	221.902	1118.9	108.384	129.428	0	17945	384233	0	445505	73729	491458
chr1	57830256	57831331	1	1075	199.035	435.175	0	139.5	10.1556	33.8682	6403	6090	56959	1888	590206	444831	1114435
chr1	58071941	58072594	1	653	134.193	322.463	5.31024	133.1	8.79128	35.6912	1775	830	298644	59071	831891	203568	873172
chr1	59194437	59197392	1	2955	888.853	490.937	195.252	499.4	56.8843	53.7286	9111	0	1993	1993	28375	510399	40819
chr1	59516659	59517569	1	910	0	74.2233	0	403.8	8.06901	6.71608	0	3957	3975	3995	24210	832621	363041
chr1	60529892	60530882	1	990	36.7784	284.379	0	71	2.04279	22.0671	0	12865	184414	8514	248545	14636	197602
chr1	60551291	60551756	1	465	0	14.783	0	228.5	2.58266	6.71608	19824	633	205813	11747	269944	5655	219001
chr1	60736081	60736833	1	752	8.3619	139.18	17.548	89	11.6147	13.4322	0	2489	390603	0	454734	190445	403791
chr1	62336781	62337251	1	470	105.738	0	0	115	1.02139	7.09986	29191	5047	128577	1137	127715	357824	150112
chr1	63887567	63888272	1	705	100.897	0	3.92496	0.2	8.87883	6.71608	5061	3982	54243	18983	53367	102507	15597
chr1	65767578	65768223	1	645	134.857	166.02	0	44.3	1.40077	1.29524	18627	3848	7322	6840	35595	299850	122884
chr1	65814431	65814976	1	545	312.617	6.93539	0	0	4.61815	2.59049	20414	2938	38738	38767	70154	346703	76131
chr1	66906829	66907422	1	593	586.483	192.458	35.5227	69.4	21.1064	66.2014	24718	2054	1885	1625	2900	153281	71659
chr1	67201638	67202677	1	1039	73.5568	118.892	148.445	0	14.5403	14.9673	28578	308	86671	2399	15479	13109	203798
chr1	68175242	68176220	1	978	266.471	755.669	336.599	1321.7	18.2975	22.9306	37282	7131	24258	22139	21499	90578	20502
chr1	68458722	68459141	1	419	0	103.044	0	0	5.85842	20.9158	52086	3973	167567	2933	159811	112907	303982
chr1	69363526	69364414	1	888	201.362	97.071	69.9934	91.5	3.05688	6.71608	5651	1873	400642	335915	400203	574123	1208786
chr1	70381495	70382236	1	741	243.409	383.246	144.229	152.3	7.66045	48.02	5182	12996	117116	50560	287756	769977	232759
chr1	71112029	71114397	1	2368	506.349	551.257	110.951	439.4	14.4454	28.7832	0	3266	136045	27159	233136	37816	212591
chr1	71267062	71267579	1	517	105.738	118.892	0	13.6	6.36182	0	6531	5194	108227	55838	277026	114713	258430
chr1	72393520	72394332	1	812	105.738	116.911	0	190.3	2.26165	12.6646	0	5286	354224	221860	248792	348433	855867
chr1	73588214	73588553	1	339	0	0	0	412	2.8526	0	0	0	839510	16488	838837	840070	1588320
chr1	73666812	73667524	1	712	229.971	0	154.912	241	5.66873	14.6794	0	545	796652	20016	917435	918668	1509349
chr1	74405433	74405992	1	559	39.0429	133.133	97.6046	183.6	3.82292	0.575664	993	3820	58184	58184	256861	535264	770881
chr1	74437265	74438131	1	866	4.401	350.679	41.2541	154.7	0	0	24145	1948	26045	26045	224722	503125	738742
chr1	74793033	74793680	1	647	121.369	397.327	0	0.5	12.14	25.4252	6791	777	71396	69036	128028	147576	383193
chr1	75275745	75276837	1	1092	274.551	229.863	0	93.7	13.9785	37.2263	25802	653	1139	359	427	3860	50305
chr1	75745415	75746442	1	1027	262.906	330.905	72.8471	317.6	5.39878	0	32242	1071	58494	13711	93955	132141	452957
chr1	76350591	76352667	1	2076	173.127	210.687	0	210	11.8919	38.4735	15700	12473	21829	21809	93790	242358	87496
chr1	76371852	76372424	1	572	32.1811	118.892	110.951	42.7	10.7538	29.3109	0	1905	2072	2052	115051	222601	108757
chr1	76395763	76396196	1	433	2.73336	47.4652	0	82.3	12.8112	6.71608	5622	3910	21119	6620	138962	198829	132668
chr1	77315276	77316008	1	732	180.043	413.111	72.7125	0	13.9931	14.5355	24374	2855	21288	17133	17879	17559	710526
chr1	77436823	77437302	1	479	416.063	644.061	0	585.6	19.0709	148.713	1091	957	0	0	102670	47777	589232
chr1	77832929	77834137	1	1208	68.2535	170.808	110.951	88.7	1.86769	13.2403	0	1649	91519	2619	45433	37183	192397
chr1	77909561	77910629	1	1068	290.063	187.001	8.31168	249.6	3.47274	12.8565	1550	1281	15027	14731	29314	29445	115905
chr1	77940806	77941416	1	610	53.6324	221.738	0	28.3	4.81514	10.0741	7861	2817	15002	15298	60559	432	85118
chr1	78792829	78793662	1	833	105.738	475.107	110.951	410.1	4.33362	13.4322	71993	1555	212485	5434	183836	281703	300614
chr1	79782978	79784395	1	1417	211.476	162.402	247.95	86.7	8.49215	0	3962	7437	57189	6086	263934	620192	652365
chr1	80036655	80038424	1	1769	0	211.004	0	127.3	14.7372	15.3511	14620	14505	51291	51331	517611	873869	906042
chr1	81165479	81166323	1	844	58.2813	0	0	70.1	1.88228	15.3511	33061	8548	59855	22113	537112	1100697	2034866
chr1	82212367	82213038	1	671	0	118.892	110.951	0	12.9717	29.7426	0	1945	64677	52978	440317	53982	2742542
chr1	82464223	82464913	1	690	0	282.346	0	75.7	2.80153	13.5281	12889	0	316533	153748	692173	197085	2490667
chr1	83833842	83834330	1	488	211.476	118.892	0	0	3.06418	0	40474	129084	132486	29566	324212	979571	1121250
chr1	83909412	83910197	1	785	105.738	0	0	91	5.7271	26.8643	2699	53217	56619	37548	248345	903704	1045383
chr1	84357772	84358742	1	970	119.53	126.819	56.6233	187.9	8.79857	14.3916	52089	1708	12366	8711	30916	455159	596838
chr1	85452791	85453462	1	671	754.88	0	150.74	253	32.0134	47.5403	0	608	16987	1014	1061	93111	15853
chr1	87262893	87263861	1	968	0	96.1047	0	0	0.379375	3.45398	90903	1388	22689	803	41272	350148	52024
chr1	89746185	89746477	1	292	0	194.46	43.0165	0	1.69259	0	14609	3523	239021	6259	80849	205480	225863
chr1	90535872	90536266	1	394	0	228.155	0	21.3	4.58897	1.00741	20407	17470	56890	23926	73603	327479	46151
chr1	90800225	90800979	1	754	317.215	237.808	0	195.5	9.00284	59.4853	91398	1239	22737	22757	337956	370888	310504
chr1	90843737	90845128	1	1391	314.211	357.373	0	325.6	16.3715	21.1077	47249	10167	19873	19553	343753	326739	354016
chr1	91358443	91359156	1	713	516.554	46.514	0	12.1	17.9109	15.8787	2655	5552	41159	25930	40870	166288	8907
chr1	91505752	91506319	1	567	422.954	97.0955	0	247	2.6848	6.71608	33245	11074	17988	13488	17412	162640	49369
chr1	91544274	91544930	1	656	65.2232	110.2	0	129.6	11.5709	0	11666	14015	56510	15050	55934	124029	87891
chr1	91634002	91635208	1	1206	99.8044	112.465	100.949	99.8	8.9226	28.7832	7560	1075	2947	2918	113273	33751	177619
chr1	91742623	91743878	1	1255	275.485	338.248	0	1157	17.1302	30.9899	3479	510	111568	518	4603	73504	231513
chr1	91924507	91926469	1	1962	123.341	374.673	205.849	384.9	9.87832	4.70126	26416	7631	39887	17877	39433	11733	48922
chr1	91934090	91934602	1	512	0	141.295	0	0	0.124026	3.5979	32029	17214	31754	27460	31300	3600	40789
chr1	93200913	93201621	1	708	285.029	0	0	232.8	11.1186	0	0	0	13054	13115	47829	705565	98883
chr1	93286567	93287267	1	700	211.476	98.0862	75.7528	0	4.07098	0	12405	2051	10269	10289	10103	627197	13237
chr1	95863184	95863624	1	440	105.738	0	0	192.3	8.47027	7.67552	2903	11133	163420	25718	162591	710347	152999
chr1	96730649	96731721	1	1072	34.9395	0	140.028	13.5	6.24509	11.1295	4289	25680	455495	15941	454957	1577812	467237
chr1	97359695	97360179	1	484	190.715	125.806	130.504	0	2.48052	5.27692	27166	2400	72039	48431	170556	2206858	66865
chr1	97788642	97789378	1	736	57.8019	156.48	0	47.2	7.68233	7.33972	3247	32	138178	51992	184166	1940664	495812
chr1	99577117	99577878	1	761	0	0	0	276.6	3.91777	29.7906	30445	5268	26773	25307	449186	152164	597684
chr1	99873402	99873851	1	449	0	118.892	9.94734	26	3.40708	0	38160	12965	21865	73185	349581	142851	301711
chr1	101152118	101152909	1	791	304.342	73.7619	72.724	707.2	9.77619	7.67552	10009	3262	32351	2814	32093	147570	186186
chr1	101718588	101719647	1	1059	78.7016	99.5398	68.3063	152	5.42067	45.0937	45994	343	4884	3889	6285	714040	10485
chr1	102017379	102019965	1	2586	274.228	277.119	0	105.4	23.244	88.2685	0	841	13238	13211	113335	1012831	150225
chr1	102103362	102103818	1	456	0	184.286	94.1171	0	3.90318	7.67552	3615	14621	70011	69888	199318	1098814	236208
chr1	102558701	102559699	1	998	74.1001	11.0507	0	69.4	4.42117	0	46456	8701	525350	96057	654657	1012631	691547
chr1	102636087	102637175	1	1088	128.183	205.494	0	69	15.2625	7.67552	25784	2729	602736	173443	732043	935155	768933
chr1	102637537	102638187	1	650	319.973	291.969	110.951	528.2	9.68864	19.3807	27234	1717	604186	174893	733493	934143	770383
chr1	102669446	102669927	1	481	105.738	118.892	0	0	3.34141	6.71608	13837	1055	636095	206802	765402	902403	802292
chr1	102931539	102932246	1	707	151.836	133.754	0	324.7	3.77915	7.72349	11289	8948	562214	194865	1027495	640084	1064385
chr1	103048338	103049438	1	1100	161.143	230.735	259.422	154.4	16.8822	28.1596	0	5642	445022	77673	1010856	522892	1022946
chr1	103239547	103240142	1	595	0	48.4929	8.31222	74.2	3.12984	5.46881	0	48	254318	112133	820152	332188	832242
chr1	103508437	103508986	1	549	0	62.2353	22.2936	8.1	4.12205	0	0	1	13829	14339	551308	63344	563398
chr1	103638180	103639083	1	903	234.285	320.861	78.8965	182.7	12.3807	2.15874	126688	13652	143572	9956	421211	65670	433301
chr1	103647394	103648887	1	1493	42.2479	231.826	9.69696	390.5	6.65365	13.4322	134816	22866	152786	19170	411407	74884	423497
chr1	105098540	105099231	1	691	0	7.92616	255.218	382.9	4.27526	6.04447	0	25502	203525	45773	1028099	1526030	1003682
chr1	105114907	105115237	1	330	0	110.971	167.56	0	4.94646	5.27692	13428	15965	187519	51767	1044466	1542397	1020049
chr1	105412206	105413358	1	1152	47.8119	0	0	458.9	7.70423	0	29623	7819	109302	3458	1341765	1839696	1317348
chr1	105617403	105618299	1	896	200.93	70.7862	266.693	284	6.82874	30.1264	29873	11967	87328	61977	1546962	2044893	1522545
chr1	105916595	105917561	1	966	0	200.136	0	270.6	9.5719	0	0	3057	386520	77999	1641617	1764707	1821737
chr1	106137720	106138501	1	781	112.759	40.5861	162.25	0	5.8803	7.67552	1374	5988	426547	64388	1420677	1543767	2042862
chr1	106302149	106303351	1	1202	279.778	75.76	74.9876	94.6	7.44158	14.3916	115	1014	261697	228817	1255827	1378917	2207291
chr1	106311522	106312325	1	803	105.738	118.892	0	261	4.3774	0	310	21	252723	238190	1246853	1369943	2216664
chr1	106416810	106417126	1	316	105.738	118.892	6.92685	0	4.61815	0	3942	1493	147922	147990	1142052	1265142	2321952
chr1	106505635	106506091	1	456	0	106.012	6.88662	83	4.30445	0	31143	7545	58957	59025	1053087	1176177	2410777
chr1	106973491	106974191	1	700	76.2985	9.9077	0	239.2	3.85211	0	10152	2851	64975	63682	584987	708077	2264447
chr1	107346189	107346802	1	613	185.143	352.461	0	229.8	12.2348	35.4993	0	895	32580	819	212376	335466	1891836
chr1	107631122	107631915	1	793	164.906	444.044	27.5465	127.1	7.80636	7.67552	35280	11297	30918	7630	29899	50353	1606723
chr1	107839048	107839839	1	791	349.402	213.754	0.64995	258.1	5.16533	6.71608	0	0	16955	10064	154006	156311	1398799
chr1	108565500	108566637	1	1137	55.8845	147.074	0	638.6	3.21009	7.67552	18386	24246	6160	6116	56982	22829	672001
chr1	108944415	108944811	1	396	0	0	0	0	0	0	21284	45247	149385	102405	156909	44873	293827
chr1	109065490	109066929	1	1439	208.372	118.892	0	302.5	6.26697	29.167	1351	3172	27267	9527	34791	165948	171709
chr1	109093017	109093738	1	721	208.49	0	0.69264	410.2	26.1185	16.5983	1171	4795	458	478	7982	193475	144900
chr1	109242456	109244493	1	2037	5878.43	574.847	387.717	1595.9	36.2959	63.3231	20699	2173	6372	1703	4698	342914	0
chr1	109313727	109315320	1	1593	359.877	55.1733	52.6431	32.7	17.8452	6.71608	1429	3239	24403	23563	23290	414185	884
chr1	112044402	112045302	1	900	243.98	68.5515	0	458	12.0743	30.846	1368	2403	5094	954	3024	289616	29420
chr1	112263541	112264296	1	755	1047.16	446.225	161.446	261.4	125.194	86.3496	3833	2282	17453	0	16086	70622	3617
chr1	112646352	112648016	1	1664	96.2456	162.504	0	424.6	10.265	1.48713	17509	2306	14486	14260	113192	34302	337235
chr1	113026723	113027221	1	498	0	120.874	0	985.9	2.1887	15.3511	0	2502	17355	17335	17111	18242	26689
chr1	113958501	113959366	1	865	167.494	95.3556	0	550.1	8.29517	16.3585	58727	5473	25457	7189	23566	566163	273088
chr1	114183393	114184097	1	704	681.316	135.69	76.0612	558.1	1.54668	6.71608	11648	21869	117659	116553	116049	414398	48357
chr1	114685550	114686381	1	831	244.825	368.28	26.7838	0	14.781	37.2263	414	755	33720	16066	202267	13129	169281
chr1	114747468	114748092	1	624	0	228.879	0	233.8	3.62594	6.09244	0	1222	95638	29157	140556	2538	199913
chr1	115294086	115294662	1	576	368.767	272.36	738.997	475.5	10.8924	36.3148	65104	1066	4154	4174	2392	99396	1270
chr1	118594006	118595006	1	1000	215.725	0	0	60.5	5.13615	19.2368	0	112	84202	3495	119508	59251	88213
chr1	118861370	118862382	1	1012	0	0	0	194	5.2091	0	11715	6345	70302	15774	386872	206995	355577
chr1	118929517	118930265	1	748	144.341	221.915	98.4258	0	11.5563	18.6131	14544	3973	138449	51213	455019	275142	423724
chr1	118943500	118944820	1	1320	422.953	511.743	221.897	199.6	9.15605	1.43916	9209	8275	152432	65196	469002	289125	437707
chr1	119272259	119272973	1	714	0	292.007	0	0	10.9581	0	17083	605	229923	85724	408911	246114	418367
chr1	119273947	119274417	1	470	0	0	0	20.3	3.16632	11.4173	18548	492	228479	84280	407467	244670	416923
chr1	119737365	119738072	1	707	0	0	0	482.5	12.658	7.67552	34512	2006	27024	27044	53104	189780	29862
chr1	121351688	121360457	1	8769	1585.04	2136.97	759.035	108328	892.479	2116.77	294151	90092	150944	90184	212919	986829	858262
chr1	121362562	121363553	1	991	0	0	0	502.9	11.3812	0	305025	100966	161818	101058	223793	997703	869136
chr1	121365201	121366296	1	1095	0	0	0	241.6	6.36182	7.67552	307664	103605	164457	103697	226432	1000342	871775
chr1	121366611	121367022	1	411	0	0	0	0	0	0	309074	105015	165867	105107	227842	1001752	873185
chr1	121368452	121370829	1	2377	105.738	0	110.951	3542.9	10.6517	49.8909	310915	106856	167708	106948	229683	1003593	875026
chr1	121384394	121385192	1	798	0	0	0	0	0	0	326857	122798	183650	122890	245625	1019535	890968
chr1	121387336	121387911	1	575	0	0	0	0	0	0	329799	125740	186592	125832	248567	1022477	893910
chr1	121389180	121390355	1	1175	0	0	0	0	0	0	331643	127584	188436	127676	250411	1024321	895754
chr1	121393025	121393788	1	763	0	0	0	0	0	1.91888	335488	131429	192281	131521	254256	1028166	899599
chr1	121394551	121396070	1	1519	0	0	0	0	0	2.15874	337014	132955	193807	133047	255782	1029692	901125
chr1	121398609	121399548	1	939	0	0	0	0	0.817113	0	341072	137013	197865	137105	259840	1033750	905183
chr1	121399874	121401943	1	2069	0	0	0	0	0	0	342337	138278	199130	138370	261105	1035015	906448
chr1	121403855	121405497	1	1642	0	0	0	3	0.65661	0	346318	142259	203111	142351	265086	1038996	910429
chr1	121420780	121421528	1	748	0	0	0	0	0	0	363243	159184	220036	159276	282011	1055921	927354
chr1	121422787	121423331	1	544	0	0	0	0	0	0	365250	161191	222043	161283	284018	1057928	929361
chr1	121430225	121431165	1	940	0	0	0	0	0	0	372688	168629	229481	168721	291456	1065366	936799
chr1	121443814	121444565	1	751	0	0	0	0	0	0	386277	182218	243070	182310	305045	1078955	950388
chr1	121444672	121446473	1	1801	0	0	0	0	2.1887	6.71608	387135	183076	243928	183168	305903	1079813	951246
chr1	121450721	121452314	1	1593	0	0	0	0	0	0	393184	189125	249977	189217	311952	1085862	957295
chr1	121452881	121453569	1	688	0	0	0	0	0	0	395344	191285	252137	191377	314112	1088022	959455
chr1	121456760	121457272	1	512	0	0	0	0	0.102139	0	399223	195164	256016	195256	317991	1091901	963334
chr1	121462208	121463343	1	1135	0	0	0	0	0	6.71608	404671	200612	261464	200704	323439	1097349	968782
chr1	121478467	121479501	1	1034	0	61.8593	161.522	17560.9	26.5563	292.534	420930	216871	277723	216963	339698	1113608	985041
chr1	121484029	121485504	1	1475	703.445	747.719	641.37	3.46E+06	119910	144457	426492	222433	283285	222525	345260	1119170	990603
chr1	142535455	142543013	1	7558	3251.8	2729.53	1262.61	80203.7	596.041	808.808	149414	0	1200479	60968	1200252	2495942	1470946
chr1	142549954	142550641	1	687	0	0	0	9	0	0	163913	10894	1192851	53340	1192624	2488314	1463318
