Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr1	92711122	92713960	0	215774	49624	50516	27498	0	6034
chr1	94257037	94258005	78279	9103	53249	41293	21714	1720	0
chr1	95074079	95075215	103693	7738	65733	126789	55052	1925	16623
chr1	97736353	97737204	443523	1992838	131877	111189	0	6921	7263
chr1	98839829	98841491	1334071	888551	286005	50322	6934	10701	0
chr1	99219916	99220963	954599	509079	91985	4963	4942	4852	59549
chr1	102735479	102736596	868325	835734	831435	702128	272835	5736	18972
chr1	103675580	103677038	395346	103070	383256	180972	47356	7153	106665
chr1	104379162	104386720	284304	806652	308721	47924	1722	0	5071
chr1	106072795	106073500	1977937	1608768	1485678	491548	0	6989	12976
chr1	108395667	108396282	842356	193184	80775	23287	12123	7041	8524
chr1	108997068	108997413	241225	97526	104307	96783	49803	17924	11398
chr1	109896286	109896690	48052	46336	37413	37746	11926	4117	0
chr1	110110273	110111359	10859	169261	17707	19029	19049	0	0
chr1	110267305	110269048	92429	11572	56010	50548	4961	3752	0
chr1	110694624	110696566	91697	0	55649	2091	680	1316	7458
chr1	111427817	111428702	2206	149076	1495	55033	4091	22	1655
chr1	113397766	113399314	58953	5428	96929	80522	5242	8537	0
chr1	117218547	117218958	110809	9047	7884	48558	3143	430	0
chr1	118757325	118757643	251532	102950	282827	33277	12961	1155	11830
chr1	120058102	120058836	106554	231	130909	49098	39398	0	5552
chr1	121436034	121436865	942608	1071175	297265	235290	174530	174438	378497
chr1	122301141	122301631	1807715	1936282	1162372	1100397	1039637	1039545	1243604
chr1	122301518	122302588	1808092	1936659	1162749	1100774	1040014	1039922	1243981
chr1	123185794	123186227	2692368	2820935	2047025	1985050	1924290	1924198	2128257
chr1	128469571	128470030	7976145	8104712	7330802	7268827	7208067	7207975	7412034
chr1	129236756	129237494	8743330	8871897	8097987	8036012	7975252	7975160	8179219
chr1	131128615	131129110	10635189	10763756	9989846	9927871	9867111	9867019	10071078
chr1	134162212	134163705	9850254	10875250	9579560	9579787	8440276	8373065	7317892
chr1	135967550	135968373	8045586	9070582	7774892	7775119	6635608	6568397	5513224
chr1	137468411	137469488	6544471	7569467	6273777	6274004	5134493	5067282	4012109
chr1	137719851	137720781	6293178	7318174	6022484	6022711	4883200	4815989	3760816
chr1	143316863	143317883	696076	1721072	425382	425609	46459	182154	14201
chr1	144248321	144249357	232405	789598	270654	270783	180977	229050	789
chr1	147476665	147477383	350336	134943	75725	76101	76101	91661	0
chr1	148395709	148396553	1269380	154364	147513	153845	147254	153973	0
chr1	151662401	151668287	0	128667	25037	25633	9257	0	0
chr1	160782074	160783175	1397	402073	11134	14570	14610	3562	3410
chr1	161658784	161659196	11529	291726	17417	17617	16260	5795	50103
chr1	161759451	161761044	0	189878	21925	1572	1592	1433	5000
chr1	162197215	162198162	260460	6995	157105	157711	74771	0	13211
chr1	164140966	164142005	836310	363401	385810	491341	110001	4914	0
chr1	167714087	167715207	22158	349653	6925	7389	7289	435	27057
chr1	167872731	167873518	9732	191342	29755	31838	3927	1632	14935
chr1	172041453	172041881	270777	221225	107206	17595	17595	9632	14466
chr1	172961219	172962278	381354	31977	172179	24545	24615	1054	11842
chr1	173156402	173158495	271327	52088	14471	6541	6501	0	10869
chr1	174823322	174824527	31656	476602	18776	38358	12218	10179	33154
chr1	176052836	176053278	48816	280573	120818	38518	12158	0	194
chr1	177648374	177649671	1383875	226960	412696	117530	33545	18940	64008
chr1	181873001	181873659	109079	82252	32633	32317	32017	6437	0
chr1	182343359	182343861	8617	59345	5169	16595	15775	1961	0
chr1	183898305	183898708	342	15617	16851	16697	12921	6580	0
chr1	184109641	184110089	210233	2657	87474	88717	18167	2509	133340
chr1	193356764	193357278	124543	755213	60990	49160	18869	936	15156
chr1	198102188	198103045	78337	210268	22338	22838	324	17431	19576
chr1	201550723	201552193	65246	157	41709	21639	14787	0	363
chr1	203218992	203219593	19257	21259	16982	16897	17103	4742	0
chr1	203254105	203255582	15094	54966	0	954	914	0	6671
chr1	203885329	203885857	38304	156973	53299	54565	3755	1621	5873
chr1	209165335	209166021	766374	60603	2787	2871	2871	5286	6150
chr1	212395625	212396196	121150	294524	34969	3044	3101	5344	33211
chr1	215209570	215210604	369409	26091	431331	34286	34286	2979	0
chr1	217823888	217824504	30130	287955	18875	16269	16252	9688	29932
chr1	220779278	220779905	149494	78574	76256	26356	8061	2177	42224
chr1	221793433	221794291	77236	246856	105204	22641	22605	16812	8186
chr1	228391575	228392947	28262	69967	7913	8309	7769	8350	356
chr1	228465130	228466077	101817	2098	1414	1306	1306	3300	0
chr1	230565649	230566456	149213	4687	3100	3205	3165	5944	6878
chr1	230705505	230707567	89551	5901	70100	70529	1381	1459	1715
chr1	237695489	237696209	630152	477082	529598	24905	24905	17820	0
chr1	244251029	244252714	30805	3948	12059	39225	10045	3168	5593
chr1	246331536	246332619	373045	630040	195109	50375	1694	1241	652
chr1	246387109	246388201	317463	685613	139527	3967	3925	2160	8271
chr1	247708042	247709011	214753	2006546	211751	96438	13678	12440	560743
chr1	248147144	248150118	626304	2445648	46364	17020	16780	12815	999845
chr10	244245	245762	46865	70187	61111	15226	9504	1186	19599
chr10	342708	352932	46526	26641	0	12484	0	0	0
chr10	2053377	2061901	284508	13482	271245	62115	17971	0	40146
chr10	3230113	3231275	17759	5934	13842	15009	8441	3840	456
chr10	5187249	5187957	308949	179361	266109	148214	50130	2242	77178
chr10	5878006	5878968	30073	168168	3292	3368	3388	3791	911
chr10	6154455	6156885	0	28528	21296	23471	15170	0	0
chr10	9087524	9088742	971327	221556	567047	156954	101279	2464	0
chr10	9162330	9164108	1046133	146190	491681	81588	87088	4559	26055
chr10	9473446	9479845	1357249	131244	175944	97991	24609	4115	51411
chr10	9533053	9552695	1416856	190851	103094	25141	25161	0	0
chr10	10514674	10516665	703132	404071	542645	46201	4831	0	714
chr10	10706096	10707520	512277	213216	351790	6139	12053	4363	29399
chr10	11274360	11274821	0	165453	8986	9505	0	9534	0
chr10	11510869	11511509	2035	70477	19445	2717	2765	2737	3810
chr10	12242832	12243417	0	287924	2357	4568	4588	4827	0
chr10	12568208	12569142	139744	473656	40516	77164	32565	653	0
chr10	12847381	12848454	9137	194344	169672	41212	22681	1357	373
chr10	14969091	14970421	1339	211196	0	167	167	3501	0
chr10	15311800	15315553	134299	17076	60428	52223	23996	1927	39900
chr10	16533750	16534665	32916	594788	26557	8087	8146	823	0
chr10	18418431	18425945	402260	930851	490255	78067	3511	0	5646
chr10	21894870	21895664	5996	431035	24523	23966	24026	2597	3015
chr10	22641511	22642485	23155	15338	10775	12107	7227	236	0
chr10	24746628	24748059	27166	763340	7552	8064	4777	4234	6149
chr10	25007763	25008518	1960	979957	1984	3318	2118	2850	12458
chr10	25125349	25133426	114730	855049	107651	13565	6470	6204	0
chr10	27061141	27067627	7129	497764	16513	16462	2729	2397	89
chr10	27465536	27466223	1769	441952	18856	20392	19812	20302	0
chr10	31928154	31929803	112356	3943	35268	35490	7990	7250	0
chr10	32137378	32138583	52092	203500	11515	12790	12813	124	25708
chr10	32970346	32970969	228930	442806	233901	234722	30870	1579	7959
chr10	34362157	34363024	934019	735321	463669	25186	25152	523	3501
chr10	35732999	35733558	85526	162860	7024	6798	6938	148	609
chr10	38079707	38082762	37768	2183167	61663	63774	10003	8288	0
chr10	40875984	40878841	2208365	2680120	1983956	2168895	1765655	1491051	837408
chr10	41670431	41677343	1409863	1881618	1185454	1370393	967153	692549	38906
chr10	42403145	42403808	683398	1155153	458989	643928	240688	2809	0
chr10	43594891	43625087	32416	3546	0	0	0	0	23550
chr10	48482633	48485118	958716	12801	127340	1069	1049	3702	198324
chr10	48634483	48638452	805382	12123	279190	152919	48124	0	350174
chr10	50038725	50039256	0	236127	142511	25548	25581	6771	0
chr10	50113531	50115181	0	310933	217317	100354	7736	2982	19917
chr10	51657066	51658144	61768	350454	33881	84682	81162	67133	19189
chr10	51995690	51996350	72829	12248	24468	24266	24286	13290	8546
chr10	52093158	52094296	8429	84442	28619	28200	7754	6316	6462
chr10	53403601	53404697	52827	400404	53408	54739	53559	11806	14740
chr10	55203353	55204629	1745330	371415	1134664	156568	19282	899	0
chr10	57216365	57217173	900605	2384427	902348	903943	136509	0	20656
chr10	57245584	57246785	870993	2413646	872736	874331	113511	2385	0
chr10	58661905	58663683	542479	1527991	279279	239071	78161	0	10024
chr10	59275861	59278716	690160	912958	746215	658502	138280	0	9770
chr10	60009614	60011981	12581	179693	12950	15755	12693	0	9638
chr10	60608321	60609003	611288	4594	335069	103518	46253	3575	340
chr10	61312467	61312777	239626	189362	155739	73195	69519	14919	4199
chr10	71481341	71482461	318530	13044	213541	23102	4475	4360	0
chr10	72706425	72708482	61406	6162	57536	20721	20741	0	8292
chr10	73176529	73177734	87672	4150	39256	32286	20305	12061	0
chr10	74017095	74018807	15556	168802	1339	1809	0	0	2683
chr10	74316245	74316830	188226	467952	67657	4906	4926	10884	11495
chr10	75861243	75868404	0	176699	40935	4399	3309	0	13565
chr10	76711596	76724120	1621	322694	12947	13756	0	0	3909
chr10	77241582	77242313	248542	3542	72179	123721	23403	456	15367
chr10	80400605	80401723	597896	40752	331366	331651	9544	7564	0
chr10	82629017	82629621	348622	131756	172607	57643	515	753	0
chr10	84682394	84684774	1218987	1268753	615015	614914	685	673	0
chr10	84723192	84725986	1177775	1227541	573803	573702	37435	380	0
chr10	85363292	85364056	539705	589471	56830	48008	0	0	691
chr10	86694916	86695739	421468	288346	394173	394391	7232	2841	0
chr10	89011717	89012847	145940	551192	47540	48233	37053	36947	56252
chr10	91147802	91148998	31958	105546	2660	3250	2838	70	0
chr10	91601658	91603837	60584	323106	4098	3784	4074	4106	8004
chr10	94701304	94702552	288337	122340	91895	39373	22097	19052	0
chr10	99370775	99371699	32521	92707	20695	21537	0	588	0
chr10	99446038	99446924	10227	91405	0	132	132	0	0
chr10	100276851	100278119	71792	1025	48713	49367	41967	9474	30262
chr10	101957770	101958824	71	106691	10528	11886	10846	0	47930
chr10	106491665	106492577	405443	89025	377696	30407	30239	12538	14950
chr10	106617446	106617883	531224	214806	503477	48182	33002	5290	7216
chr10	108828682	108833628	2742460	286894	352150	87578	9680	3992	14963
chr10	108891393	108892168	2733073	349605	293610	150289	3872	7257	0
chr10	109907069	109907756	1717485	1365281	161867	132371	50040	120	11584
chr10	110151314	110151858	1473383	1609526	206681	239358	74101	1212	0
chr10	110480217	110481062	1144179	1431924	117871	23093	23033	29017	25320
chr10	111225619	111226483	398758	686503	455384	456693	8499	13635	21116
chr10	111307135	111307996	317245	604990	373871	375180	90015	37391	10455
chr10	112065506	112066282	3298	135859	63	0	0	0	1549
chr10	113010072	113010590	227044	22652	173324	88106	42452	11204	3500
chr10	113263715	113264833	480687	230340	426967	164871	93483	530	47
chr10	114137067	114144029	0	144159	0	1063	1043	1152	2320
chr10	114537248	114563348	38362	52666	146202	39560	34027	0	0
chr10	115109570	115128365	323461	0	310148	48926	13591	0	0
chr10	115540829	115541631	48082	11379	69263	17805	6885	87	2131
chr10	115579189	115580615	19548	49739	30279	19605	11005	0	16801
chr10	116368377	116387433	118668	0	3730	64013	0	0	0
chr10	117225979	117227185	490942	410320	372039	110943	48615	0	83461
chr10	117937766	117938948	1104976	94318	92836	163084	18378	3421	0
chr10	119131913	119132648	32517	78000	0	2328	1228	132	0
chr10	119683118	119684416	109915	22177	119880	62534	62501	4191	7506
chr10	120803038	120803696	0	36812	12026	12684	12159	0	0
chr10	122977605	122978414	308106	39307	268631	148741	13782	5067	8867
chr10	123010817	123011955	341318	72519	301843	116261	8160	5018	0
chr10	123730975	123732088	3470	72378	993	1988	2188	2586	0
chr10	124741519	124742915	0	211788	808	1495	1475	0	8299
chr10	125067487	125067777	116855	270284	83359	19339	6623	6007	125
chr10	125410196	125411237	158037	9787	248063	68272	6992	4791	39144
chr10	126883051	126895509	203170	0	33406	0	0	0	0
chr10	129696393	129697106	153814	9316	148615	43969	8070	3862	6887
chr10	130822602	130825361	908771	984047	439479	440035	4535	0	0
chr10	132704815	132705970	718654	1414311	715842	135714	135666	17739	4238
chr10	132815839	132817442	829678	1302839	826866	24242	24194	1983	0
chr10	134224077	134225645	175096	14710	12698	10344	9431	2303	0
chr11	1134451	1135223	122318	80347	148078	83107	11113	8655	7393
chr11	3180166	3181207	106881	6267	100912	57310	9049	2984	42419
chr11	5194618	5195384	460502	353110	422404	106527	49014	16177	8096
chr11	5710191	5710890	6195	93665	0	0	0	2507	4090
chr11	11090440	11091215	214630	84689	134617	3590	20299	327	194
chr11	14335429	14336378	23785	83584	4810	36134	4605	1215	923
chr11	16347604	16348702	414364	279503	286442	84063	45420	0	6772
chr11	17192675	17194167	21320	155896	33932	35329	9051	323	0
chr11	17830304	17831363	36470	59456	73432	46220	46160	379	12756
chr11	18892110	18893078	254948	15361	148342	100416	7621	4421	4418
chr11	19677535	19678300	418096	24875	55108	3456	3476	0	0
chr11	24654922	24656073	1807846	2038193	1650271	1149699	39353	1940	24405
chr11	26538998	26539595	982074	154671	90211	114721	90181	422	1544
chr11	27196361	27197836	323833	11438	185982	57839	7840	603	10339
chr11	29420699	29421135	934488	1010866	922972	691747	55055	5210	13028
chr11	31173444	31174486	261938	643866	216389	44598	19952	6656	5144
chr11	32232389	32233174	108574	224291	103078	104625	34345	3541	34175
chr11	32322968	32323683	199153	133782	94181	21453	31413	2817	11418
chr11	33829617	33830289	64345	5032	32846	26847	0	0	45296
chr11	35133425	35134199	34635	299359	13687	33905	2357	526	0
chr11	36463973	36465057	40306	64313	64392	295	329	10240	9174
chr11	42416915	42417866	923059	1161397	749656	915570	128405	7773	9996
chr11	44393805	44394648	197386	5409	65941	20921	20921	296	2735
chr11	46411049	46412637	4860	0	0	0	0	0	0
chr11	46910161	46912061	71331	15272	26425	42217	0	0	0
chr11	47674950	47675881	14569	59774	10275	9035	9015	3919	2929
chr11	48674639	48675348	507752	1059463	543122	499415	314888	11654	0
chr11	50896383	50897394	2729496	3281207	2764866	2721159	638739	180186	158736
chr11	52358678	52359291	4191791	4535454	4227161	4183454	2101034	779862	935036
chr11	53014418	53015592	4051801	3879153	4063066	3535403	2410004	1435602	1584121
chr11	56194584	56195415	871978	699330	883243	355580	5075	0	6230
chr11	58130023	58130518	164233	593516	209272	70718	1117	12095	2919
chr11	58217689	58219318	75433	504716	120472	16305	16305	5015	4002
chr11	58709079	58709797	172959	14237	115729	16309	16285	2756	0
chr11	61180513	61181650	0	93794	14477	15266	15266	5103	0
chr11	61653088	61654526	18907	13843	3463	4810	4110	2875	0
chr11	63420010	63420695	801	190772	16696	18401	16506	0	0
chr11	64563240	64563922	0	52106	4752	6795	3234	2904	0
chr11	66184776	66185435	17143	1048	8239	3761	281	0	220
chr11	70216437	70217462	1358	119310	26277	26794	4813	2752	8199
chr11	70990413	70991033	155140	22260	167119	27384	27369	15383	0
chr11	71008872	71009949	136224	3344	148203	44830	44638	2162	6320
chr11	74489027	74489850	11000	45871	27504	9623	4886	3759	0
chr11	76255586	76258462	0	32885	98208	31122	41154	1258	5504
chr11	77175070	77176024	55890	316129	5135	8972	6841	123	0
chr11	77842337	77842814	3662	531448	6707	7842	926	4717	9161
chr11	80303813	80305519	2027636	440329	1151711	132997	118949	7568	13721
chr11	82456045	82457569	235670	10737	10568	121100	11101	2284	0
chr11	82784945	82786826	6080	258223	0	1821	1781	854	68050
chr11	83703177	83704383	726740	176597	266311	21793	21773	6104	0
chr11	86475900	86478727	426658	0	92371	50837	32752	1307	1948
chr11	86880866	86881669	831624	214951	87959	72032	42755	8277	28085
chr11	87713850	87714766	282998	78120	191681	30591	30546	32638	0
chr11	88067463	88068112	1240	274455	0	2744	1728	0	16650
chr11	88628132	88629586	561909	178462	535240	51970	7668	7801	8606
chr11	90686407	90688271	739491	696529	729313	293343	112806	9637	6667
chr11	91354626	91355354	1407710	1112097	1397532	372864	176475	0	2845
chr11	91959641	91960609	1260786	506842	801767	625695	119291	4497	2302
chr11	93041757	93042193	179202	224711	21694	28413	20233	6116	5291
chr11	93531452	93531827	0	714406	11837	13368	13408	3747	5445
chr11	94586385	94586945	107444	217	118624	119851	23017	1525	14082
chr11	95035012	95035671	332717	8721	34725	4834	2425	542	17271
chr11	95974983	95975335	69911	507479	437	1241	1221	145	25404
chr11	100503220	100503699	1691695	199191	53858	48217	19476	2539	0
chr11	103818894	103820054	861013	98616	18694	10042	9334	38	0
chr11	103948617	103949731	869524	84023	83890	85145	3693	870	2947
chr11	107893243	107894542	10260	310389	11363	13179	1894	1891	525
chr11	108407769	108408234	50649	824915	38101	22002	6285	5268	33166
chr11	108970197	108971253	258397	322498	244396	244713	55103	9801	33444
chr11	109184930	109186653	473130	107098	459129	459446	4775	3754	2948
chr11	109407459	109407904	564226	113347	408604	246732	99012	8315	0
chr11	109541838	109542463	429667	57843	274045	112173	25453	0	8216
chr11	109596537	109599152	372978	1154	217356	55484	1414	0	12955
chr11	113090967	113091918	106727	11733	92790	68478	17607	1563	9645
chr11	115039057	115039413	45908	68	41311	25683	41213	0	1358
chr11	115402677	115403059	202063	3483	26744	62353	943	929	24522
chr11	116784811	116785971	17706	193211	9972	13225	9665	4529	0
chr11	125214159	125214533	100786	16312	149276	60331	1234	0	4759
chr11	127032881	127034848	813699	13965	742473	88217	87608	5412	447
chr11	127300997	127302481	1023790	29776	621966	356333	17977	0	0
chr11	129357676	129358666	369895	114813	207707	39643	39672	850	0
chr11	129542527	129544153	184408	28509	220347	21602	21384	7630	0
chr11	129699493	129701549	27012	107616	62951	63887	13293	5322	26622
chr11	130521182	130521781	218373	2233	152440	114595	16158	787	1469
chr11	131511641	131512081	727434	26510	454408	31875	16883	2750	16756
chr11	132854284	132855130	1164271	23793	625713	97706	70780	22364	12725
chr12	422947	424530	0	55751	70381	73926	74046	1988	25155
chr12	1073747	1075093	20161	253909	14186	5383	5463	0	560
chr12	1796318	1798654	8540	129928	668	1382	1402	1668	13846
chr12	2671676	2672259	235289	806	127906	20037	1195	65	0
chr12	3081752	3082433	31797	12002	12027	27708	12568	4464	13041
chr12	4819603	4820257	22107	9518	59985	61259	61219	6749	0
chr12	6911873	6912745	31202	16785	23562	23549	9191	6158	0
chr12	9705748	9706589	100105	176220	93546	80401	10566	42125	0
chr12	11447546	11447908	128821	160890	122216	52875	27262	13307	11642
chr12	12938679	12939726	36178	105341	0	170	170	0	0
chr12	13656282	13656997	665792	4020	306421	30358	30378	10181	7826
chr12	13686470	13687210	695980	369	336609	58296	586	0	0
chr12	14150603	14150941	371424	15203	172976	113395	15419	15341	3718
chr12	14686752	14687957	27389	551352	79087	6139	6139	3704	0
chr12	14720195	14720678	60832	584795	46366	0	0	0	0
chr12	15378460	15380504	267381	562127	4153	3976	0	0	65290
chr12	16740717	16741356	598680	797915	17482	48260	17359	179	39265
chr12	17768413	17771845	1626376	1825611	1005247	23066	23282	23216	2881
chr12	18437064	18438040	1161851	2494262	844244	118340	59126	2141	7722
chr12	19362640	19363580	236311	3014375	78413	127095	19752	1827	6589
chr12	22456324	22458393	174768	78250	28988	29903	14754	6942	0
chr12	23565037	23566155	732457	1147671	783024	60973	61093	13	17118
chr12	23609427	23611977	776847	1101849	827414	105363	15617	13493	17455
chr12	24413230	24413597	805632	300229	300748	60772	29193	6686	16852
chr12	24932239	24932940	286289	22135	34544	37835	15927	59	12317
chr12	26336613	26338417	150236	10438	9696	26687	6111	0	5786
chr12	27342752	27343602	62336	963400	9572	4008	4028	14180	0
chr12	27798629	27799386	21502	1419277	63479	64310	7263	5828	5880
chr12	28515984	28516779	4971	2136632	49822	96737	5577	1473	42194
chr12	31312197	31313084	119317	121776	40493	44965	40064	41933	18527
chr12	34172341	34174269	1267438	1439333	492	947	947	711	0
chr12	36608839	36610308	2437304	3875831	1883063	1883188	1325091	1456187	29762
chr12	40452396	40453410	298149	2426401	45030	46406	45359	1308	11081
chr12	42928354	42930339	88219	48389	49892	50130	24603	6108	71821
chr12	47978267	47978782	73261	172800	119801	9954	9963	1496	0
chr12	53030229	53030796	381294	19445	236859	266495	35080	0	0
chr12	56293588	56294547	734	180189	24924	26289	0	1336	0
chr12	57339597	57340790	51405	9710	58338	40593	14193	710	3143
chr12	59065164	59067435	199851	365025	243621	298649	60352	3466	0
chr12	59117612	59118390	148896	314070	192666	351097	9397	4842	93
chr12	59465170	59466118	162866	32512	149971	77804	4032	7368	9397
chr12	59630890	59631629	328586	198232	315691	86820	49394	1553	6718
chr12	60511632	60512618	1209328	1078974	520082	12198	31984	11323	0
chr12	61585379	61585863	1100008	998711	1000415	391409	133415	10994	7520
chr12	65032103	65034197	4828	382738	12285	12663	12639	2870	10524
chr12	66284183	66284962	233168	472	26946	11374	8039	2323	6024
chr12	67057178	67058158	319919	403374	359157	38254	24558	4761	8817
chr12	67365248	67366498	330745	95034	96008	70184	5344	8256	10916
chr12	70352559	70353515	189958	307683	218398	52175	24304	7514	0
chr12	70418804	70420131	213807	373928	215516	118420	21060	11872	8482
chr12	71642553	71643068	359191	190460	190369	254698	78324	2503	101
chr12	72148877	72150522	1930	314272	0	0	0	0	0
chr12	74005297	74007534	1688379	2170692	876724	799022	51582	6019	2967
chr12	77159578	77160210	32308	487388	266	1634	1634	1208	39500
chr12	77265839	77266948	49515	449595	5314	5748	5768	0	22765
chr12	77396555	77397877	13848	318666	55877	6899	6939	0	0
chr12	79123455	79125014	822845	1403886	132502	71301	1487	5737	411
chr12	81234109	81235695	46786	3514540	58944	51432	18465	1331	390
chr12	82080541	82081830	662186	3592564	669159	670586	9836	7836	0
chr12	83913821	83915445	1131100	1758949	831365	832137	104857	17080	13204
chr12	84308428	84308962	1525707	1365432	995918	959354	90730	22470	2076
chr12	84563129	84564684	1780408	1109710	740196	703632	136265	448	91436
chr12	86053796	86054497	2381362	379278	235072	128372	26216	0	82
chr12	88449962	88451349	13820	1303230	19027	5766	5107	3161	6990
chr12	90105255	90105836	12511	350507	127	1911	1911	1453	52173
chr12	93708151	93709427	69600	256639	61714	17174	8549	4262	0
chr12	93880343	93883500	1935	82566	17263	13471	13474	9827	11731
chr12	97190607	97192019	131527	207065	76088	76523	25917	7553	8309
chr12	98868543	98870292	51449	212267	26124	17558	14604	10158	11525
chr12	100324807	100325896	152352	51961	52317	47983	20503	3630	0
chr12	102761064	102761814	160211	516225	115733	38143	22142	1965	123
chr12	103136715	103137663	535862	140376	173358	7531	7491	290	22978
chr12	103925769	103926475	276345	136106	35708	26105	1405	1992	8193
chr12	107539411	107539933	174114	1238	51274	51707	10827	5973	0
chr12	107778189	107778960	303398	32114	290052	222403	512	17359	15693
chr12	108717580	108720899	31704	82543	3056	8737	2976	6802	746
chr12	111666752	111670448	176644	439	128687	135223	36108	16523	0
chr12	115180821	115181614	780794	66847	610132	174530	6940	3149	11252
chr12	115840854	115841730	559155	67820	48185	27457	14777	0	14016
chr12	117143252	117144197	5912	22351	30082	1986	1479	1957	18425
chr12	117303322	117304855	74897	6287	14508	3878	3898	978	0
chr12	119440652	119441376	584648	78522	591771	21712	5526	5295	0
chr12	121198128	121199510	0	118438	33860	34464	34464	0	0
chr12	121983564	121984022	13924	700449	6807	8300	6634	1386	0
chr12	122622304	122623044	2271	61427	28053	14345	14360	164	0
chr12	122917221	122918117	39991	229260	9043	10063	10037	10289	0
chr12	124760824	124761384	46926	20206	112141	2401	2400	1689	4434
chr12	124946206	124948023	0	160803	1985	2813	2813	2727	0
chr12	129331424	129332018	27204	5573	5441	16100	5600	2302	5227
chr12	130246398	130247159	942178	908689	907284	269107	137173	6120	9831
chr12	131148838	131149333	131880	103800	49360	83423	44458	1945	0
chr12	132787982	132788540	145391	222502	97516	113558	113578	49776	525999
chr13	1869538	1870616	18346848	18831085	18268520	18268480	17370160	17347149	16197530
chr13	2488370	2489139	17728325	18212562	17649997	17649957	16751637	16728626	15579007
chr13	2527992	2528827	17688637	18172874	17610309	17610269	16711949	16688938	15539319
chr13	2641669	2643371	17574093	18058330	17495765	17495725	16597405	16574394	15424775
chr13	11399612	11400523	8816941	9301178	8738613	8738573	7840253	7817242	6667623
chr13	11555677	11556509	8660955	9145192	8582627	8582587	7684267	7661256	6511637
chr13	12037553	12039258	8178206	8662443	8099878	8099838	7201518	7178507	6028888
chr13	13039453	13040552	7176912	7661149	7098584	7098544	6200224	6177213	5027594
chr13	13955456	13957982	6259482	6743719	6181154	6181114	5282794	5259783	4110164
chr13	18709881	18711028	1506436	1990673	1428108	1428068	529748	506737	4473
chr13	20545341	20546108	97	155593	10164	11637	3357	3223	3376
